Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Greene,NJ,D,77,6,4,10,-6.0,84,8:33,0,1,68,8.8,,,,,,1,0,0.0
Arron Asham,NJ,RW,47,4,9,13,3.0,40,19:22,0,2,68,5.9,,,,,,1,0,0.0
Barry Tallackson,NJ,LW,1,1,0,1,0.0,0,10:39,0,0,3,33.3,,,,,,0,0,0.0
Brian Gionta,NJ,RW,74,20,35,55,10.0,38,18:28,7,12,263,7.6,,,,,,6,5,83.3
Bryce Salvador D *,NJ,,1,0,0,0,-1.0,0,11:17,0,0,3,0.0,,,,,,0,0,0.0
Colin White,NJ,D,59,2,8,10,0.0,22,19:29,2,3,50,4.0,,,,,,0,0,0.0
Dainius Zubrus,NJ,C,64,13,28,41,-1.0,30,18:18,5,11,152,8.6,,,,,,6,3,50.0
David Clarkson,NJ,RW,54,12,12,24,10.0,22,17:16,0,0,78,15.4,,,,,,0,0,0.0
Jamie Langenbrunner,NJ,RW,80,20,23,43,1.0,26,19:26,3,0,185,10.8,,,,,,2,0,0.0
Jay Pandolfo,NJ,LW,75,6,20,26,27.0,46,19:01,2,6,63,9.5,,,,,,0,0,0.0
John Madden,NJ,C,82,22,31,53,1.0,46,18:16,8,13,257,8.6,,,,,,12,3,25.0
Johnny Oduya,NJ,D,73,5,27,32,20.0,22,23:52,2,12,93,5.4,,,,,,0,0,0.0
Karel Rachunek,NJ,D,82,6,10,16,-5.0,20,13:32,0,1,65,9.2,,,,,,1,0,0.0
Mike Mottau,NJ,D,81,9,13,22,1.0,183,12:01,0,2,151,6.0,,,,,,0,0,0.0
Mike Rupp,NJ,C,57,2,8,10,-5.0,26,19:40,0,0,27,7.4,,,,,,0,0,0.0
Niclas Bergfors,NJ,RW,3,0,0,0,0.0,0,7:03,0,0,0,0.0,,,,,,0,0,0.0
Noah Clarke,NJ,LW,58,2,4,6,-3.0,19,9:18,0,0,59,3.4,,,,,,0,0,0.0
Olli Malmivaara,NJ,D,8,0,0,0,0.0,11,20:54,0,0,0,0.0,,,,,,0,0,0.0
Patrik Elias,NJ,C,81,32,33,65,13.0,25,18:03,10,13,266,12.0,,,,,,11,4,36.4
Paul Martin,NJ,D,82,14,20,34,-11.0,31,16:44,5,9,155,9.0,,,,,,1,0,0.0
Rod Pelley,NJ,C,69,2,5,7,-12.0,50,15:32,0,0,48,4.2,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,76,4,13,17,-11.0,48,20:39,1,5,68,5.9,,,,,,0,0,0.0
Sheldon Brookbank,NJ,D,64,3,6,9,-8.0,58,8:03,1,1,69,4.3,,,,,,0,0,0.0
Total,NJ,,2,0,0,0,2.0,0,8:48,0,0,0,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,82,13,25,38,2.0,38,15:41,4,4,128,10.2,,,,,,1,0,0.0
Vitaly Vishnevski,NJ,D,44,0,8,8,0.0,63,15:08,0,1,43,0.0,,,,,,0,0,0.0
