Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexandre Picard D *,TB,,81,0,6,6,3.0,16,13:47,0,0,33,0.0,,,,,,0,0,0.0
Andre Roy,TB,RW,59,1,6,7,-15.0,20,16:36,0,0,28,3.6,,,,,,0,0,0.0
Andreas Karlsson,TB,C,20,3,3,6,-9.0,8,21:53,1,1,21,14.3,,,,,,0,0,0.0
Blair Jones,TB,C,9,0,0,0,-2.0,2,4:06,0,0,2,0.0,,,,,,0,0,0.0
Brad Lukowich,TB,D,80,6,4,10,-15.0,78,8:14,1,0,91,6.6,,,,,,0,0,0.0
Brad Richards C *,TB,,62,29,28,57,-7.0,39,19:59,9,8,175,16.6,,,,,,1,1,100.0
Chris Gratton,TB,F,77,4,17,21,-2.0,154,21:13,0,1,69,5.8,,,,,,0,0,0.0
Craig MacDonald,TB,C,20,2,12,14,-16.0,4,18:56,1,5,38,5.3,,,,,,0,0,0.0
Dan Boyle,TB,D,75,6,25,31,-8.0,40,24:57,2,9,113,5.3,,,,,,0,0,0.0
Dan Jancevski D *,TB,,7,1,0,1,-1.0,7,10:07,0,0,10,10.0,,,,,,0,0,0.0
Doug Janik,TB,D,58,2,2,4,-7.0,10,9:39,0,0,31,6.5,,,,,,0,0,0.0
Filip Kuba,TB,D,72,10,21,31,-13.0,56,25:13,0,5,105,9.5,,,,,,0,0,0.0
Jan Hlavac LW *,TB,,37,4,21,25,-29.0,57,27:24,2,12,74,5.4,,,,,,0,0,0.0
Jason Ward,TB,C,19,10,8,18,2.0,14,18:12,3,4,46,21.7,,,,,,0,0,0.0
Jay Leach,TB,D,2,0,0,0,-1.0,2,2:22,0,0,0,0.0,,,,,,0,0,0.0
Jeff Halpern C *,TB,,60,10,11,21,-7.0,77,12:42,1,3,92,10.9,,,,,,0,0,0.0
Junior Lessard RW *,TB,,61,1,3,4,-3.0,45,9:19,0,0,23,4.3,,,,,,0,0,0.0
Jussi Jokinen LW *,TB,,79,8,6,14,-18.0,42,12:32,1,0,85,9.4,,,,,,0,0,0.0
Karl Stewart,TB,LW,14,0,0,0,-6.0,12,12:08,0,0,7,0.0,,,,,,0,0,0.0
Kyle Wanvig,TB,RW,7,1,1,2,-1.0,0,13:03,1,0,8,12.5,,,,,,0,0,0.0
Martin St. Louis,TB,RW,81,40,52,92,-17.0,89,22:57,10,19,318,12.6,,,,,,3,1,33.3
Mathieu Darche,TB,LW,62,9,13,22,-10.0,32,14:45,0,1,123,7.3,,,,,,0,0,0.0
Matt Smaby,TB,D,2,0,0,0,-1.0,0,4:37,0,0,0,0.0,,,,,,0,0,0.0
Michel Ouellet,TB,RW,62,18,33,51,-25.0,15,24:16,9,16,228,7.9,,,,,,3,2,66.7
Mike Lundin,TB,D,63,4,3,7,-1.0,108,5:27,0,0,38,10.5,,,,,,0,0,0.0
Nick Tarnasky,TB,LW,65,2,9,11,-10.0,16,10:52,0,0,84,2.4,,,,,,0,0,0.0
Paul Ranger,TB,D,64,17,19,36,11.0,12,13:37,5,6,132,12.9,,,,,,0,0,0.0
Ryan Craig,TB,C,19,1,1,2,-5.0,9,9:38,0,0,18,5.6,,,,,,0,0,0.0
Shane O'Brien,TB,D,73,7,15,22,-14.0,20,14:25,1,1,120,5.8,,,,,,0,0,0.0
Total,TB,,4,0,0,0,0.0,0,1:55,0,0,1,0.0,,,,,,0,0,0.0
Vinny Prospal LW *,TB,,82,25,58,83,-23.0,26,24:17,10,19,241,10.4,,,,,,3,0,0.0
