Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Wiedemann,Georgia Swarm,,11,4,2,6,2,0,0,0,58,8,7,0,0,0/0,-
Alex Crepinsek,Georgia Swarm,,11,1,0,1,2,0,0,0,56,2,13,0,0,0/0,-
Brendan Bomberry,Georgia Swarm,,12,1,8,9,8,0,0,0,44,4,3,0,0,0/0,-
Bryan Cole,Georgia Swarm,,8,8,8,16,4,0,0,0,26,9,1,0,0,0/0,-
Chad Tutton,Georgia Swarm,,12,0,1,1,18,0,0,0,65,4,17,0,0,0/0,-
Connor Sellars,Georgia Swarm,,12,0,3,3,2,0,0,0,68,6,4,0,0,31/91,34%
Jason Noble,Georgia Swarm,,12,2,1,3,8,0,0,0,45,2,7,0,0,0/0,-
Joel White,Georgia Swarm,,11,0,5,5,8,0,0,0,95,15,15,0,0,0/0,-
Jordan Hall,Georgia Swarm,,11,10,36,46,4,0,0,0,62,20,5,0,0,0/0,-
Jordan MacIntosh,Georgia Swarm,,11,2,16,18,4,0,0,0,66,11,15,0,0,78/203,38%
Kason Tarbell,Georgia Swarm,,7,0,3,3,4,0,0,0,16,0,6,0,0,5/27,19%
Kevin Orleman,Georgia Swarm,G,12,0,0,0,0,0,0,0,0,1,0,0,0,0/0,-
Leo Stouros,Georgia Swarm,,12,0,2,2,6,0,0,0,38,2,7,0,0,0/0,-
Lyle Thompson,Georgia Swarm,,12,27,33,60,4,0,0,0,87,26,8,0,0,0/0,-
Matt Dunn,Georgia Swarm,,4,0,0,0,0,0,0,0,9,1,2,0,0,0/0,-
Mike Poulin,Georgia Swarm,G,12,0,4,4,0,0,0,0,7,2,1,0,0,0/0,-
Miles Thompson,Georgia Swarm,,11,17,16,33,6,0,0,0,43,20,4,0,0,0/0,-
Randy Staats,Georgia Swarm,,12,22,48,70,17,0,0,0,63,32,4,0,0,0/0,-
Ryan MacSpadyen,Georgia Swarm,,3,0,2,2,0,0,0,0,8,1,2,0,0,0/0,-
Shayne Jackson,Georgia Swarm,,12,31,42,73,8,0,0,0,65,33,1,0,0,0/0,-
Zach Miller,Georgia Swarm,,8,6,11,17,0,0,0,0,25,7,0,0,0,0/0,-
Zed Williams,Georgia Swarm,,12,18,12,30,4,0,0,0,56,27,1,0,0,0/0,-
