Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Shute,Saskatchewan Rush,G,10,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Austin Murphy,Saskatchewan Rush,,3,2,2,4,7,0,0,0,5,6,0,0,0,0/0,-
Ben McIntosh,Saskatchewan Rush,,10,20,15,35,6,0,0,0,49,25,2,0,0,0/0,-
Chris Corbeil,Saskatchewan Rush,,10,5,4,9,6,0,0,0,66,3,8,0,0,0/0,-
Connor Robinson,Saskatchewan Rush,,8,4,3,7,0,0,0,0,25,4,3,0,0,0/0,-
Evan Kirk,Saskatchewan Rush,G,10,0,1,1,0,0,0,0,1,3,1,0,0,0/0,-
Holden Garlent,Saskatchewan Rush,,10,1,1,2,2,0,0,0,38,3,13,0,0,0/0,-
Jeff Cornwall,Saskatchewan Rush,,7,2,2,4,0,0,0,0,31,2,3,0,0,0/0,-
Jeff Shattler,Saskatchewan Rush,,10,15,18,33,4,0,0,0,39,27,3,0,0,0/0,-
Jeremy Thompson,Saskatchewan Rush,,10,0,7,7,20,0,0,0,82,11,4,0,0,85/169,50%
Jordi Jones-Smith,Saskatchewan Rush,,5,0,0,0,2,0,0,0,10,2,1,0,0,0/0,-
Justin Robinson,Saskatchewan Rush,,6,1,1,2,2,0,0,0,26,1,2,0,0,0/0,-
Kyle Rubisch,Saskatchewan Rush,,10,2,7,9,10,0,0,0,93,8,16,0,0,0/0,-
Mark Matthews,Saskatchewan Rush,,10,13,41,54,2,0,0,0,37,37,5,0,0,0/0,-
Matt Hossack,Saskatchewan Rush,,10,1,4,5,2,0,0,0,43,9,12,0,0,0/0,-
Matthew Dinsdale,Saskatchewan Rush,,9,6,7,13,0,0,0,0,18,13,0,0,0,0/0,-
Mike Messenger,Saskatchewan Rush,,10,3,6,9,10,0,0,0,56,7,14,0,0,31/76,41%
Robert Church,Saskatchewan Rush,,10,17,24,41,2,0,0,0,41,22,0,0,0,0/0,-
Ryan Dilks,Saskatchewan Rush,,10,1,4,5,0,0,0,0,66,5,26,0,0,0/0,-
Ryan Keenan,Saskatchewan Rush,,10,18,17,35,2,0,0,0,60,26,1,0,0,0/0,-
Ryan McLean,Saskatchewan Rush,,2,0,0,0,0,0,0,0,2,0,1,0,0,0/0,-
Travis Cornwall,Saskatchewan Rush,,10,0,5,5,4,0,0,0,33,2,7,0,0,0/0,-
