Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Staats,San Diego Seals,,5,10,16,26,5,0,0,0,22,12,0,0,0,0/0,-
Brandon Clelland,San Diego Seals,,11,1,2,3,0,0,0,0,42,4,4,0,0,134/261,51%
Brodie Merrill,San Diego Seals,,12,2,10,12,19,0,0,0,93,7,8,0,0,0/0,-
Cam Holding,San Diego Seals,,12,4,4,8,4,0,0,0,99,14,11,0,0,0/0,-
Casey Jackson,San Diego Seals,,7,19,13,32,4,0,0,0,20,14,0,0,0,0/0,-
Charles Claxton,San Diego Seals,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Connor Fields,San Diego Seals,,12,18,26,44,2,0,0,0,73,19,1,0,0,0/0,-
Connor Kearnan,San Diego Seals,,9,7,5,12,4,0,0,0,25,7,0,0,0,0/0,-
Drew Belgrave,San Diego Seals,,11,1,1,2,8,0,0,0,14,1,8,0,0,0/0,-
Dylan Riley,San Diego Seals,,1,0,0,0,0,0,0,0,1,1,1,0,0,0/0,-
Eli Gobrecht,San Diego Seals,,12,2,5,7,16,0,0,0,72,6,10,0,0,4/10,40%
Evan Messenger,San Diego Seals,,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Frank Scigliano,San Diego Seals,G,10,0,1,1,0,0,0,0,8,0,0,0,0,0/0,-
Garrett Epple,San Diego Seals,,2,0,1,1,4,0,0,0,3,0,1,0,0,0/0,-
Garrett McIntosh,San Diego Seals,,11,0,1,1,7,0,0,0,35,3,4,0,0,2/4,50%
Graydon Bradley,San Diego Seals,,9,1,1,2,8,0,0,0,37,4,6,0,0,0/0,-
Jeremy Noble,San Diego Seals,,12,14,34,48,6,0,0,0,48,15,2,0,0,21/39,54%
Johnny Pearson,San Diego Seals,,3,3,0,3,6,0,0,0,5,5,0,0,0,0/0,-
Kyle Buchanan,San Diego Seals,,12,12,27,39,4,0,0,0,72,8,2,0,0,2/2,100%
Mark Glicini,San Diego Seals,,5,0,0,0,2,0,0,0,26,2,5,0,0,0/0,-
Matt Sykes,San Diego Seals,,12,1,3,4,2,0,0,0,57,8,10,0,0,0/0,-
Mike Carnegie,San Diego Seals,,5,0,0,0,7,0,0,0,11,1,3,0,0,0/0,-
Mikie Schlosser,San Diego Seals,,2,1,1,2,6,0,0,0,4,1,2,0,0,0/1,-
Nick Damude,San Diego Seals,G,12,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Oliver Bolsterli,San Diego Seals,,3,1,0,1,5,0,0,0,4,0,0,0,0,0/0,-
Tor Reinholdt,San Diego Seals,,12,1,3,4,16,0,0,0,63,5,7,0,0,1/1,100%
Wesley Berg,San Diego Seals,,12,19,39,58,4,0,0,0,52,23,2,0,0,0/0,-
Zack Greer,San Diego Seals,,12,21,29,50,6,0,0,0,37,25,2,0,0,0/0,-
