Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Buque,New York Riptide,G,13,0,2,2,0,0,0,0,1,3,0,0,0,0/0,-
Alex Woodall,New York Riptide,,12,0,2,2,0,0,0,0,84,7,3,0,0,176/320,55%
Andrew Suitor,New York Riptide,,12,1,6,7,18,0,0,0,114,8,17,0,0,2/7,29%
Anthony Patterson,New York Riptide,,2,0,0,0,2,0,0,0,4,1,2,0,0,0/0,-
Brier Jonathan,New York Riptide,,2,0,1,1,0,0,0,0,3,0,1,0,0,0/0,-
Brooker Muir,New York Riptide,,2,0,0,0,2,0,0,0,7,1,0,0,0,0/0,-
Cody Radziewicz,New York Riptide,,12,2,4,6,0,0,0,0,49,6,13,0,0,0/0,-
Connor Kelly,New York Riptide,,12,15,24,39,8,0,0,0,65,19,0,0,0,0/0,-
Craig Seneca,New York Riptide,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dan Lomas,New York Riptide,,13,21,21,42,11,0,0,0,46,25,1,0,0,0/0,-
Dan MacRae,New York Riptide,,13,2,4,6,6,0,0,0,64,6,15,0,0,0/0,-
Ethan Schott,New York Riptide,,3,0,1,1,2,0,0,0,10,2,0,0,0,0/0,-
Gale Thorpe,New York Riptide,,11,9,6,15,0,0,0,0,19,15,1,0,0,0/0,-
Gowah Abrams,New York Riptide,G,11,0,0,0,0,0,0,0,1,0,1,0,0,0/0,-
Jake Fox,New York Riptide,,2,1,2,3,2,0,0,0,4,4,0,0,0,0/0,-
Jean-Luc Chetner,New York Riptide,,11,11,22,33,0,0,0,0,56,22,6,0,0,0/0,-
John Ranagan,New York Riptide,,12,1,1,2,12,0,0,0,51,8,4,0,0,0/0,-
John Wagner,New York Riptide,,10,2,3,5,2,0,0,0,48,7,15,0,0,0/0,-
Kieran McArdle,New York Riptide,,12,10,10,20,7,0,0,0,22,15,0,0,0,0/0,-
Leland Powless,New York Riptide,,3,0,0,0,2,0,0,0,16,1,2,0,0,0/0,-
Mike Manley,New York Riptide,,6,0,0,0,8,0,0,0,19,3,4,0,0,0/0,-
Myles Jones,New York Riptide,,5,0,0,0,0,0,0,0,21,3,5,0,0,0/0,-
Ryan Fournier,New York Riptide,,12,1,3,4,9,0,0,0,57,3,5,0,0,2/14,14%
Scott Johnston,New York Riptide,,9,1,1,2,10,0,0,0,39,5,4,0,0,0/0,-
Travis Longboat,New York Riptide,,9,7,20,27,4,0,0,0,40,9,2,0,0,0/0,-
Tyler Digby,New York Riptide,,12,18,28,46,15,0,0,0,33,26,2,0,0,0/0,-
Tyson Bomberry,New York Riptide,,11,0,1,1,13,0,0,0,29,1,4,0,0,0/4,-
Tyson Gibson,New York Riptide,,12,16,27,43,4,0,0,0,53,24,0,0,0,0/0,-
Zach Herreweyers,New York Riptide,,8,7,11,18,2,0,0,0,19,19,2,0,0,0/0,-
