Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Pace,Philadelphia Wings,,13,1,3,4,8,0,0,0,36,1,4,0,0,0/0,-
Anthony Joaquim,Philadelphia Wings,,14,1,5,6,8,0,0,0,69,6,10,0,0,0/0,-
Blaze Riorden,Philadelphia Wings,,14,14,28,42,6,0,0,0,41,29,3,0,0,0/0,-
Brandon Miller,Philadelphia Wings,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Brett Hickey,Philadelphia Wings,,13,29,17,46,12,0,0,0,46,24,2,0,0,0/0,-
Cory Vitarelli,Philadelphia Wings,,11,13,14,27,2,0,0,0,42,26,1,0,0,0/0,-
Daryl Waud,Philadelphia Wings,,3,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Eric Shewell,Philadelphia Wings,,8,0,1,1,2,0,0,0,12,0,2,0,0,0/0,-
Ian Llord,Philadelphia Wings,,12,0,1,1,18,0,0,0,20,3,7,0,0,0/0,-
Isaiah Davis-Allen,Philadelphia Wings,,11,0,5,5,4,0,0,0,33,1,3,0,0,1/3,33%
Josh Currier,Philadelphia Wings,,14,17,18,35,14,0,0,0,40,22,0,0,0,0/0,-
Kevin Buchanan,Philadelphia Wings,,6,3,6,9,2,0,0,0,13,6,2,0,0,0/0,-
Kevin Crowley,Philadelphia Wings,,14,20,51,71,10,0,0,0,56,49,5,0,0,0/0,-
Kiel Matisz,Philadelphia Wings,,14,15,25,40,11,0,0,0,102,33,1,0,0,0/0,-
Liam Byrnes,Philadelphia Wings,,13,2,3,5,4,0,0,0,74,12,14,0,0,0/0,-
Liam Patten,Philadelphia Wings,,13,1,2,3,24,0,0,0,58,7,6,0,0,0/0,-
Matt Rambo,Philadelphia Wings,,14,22,34,56,0,0,0,0,42,33,0,0,0,0/0,-
Nate Wade,Philadelphia Wings,,4,0,0,0,0,0,0,0,1,0,1,0,0,0/0,-
Nick Finlay,Philadelphia Wings,,5,1,1,2,0,0,0,0,4,2,5,0,0,0/0,-
Ryan Wagner,Philadelphia Wings,,14,2,6,8,21,0,0,0,69,5,9,0,0,0/0,-
Steph Charbonneau,Philadelphia Wings,,14,4,5,9,15,0,0,0,80,7,10,0,0,0/0,-
Trevor Baptiste,Philadelphia Wings,,14,6,4,10,10,0,0,0,156,11,5,0,0,249/340,73%
Zach Higgins,Philadelphia Wings,G,14,0,4,4,0,0,0,0,5,3,0,0,0,0/0,-
