Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexei Smirnov,ANA,RW,6,1,1,2,-2,0,6:58,0,0,4,25.0,,,,,,0,0,0.0
Andy McDonald,ANA,C,75,13,21,34,-6,28,13:36,4,4,137,9.5,,,,,,0,0,0.0
Cam Severson,ANA,D,39,1,2,3,0,184,3:35,0,0,24,4.2,,,,,,0,0,0.0
Casey Hankinson,ANA,LW,11,0,0,0,-3,0,7:04,0,0,6,0.0,,,,,,0,0,0.0
Chris Armstrong,ANA,D,8,0,1,1,0,2,7:17,0,0,8,0.0,,,,,,0,0,0.0
Chris Kunitz,ANA,LW,46,4,3,7,-6,105,14:17,0,0,42,9.5,,,,,,0,0,0.0
Craig Johnson LW *,ANA,,46,0,4,4,-1,94,8:40,0,0,26,0.0,,,,,,0,0,0.0
Dan Bylsma,ANA,RW,1,0,0,0,0,0,13:48,0,0,1,0.0,,,,,,0,0,0.0
Garrett Burnett,ANA,LW,39,1,2,3,-4,14,10:43,0,0,45,2.2,,,,,,0,0,0.0
Jason Krog,ANA,C,56,2,16,18,-16,26,12:19,2,10,70,2.9,,,,,,0,0,0.0
Joffrey Lupul,ANA,RW,82,20,23,43,-14,12,19:46,9,8,148,13.5,,,,,,0,0,0.0
Keith Carney,ANA,D,21,2,7,9,3,2,21:13,1,4,30,6.7,,,,,,0,0,0.0
Kurt Sauer D *,ANA,,21,0,6,6,1,12,9:07,0,0,31,0.0,,,,,,0,0,0.0
Lance Ward,ANA,D,10,1,3,4,-1,4,15:37,0,1,19,5.3,,,,,,0,0,0.0
Mark Popovic,ANA,LW,4,0,1,1,-1,0,12:32,0,0,8,0.0,,,,,,0,0,0.0
Martin Skoula D *,ANA,,82,4,11,15,-1,110,23:41,0,0,145,2.8,,,,,,0,0,0.0
Michael Holmqvist,ANA,C,22,2,0,2,-3,4,11:21,0,0,48,4.2,,,,,,0,0,0.0
Mike Leclerc,ANA,LW,55,1,4,5,-8,32,16:53,0,0,32,3.1,,,,,,0,0,0.0
Niclas Havelid,ANA,D,55,12,16,28,-6,34,19:28,6,3,111,10.8,,,,,,0,0,0.0
Petr Schastlivy LW *,ANA,,31,3,0,3,-3,50,7:21,1,0,24,12.5,,,,,,0,0,0.0
Petr Sykora,ANA,RW,82,19,35,54,-9,54,18:37,7,17,185,10.3,,,,,,0,0,0.0
Rob Niedermayer,ANA,C,79,9,21,30,-13,24,16:33,2,7,162,5.6,,,,,,0,0,0.0
Ruslan Salei,ANA,D,36,5,11,16,-7,24,19:56,1,5,58,8.6,,,,,,0,0,0.0
Samuel Pahlsson,ANA,C,79,6,20,26,-28,28,22:38,5,16,122,4.9,,,,,,0,0,0.0
Sandis Ozolinsh,ANA,D,73,6,10,16,0,51,17:09,0,0,86,7.0,,,,,,0,0,0.0
Stanislav Chistov,ANA,LW,82,8,14,22,-2,52,16:51,1,0,134,6.0,,,,,,0,0,0.0
Steve Rucchin,ANA,LW,81,23,29,52,-9,34,17:57,6,13,277,8.3,,,,,,0,0,0.0
Todd Simpson D *,ANA,,69,2,5,7,-5,42,21:42,1,1,58,3.4,,,,,,0,0,0.0
Tony Martensson,ANA,C,21,2,0,2,-6,25,8:23,0,0,18,11.1,,,,,,0,0,0.0
Vinny Prospal,ANA,LW,80,31,34,65,-5,42,21:04,9,17,268,11.6,,,,,,0,0,0.0
Vitaly Vishnevski,ANA,D,80,6,12,18,-4,16,11:58,1,2,111,5.4,,,,,,0,0,0.0
