Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Andy Hilbert,BOS,C,18,0,3,3,0,8,8:41,0,0,17,0.0,,,,,,0,0,0.0
Brian Rolston,BOS,RW,81,32,28,60,17,56,20:56,11,3,260,12.3,,,,,,0,0,0.0
Carl Corazzini,BOS,C,18,2,0,2,1,9,8:56,0,0,27,7.4,,,,,,0,0,0.0
Colton Orr,BOS,RW,3,0,0,0,-1,0,6:32,0,0,0,0.0,,,,,,0,0,0.0
Craig MacDonald C *,BOS,,37,3,1,4,0,28,6:21,0,0,27,11.1,,,,,,0,0,0.0
Dan McGillis,BOS,D,81,6,24,30,17,98,22:32,1,9,178,3.4,,,,,,0,0,0.0
Doug Doull,BOS,C,12,2,0,2,2,0,10:41,0,0,16,12.5,,,,,,0,0,0.0
Glen Murray,BOS,RW,77,23,50,73,18,98,21:38,4,12,187,12.3,,,,,,0,0,0.0
Hal Gill,BOS,D,57,4,5,9,3,16,9:43,0,0,49,8.2,,,,,,0,0,0.0
Ian Moran,BOS,D,33,3,2,5,1,33,6:14,0,0,24,12.5,,,,,,0,0,0.0
Ivan Huml,BOS,LW,10,0,1,1,1,2,9:48,0,0,8,0.0,,,,,,0,0,0.0
Jeff Jillson D *,BOS,,64,11,5,16,-6,67,15:16,2,0,104,10.6,,,,,,0,0,0.0
Jiri Slegr D *,BOS,,68,6,14,20,2,42,16:18,0,0,107,5.6,,,,,,0,0,0.0
Kris Vernarsky,BOS,C,6,0,0,0,-1,0,5:38,0,0,7,0.0,,,,,,0,0,0.0
Martin Lapointe,BOS,RW,80,5,23,28,-1,65,19:42,1,8,117,4.3,,,,,,0,0,0.0
Martin Samuelsson,BOS,RW,1,0,0,0,0,0,6:04,0,0,1,0.0,,,,,,0,0,0.0
Michael Nylander C *,BOS,,50,4,10,14,-1,35,17:52,1,3,80,5.0,,,,,,0,0,0.0
Michal Grosek,BOS,RW,30,1,7,8,10,10,18:10,0,0,13,7.7,,,,,,0,0,0.0
Mike Knuble,BOS,RW,82,19,29,48,9,40,19:37,3,12,257,7.4,,,,,,0,0,0.0
Nick Boynton,BOS,D,71,16,23,39,5,22,16:20,7,8,133,12.0,,,,,,0,0,0.0
P.J. Axelsson,BOS,LW,78,15,10,25,-5,67,14:26,9,3,136,11.0,,,,,,0,0,0.0
P.J. Stock,BOS,C,2,0,0,0,-1,0,11:32,0,0,0,0.0,,,,,,0,0,0.0
Pat Leahy,BOS,RW,1,0,0,0,-1,0,2:13,0,0,0,0.0,,,,,,0,0,0.0
Patrice Bergeron,BOS,C,58,17,23,40,12,4,17:27,3,13,132,12.9,,,,,,0,0,0.0
Rob Zamuner,BOS,LW,15,4,5,9,6,12,25:31,2,1,34,11.8,,,,,,0,0,0.0
Sandy McCarthy RW *,BOS,,35,1,4,5,3,28,18:45,0,0,54,1.9,,,,,,0,0,0.0
Sean O'Donnell,BOS,D,15,1,11,12,3,14,15:42,0,4,29,3.4,,,,,,0,0,0.0
Sergei Gonchar D *,BOS,,63,6,5,11,2,18,9:16,0,0,35,17.1,,,,,,0,0,0.0
Sergei Samsonov,BOS,LW,82,21,25,46,19,32,18:47,4,7,192,10.9,,,,,,0,0,0.0
Sergei Zinovjev,BOS,RW,35,0,1,1,2,132,2:49,0,0,4,0.0,,,,,,0,0,0.0
Shaone Morrisonn D *,BOS,,82,2,7,9,16,99,18:24,0,0,104,1.9,,,,,,0,0,0.0
Ted Donato,BOS,C,82,1,10,11,10,110,20:35,0,0,72,1.4,,,,,,0,0,0.0
Travis Green,BOS,C,36,4,15,19,5,27,20:02,0,6,83,4.8,,,,,,0,0,0.0
Zdenek Kutlak,BOS,D,7,0,0,0,-3,6,9:13,0,0,11,0.0,,,,,,0,0,0.0
