Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexander Semin,WSH,RW,54,12,15,27,-16,38,19:31,6,7,,,,115,10.4,,,,2004-2005
Andrej Podkonicky,WSH,C,2,0,0,0,0,0,7:56,0,0,,,,0,0.0,,,,2004-2005
Anson Carter RW *,WSH,NAN,66,4,6,10,-23,38,13:37,0,1,,,,69,5.8,,,,2004-2005
Bates Battaglia LW *,WSH,NAN,44,6,5,11,-2,14,12:47,0,0,,,,38,15.8,,,,2004-2005
Boyd Gordon,WSH,C,15,0,6,6,-6,8,16:53,0,0,,,,20,0.0,,,,2004-2005
Brad Norton D *,WSH,NAN,9,0,1,1,-3,2,10:40,0,0,,,,7,0.0,,,,2004-2005
Brendan Witt,WSH,D,37,2,12,14,-10,30,23:02,2,9,,,,44,4.5,,,,2004-2005
Brian Sutherby,WSH,C,7,1,1,2,1,0,9:38,0,0,,,,8,12.5,,,,2004-2005
Brian Willsie,WSH,RW,68,8,12,20,-19,32,17:25,1,2,,,,115,7.0,,,,2004-2005
Brooks Laich C *,WSH,NAN,4,0,1,1,-1,0,8:16,0,0,,,,6,0.0,,,,2004-2005
Chris Hajt,WSH,D,3,0,0,0,-1,0,13:54,0,0,,,,1,0.0,,,,2004-2005
Colin Forbes,WSH,LW,3,0,0,0,-1,14,7:15,0,0,,,,2,0.0,,,,2004-2005
Craig Johnson LW *,WSH,NAN,65,0,6,6,-5,108,12:10,0,0,,,,43,0.0,,,,2004-2005
Dainius Zubrus,WSH,C,66,9,22,31,-10,8,14:03,6,8,,,,74,12.2,,,,2004-2005
Darcy Verot,WSH,C,3,0,2,2,1,8,14:57,0,0,,,,1,0.0,,,,2004-2005
Dwayne Zinger,WSH,D,16,0,1,1,-4,17,12:50,0,0,,,,6,0.0,,,,2004-2005
Garret Stroshein,WSH,RW,2,0,0,0,0,2,12:59,0,0,,,,1,0.0,,,,2004-2005
Graham Mink,WSH,C,2,0,0,0,0,0,8:52,0,0,,,,2,0.0,,,,2004-2005
Ivan Ciernik,WSH,RW,35,0,3,3,-5,18,14:07,0,0,,,,19,0.0,,,,2004-2005
Jakub Cutta,WSH,D,2,0,0,0,-1,0,3:34,0,0,,,,1,0.0,,,,2004-2005
Jaromir Jagr RW *,WSH,NAN,79,19,27,46,-21,56,19:03,7,11,,,,114,16.7,,,,2004-2005
Jason Doig,WSH,D,80,6,6,12,-28,89,21:15,2,1,,,,90,6.7,,,,2004-2005
Jean-Francois Fortin,WSH,D,1,0,0,0,0,0,5:00,0,0,,,,0,0.0,,,,2004-2005
Jean-Luc Grand-Pierre RW *,WSH,NAN,11,1,0,1,-1,6,13:18,0,0,,,,7,14.3,,,,2004-2005
Jeff Halpern,WSH,C,56,7,42,49,-20,44,27:57,4,27,,,,127,5.5,,,,2004-2005
Joel Kwiatkowski,WSH,D,71,7,5,12,-9,37,11:24,1,0,,,,92,7.6,,,,2004-2005
John Gruden,WSH,D,6,0,1,1,-5,0,14:38,0,0,,,,7,0.0,,,,2004-2005
Josef Boumedienne,WSH,D,49,10,5,15,-7,18,12:42,1,1,,,,85,11.8,,,,2004-2005
Kip Miller,WSH,LW,54,21,14,35,-17,22,18:43,12,9,,,,136,15.4,,,,2004-2005
Matt Pettinger,WSH,LW,72,2,10,12,-22,123,22:47,0,0,,,,91,2.2,,,,2004-2005
Mel Angelstad,WSH,LW,13,1,0,1,-2,14,11:34,0,0,,,,19,5.3,,,,2004-2005
Michael Nylander C *,WSH,NAN,30,2,0,2,-5,28,10:15,0,0,,,,24,8.3,,,,2004-2005
Mike Grier RW *,WSH,NAN,52,10,12,22,-2,36,12:37,4,8,,,,92,10.9,,,,2004-2005
Nolan Yonkman,WSH,D,3,0,0,0,0,0,18:52,0,0,,,,1,0.0,,,,2004-2005
Owen Fussey,WSH,RW,7,0,1,1,2,9,5:23,0,0,,,,0,0.0,,,,2004-2005
Peter Bondra RW *,WSH,NAN,46,16,29,45,-4,26,21:05,6,12,,,,159,10.1,,,,2004-2005
Rick Berry,WSH,D,19,5,5,10,2,6,19:33,2,2,,,,33,15.2,,,,2004-2005
Roman Tvrdon,WSH,RW,37,0,2,2,-6,135,8:48,0,0,,,,11,0.0,,,,2004-2005
Sergei Gonchar D *,WSH,NAN,63,29,45,74,2,24,21:45,10,25,,,,149,19.5,,,,2004-2005
Shaone Morrisonn D *,WSH,NAN,2,0,0,0,-1,2,5:32,0,0,,,,0,0.0,,,,2004-2005
Stephen Peat,WSH,RW,41,1,5,6,-9,8,13:10,0,0,,,,42,2.4,,,,2004-2005
Steve Eminger,WSH,D,64,5,0,5,-10,90,6:37,0,0,,,,21,23.8,,,,2004-2005
Steve Konowalchuk LW *,WSH,NAN,4,0,1,1,-1,0,10:50,0,0,,,,2,0.0,,,,2004-2005
Todd Rohloff D *,WSH,NAN,41,0,4,4,-11,45,17:32,0,0,,,,12,0.0,,,,2004-2005
Trent Whitfield,WSH,C,65,2,9,11,-12,105,19:08,0,0,,,,59,3.4,,,,2004-2005
