Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Artem Chubarov,VAN,C,78,3,16,19,35,45,18:05,0,3,61,4.9,,,,,,0,0,0.0
Brad May,VAN,LW,71,6,8,14,-13,133,11:28,1,1,70,8.6,,,,,,0,0,0.0
Brandon Reid,VAN,C,8,0,1,1,0,4,10:59,0,0,10,0.0,,,,,,0,0,0.0
Brendan Morrison,VAN,C,69,17,43,60,21,122,21:00,8,8,156,10.9,,,,,,0,0,0.0
Brent Sopel,VAN,D,76,11,31,42,23,32,14:02,2,11,99,11.1,,,,,,0,0,0.0
Bryan Allen,VAN,D,16,2,5,7,6,8,12:15,1,0,15,13.3,,,,,,0,0,0.0
Daniel Sedin,VAN,LW,82,22,38,60,16,50,20:07,5,9,161,13.7,,,,,,0,0,0.0
Ed Jovanovski,VAN,D,53,11,12,23,5,73,14:06,1,1,79,13.9,,,,,,0,0,0.0
Fedor Fedorov,VAN,LW,7,1,0,1,3,9,6:49,0,0,6,16.7,,,,,,0,0,0.0
Geoff Sanderson LW *,VAN,,74,2,5,7,-10,94,16:51,0,0,70,2.9,,,,,,0,0,0.0
Henrik Sedin,VAN,C,82,18,36,54,18,18,13:32,1,15,153,11.8,,,,,,0,0,0.0
Jarkko Ruutu,VAN,LW,41,8,7,15,7,12,14:29,2,0,54,14.8,,,,,,0,0,0.0
Jason King,VAN,LW,56,7,16,23,2,64,23:11,2,4,143,4.9,,,,,,0,0,0.0
Jiri Slegr D *,VAN,,70,5,6,11,-2,137,8:55,0,1,75,6.7,,,,,,0,0,0.0
Magnus Arvedson,VAN,LW,64,8,9,17,7,20,11:11,0,0,41,19.5,,,,,,0,0,0.0
Marc Bergevin D *,VAN,,20,2,0,2,3,95,3:50,0,0,6,33.3,,,,,,0,0,0.0
Marek Malik,VAN,D,47,12,9,21,0,8,12:42,6,1,107,11.2,,,,,,0,0,0.0
Martin Grenier,VAN,D,3,1,0,1,0,0,7:58,0,0,1,100.0,,,,,,0,0,0.0
Martin Rucinsky LW *,VAN,,28,2,3,5,-2,16,10:42,0,0,23,8.7,,,,,,0,0,0.0
Matt Cooke,VAN,LW,74,7,19,26,8,22,22:14,5,10,143,4.9,,,,,,0,0,0.0
Mattias Ohlund,VAN,D,82,14,22,36,-6,26,16:17,4,5,97,14.4,,,,,,0,0,0.0
Mike Keane,VAN,RW,65,12,7,19,1,14,14:04,1,0,93,12.9,,,,,,0,0,0.0
Nathan Smith,VAN,C,3,0,1,1,1,0,9:21,0,0,2,0.0,,,,,,0,0,0.0
Nolan Baumgartner D *,VAN,,18,1,2,3,-4,23,9:18,0,0,12,8.3,,,,,,0,0,0.0
Pat Kavanagh,VAN,RW,3,0,1,1,-1,4,10:17,0,0,6,0.0,,,,,,0,0,0.0
Ryan Kesler,VAN,C,13,3,4,7,-1,4,14:46,1,1,36,8.3,,,,,,0,0,0.0
Sami Salo,VAN,D,82,14,20,34,14,73,25:47,5,4,129,10.9,,,,,,0,0,0.0
Sean Pronger,VAN,C,9,0,2,2,2,2,10:18,0,0,7,0.0,,,,,,0,0,0.0
Todd Bertuzzi,VAN,RW,78,35,49,84,24,58,19:22,5,21,296,11.8,,,,,,0,0,0.0
Trevor Linden,VAN,C,80,10,32,42,11,36,21:55,6,12,173,5.8,,,,,,0,0,0.0
Tyler Bouck,VAN,C,13,1,2,3,2,10,19:02,0,0,45,2.2,,,,,,0,0,0.0
Wade Brookbank D *,VAN,,9,0,3,3,3,2,11:51,0,1,9,0.0,,,,,,0,0,0.0
