Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexei Morozov,PIT,RW,80,16,36,52,-37,38,24:02,12,26,,,,158,10.1,,,,2004-2005
Brian Holzinger C *,PIT,NAN,47,5,16,21,-16,50,21:12,3,12,,,,62,8.1,,,,2004-2005
Brooks Orpik,PIT,D,25,3,7,10,-6,20,14:46,0,0,,,,28,10.7,,,,2004-2005
Dan Focht,PIT,D,19,5,1,6,0,31,11:21,2,0,,,,35,14.3,,,,2004-2005
Drake Berehowsky D *,PIT,NAN,60,9,13,22,-14,67,14:25,2,3,,,,101,8.9,,,,2004-2005
Eric Meloche,PIT,RW,22,4,8,12,-16,16,21:32,1,4,,,,34,11.8,,,,2004-2005
Jon Sim LW *,PIT,NAN,52,2,3,5,-23,105,16:35,0,0,,,,56,3.6,,,,2004-2005
Josef Melichar,PIT,D,10,1,8,9,-2,6,22:24,0,4,,,,21,4.8,,,,2004-2005
Kelly Buchberger,PIT,C,16,3,2,5,-5,27,12:55,2,2,,,,35,8.6,,,,2004-2005
Konstantin Koltsov,PIT,RW,73,16,18,34,-46,54,17:58,6,6,,,,163,9.8,,,,2004-2005
Kris Beech,PIT,C,18,1,1,2,-6,14,11:48,0,0,,,,20,5.0,,,,2004-2005
Landon Wilson F *,PIT,NAN,16,3,4,7,-16,8,19:52,3,2,,,,41,7.3,,,,2004-2005
Lasse Pirjeta C *,PIT,NAN,44,3,11,14,-11,38,19:30,0,4,,,,47,6.4,,,,2004-2005
Marc Bergevin D *,PIT,NAN,79,1,9,10,-36,127,18:25,0,1,,,,56,1.8,,,,2004-2005
Mario Lemieux,PIT,C,52,1,8,9,-8,27,17:00,0,0,,,,23,4.3,,,,2004-2005
Martin Straka F *,PIT,NAN,13,6,6,12,3,0,14:22,1,4,,,,33,18.2,,,,2004-2005
Martin Strbak D *,PIT,NAN,82,7,9,16,-27,65,12:47,0,1,,,,85,8.2,,,,2004-2005
Matt Bradley,PIT,RW,82,4,15,19,-18,40,14:08,0,0,,,,55,7.3,,,,2004-2005
Matt Hussey,PIT,C,71,1,3,4,-19,109,10:21,0,0,,,,34,2.9,,,,2004-2005
Matt Murley,PIT,LW,49,1,2,3,-10,85,6:19,0,0,,,,30,3.3,,,,2004-2005
Mike Eastwood,PIT,C,61,6,15,21,-27,38,16:50,1,4,,,,82,7.3,,,,2004-2005
Milan Kraft,PIT,C,81,22,21,43,-23,64,18:53,5,8,,,,139,15.8,,,,2004-2005
Nolan Baumgartner D *,PIT,NAN,2,0,0,0,0,17,4:46,0,0,,,,2,0.0,,,,2004-2005
Patrick Boileau,PIT,D,82,3,5,8,-17,62,19:00,0,0,,,,78,3.8,,,,2004-2005
Ramzi Abid,PIT,LW,15,2,3,5,-4,6,13:38,0,1,,,,27,7.4,,,,2004-2005
Reid Simpson,PIT,LW,5,0,0,0,-3,2,5:20,0,0,,,,3,0.0,,,,2004-2005
Ric Jackman D *,PIT,NAN,82,9,20,29,-30,30,15:21,2,3,,,,123,7.3,,,,2004-2005
Rico Fata,PIT,C,66,19,21,40,-22,18,15:16,6,11,,,,134,14.2,,,,2004-2005
Rob Scuderi,PIT,D,3,2,1,3,-1,0,13:34,2,0,,,,8,25.0,,,,2004-2005
Ryan Malone,PIT,LW,75,16,34,50,-24,24,16:34,8,17,,,,132,12.1,,,,2004-2005
Steve McKenna,PIT,LW,13,1,2,3,2,4,20:06,0,0,,,,4,25.0,,,,2004-2005
Steve Webb RW *,PIT,NAN,4,0,1,1,0,6,12:32,0,1,,,,6,0.0,,,,2004-2005
Tom Kostopoulos,PIT,RW,47,11,12,23,-8,16,12:28,3,3,,,,112,9.8,,,,2004-2005
Tomas Surovy,PIT,LW,25,7,17,24,-5,14,24:14,6,9,,,,56,12.5,,,,2004-2005
