Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3
Markieff Morris,PF,35,10.1,3.8,1.3,3.3,40.9,0.8,2.0,39.4,0.3,0.3,100.0,2.0,0.9,0.3,0.1,0.5,1,0
Marko Simonovic,C,7,2.9,0.9,0.3,1.0,28.6,0.1,0.6,25.0,0.1,0.3,50.0,0.3,0.0,0.0,0.0,0.0,0,0
Marvin Bagley III,F,42,23.6,12.0,4.8,9.1,52.9,0.5,1.6,28.8,1.9,2.6,75.0,6.4,0.9,0.5,0.7,1.1,8,0
Mason Plumlee,C,79,26.0,10.8,4.2,6.1,68.0,0.0,0.0,0.0,2.5,4.0,63.6,8.9,3.1,0.6,0.6,1.5,23,0
Matisse Thybulle,G,71,16.9,4.1,1.5,3.6,43.5,0.8,2.1,36.5,0.3,0.4,67.9,2.0,0.7,1.2,0.5,0.3,0,0
Matt Ryan,F,34,9.1,3.6,1.2,3.2,37.0,0.9,2.5,38.1,0.3,0.4,83.3,0.8,0.5,0.1,0.0,0.2,0,0
Matthew Dellavedova,G,32,6.7,1.5,0.5,1.6,34.0,0.3,0.8,33.3,0.1,0.2,57.1,0.4,1.3,0.2,0.0,0.3,0,0
Max Christie,G,41,12.5,3.1,1.1,2.6,41.5,0.6,1.5,41.9,0.3,0.4,87.5,1.8,0.5,0.2,0.2,0.3,0,0
Max Strus,G,80,28.4,11.5,4.1,9.9,41.0,2.5,7.0,35.0,1.0,1.1,87.6,3.2,2.1,0.5,0.2,0.9,2,0
Maxi Kleber,F,37,25.1,5.9,2.1,4.6,45.6,1.1,3.0,34.8,0.7,1.0,71.1,3.6,1.4,0.3,0.8,0.7,0,0
McKinley Wright IV,PG,27,12.4,4.2,1.7,3.6,46.9,0.3,1.0,32.1,0.5,0.7,68.4,1.7,2.1,0.3,0.2,0.7,0,0
Meyers Leonard,C,9,12.7,4.8,1.6,3.2,48.3,0.8,2.0,38.9,0.9,1.0,88.9,3.8,0.1,0.2,0.0,0.7,1,0
Mfiondu Kabengele,C,4,9.0,1.5,0.5,1.8,28.6,0.0,0.8,0.0,0.5,0.5,100.0,2.5,0.0,0.5,0.0,0.3,0,0
Micah Potter,C,7,7.4,3.4,1.4,2.1,66.7,0.6,1.0,57.1,0.0,0.0,0.0,2.3,0.6,0.1,0.0,0.3,1,0
Michael Carter-Williams,G,4,11.0,4.3,1.5,3.5,42.9,0.3,0.8,33.3,1.0,1.8,57.1,1.3,1.8,0.3,0.3,1.0,0,0
Michael Porter Jr.,F,62,29.0,17.4,6.4,13.2,48.7,3.0,7.3,41.4,1.5,1.9,80.0,5.5,1.0,0.6,0.5,1.1,3,0
Mikal Bridges,G,83,35.7,20.1,7.1,15.3,46.8,2.0,5.3,38.2,3.8,4.3,89.5,4.4,3.3,1.1,0.7,1.5,2,0
Mike Conley,G,67,30.3,11.9,3.9,9.1,42.8,2.0,5.2,38.5,2.1,2.5,83.4,2.7,6.7,1.1,0.2,1.5,6,0
Mike Muscala,C,63,15.0,6.1,2.1,4.6,44.9,1.3,3.3,39.1,0.6,0.8,76.9,3.2,0.8,0.2,0.4,0.4,0,0
Miles McBride,G,64,11.9,3.5,1.2,3.4,35.8,0.6,2.1,29.9,0.4,0.7,66.7,0.8,1.1,0.6,0.1,0.4,0,0
Mitchell Robinson,C,59,26.9,7.4,3.2,4.7,67.1,0.0,0.0,0.0,1.0,2.1,48.4,9.4,0.9,0.9,1.8,0.7,13,0
Mo Bamba,C,49,15.7,6.6,2.4,4.9,48.5,1.0,2.5,38.7,0.8,1.3,66.1,4.6,0.9,0.3,0.9,0.6,2,0
Monte Morris,PG,62,27.4,10.3,4.0,8.3,48.0,1.3,3.3,38.2,1.0,1.2,83.1,3.4,5.3,0.7,0.2,1.0,2,0
Montrezl Harrell,C,57,11.9,5.6,2.2,3.7,59.8,0.0,0.1,0.0,1.2,1.8,69.3,2.8,0.6,0.3,0.4,0.6,1,0
Moritz Wagner,F,57,19.5,10.5,3.5,6.9,50.0,0.9,2.9,31.3,2.7,3.2,84.1,4.5,1.5,0.6,0.2,1.2,3,0
Moses Brown,C,36,8.2,4.3,1.7,2.7,63.5,0.0,0.0,0.0,0.9,2.0,45.8,3.9,0.1,0.1,0.4,0.4,3,0
Moses Moody,G,63,13.0,4.8,1.7,3.6,47.6,0.8,2.1,36.3,0.6,0.8,69.8,1.7,0.8,0.3,0.1,0.5,0,0
Moussa Diabate,F,22,8.9,2.7,1.1,2.1,51.1,0.0,0.1,50.0,0.5,0.7,62.5,2.3,0.2,0.3,0.4,0.4,0,0
Myles Turner,C,62,29.4,18.0,6.5,11.8,54.8,1.5,4.0,37.3,3.5,4.5,78.3,7.5,1.4,0.6,2.3,1.7,18,0
Naji Marshall,F,77,23.3,9.1,3.2,7.4,43.3,0.9,2.8,30.3,1.8,2.3,78.9,3.6,2.5,0.7,0.2,1.3,0,0
Nassir Little,SF,54,18.1,6.6,2.5,5.6,44.2,1.1,2.9,36.7,0.6,0.9,71.7,2.6,0.9,0.4,0.4,0.7,0,0
Nate Williams,G,5,25.4,10.6,4.8,7.8,61.5,0.6,1.6,37.5,0.4,0.6,66.7,3.0,2.0,0.6,0.4,0.8,0,0
Nathan Knight,F,38,7.7,3.7,1.2,2.1,56.8,0.2,0.6,36.4,1.0,1.5,68.4,1.5,0.3,0.3,0.2,0.6,0,0
Naz Reid,C,68,18.4,11.5,4.6,8.5,53.7,1.1,3.2,34.6,1.3,1.9,67.7,4.9,1.1,0.6,0.8,1.4,4,0
Neemias Queta,C,5,5.8,2.4,1.2,1.8,66.7,0.0,0.0,0.0,0.0,0.4,0.0,2.2,0.2,0.0,0.4,0.2,0,0
Nerlens Noel,C,17,11.5,2.1,0.8,2.1,36.1,0.1,0.1,50.0,0.5,0.7,66.7,2.7,0.6,0.9,0.6,0.8,0,0
Nic Claxton,C,76,29.9,12.6,5.4,7.7,70.5,0.0,0.0,0.0,1.8,3.2,54.1,9.2,1.9,0.9,2.5,1.3,28,0
Nick Richards,C,65,18.7,8.2,3.0,4.8,62.9,0.0,0.0,100.0,2.1,2.8,74.9,6.4,0.6,0.2,1.1,0.9,14,0
Nickeil Alexander-Walker,G,59,15.0,6.2,2.2,5.0,44.4,1.0,2.7,38.4,0.7,1.0,66.7,1.7,1.8,0.5,0.4,0.9,0,0
Nicolas Batum,F,78,21.9,6.1,2.1,4.9,42.0,1.6,4.1,39.1,0.4,0.6,70.8,3.8,1.6,0.7,0.6,0.6,0,0
Nikola Jokic,C,69,33.7,24.5,9.4,14.8,63.2,0.8,2.2,38.3,4.9,6.0,82.2,11.8,9.8,1.3,0.7,3.6,58,29
Nikola Jovic,F,15,13.6,5.5,1.9,4.6,40.6,0.5,2.3,22.9,1.2,1.3,94.7,2.1,0.7,0.5,0.1,0.7,0,0
Nikola Vucevic,C,82,33.5,17.6,7.3,14.0,52.0,1.5,4.2,34.9,1.6,1.9,83.5,11.0,3.2,0.7,0.7,1.7,51,1
Noah Vonleh,PF,23,7.5,1.1,0.5,1.0,45.8,0.0,0.2,25.0,0.1,0.1,100.0,2.1,0.3,0.1,0.3,0.5,0,0
Norman Powell,G,60,26.1,17.0,5.7,11.8,47.9,1.9,4.8,39.7,3.8,4.6,81.2,2.9,1.8,0.8,0.3,1.7,0,0
Obi Toppin,F,67,15.7,7.4,2.8,6.3,44.6,1.3,3.7,34.4,0.6,0.7,80.9,2.8,1.0,0.3,0.2,0.6,0,0
Ochai Agbaji,G,59,20.5,7.9,2.8,6.5,42.7,1.4,3.9,35.5,0.9,1.2,81.2,2.1,1.1,0.3,0.3,0.7,0,0
OG Anunoby,F,67,35.6,16.8,6.3,13.2,47.6,2.1,5.5,38.7,2.1,2.5,83.8,5.0,2.0,1.9,0.7,2.0,2,0
Olivier Sarr,F,9,12.7,4.0,1.7,3.3,50.0,0.1,0.9,12.5,0.6,0.8,71.4,3.4,0.4,0.1,0.6,0.4,1,0
Omer Yurtseven,C,9,9.2,4.4,1.8,3.0,59.3,0.3,0.8,42.9,0.6,0.7,83.3,2.6,0.2,0.2,0.2,0.4,0,0
Onyeka Okongwu,F,80,23.1,9.9,4.0,6.2,63.8,0.1,0.2,30.8,1.9,2.5,78.1,7.2,1.0,0.7,1.3,1.0,12,0
Orlando Robinson,C,31,13.7,3.7,1.5,2.9,52.8,0.0,0.2,0.0,0.7,1.0,71.0,4.1,0.8,0.4,0.4,0.5,0,0
Oshae Brissett,SF,65,16.7,6.1,1.9,4.9,38.6,0.7,2.4,31.0,1.6,2.2,71.7,3.4,0.7,0.5,0.2,0.5,1,0
Otto Porter Jr.,SF,8,18.3,5.5,1.9,3.8,50.0,0.8,2.1,35.3,1.0,1.0,100.0,2.4,1.0,1.4,0.0,0.5,0,0
Ousmane Dieng,F,39,14.6,4.9,1.9,4.6,42.0,0.7,2.5,26.5,0.4,0.6,65.2,2.7,1.2,0.4,0.2,0.7,0,0
P.J. Tucker,PF,75,25.6,3.5,1.3,3.0,42.7,0.7,1.9,39.3,0.3,0.3,82.6,3.9,0.8,0.5,0.2,0.6,0,0
P.J. Washington,F,73,32.6,15.7,5.9,13.4,44.4,2.0,5.9,34.8,1.7,2.4,73.0,4.9,2.4,0.9,1.1,1.5,3,0
Paolo Banchero,F,72,33.8,20.0,6.7,15.6,42.7,1.2,4.0,29.8,5.5,7.4,73.8,6.9,3.7,0.8,0.5,2.8,14,0
Pascal Siakam,F,71,37.4,24.2,8.9,18.5,48.0,1.3,4.0,32.4,5.2,6.7,77.4,7.8,5.8,0.9,0.5,2.4,24,2
Pat Connaughton,G,61,23.7,7.6,2.7,6.9,39.2,1.8,5.3,33.9,0.4,0.7,65.9,4.6,1.3,0.6,0.2,0.5,2,0
Patrick Baldwin Jr.,G,31,7.3,3.9,1.4,3.5,39.5,1.0,2.7,38.1,0.1,0.2,66.7,1.3,0.4,0.2,0.1,0.4,0,0
Patrick Beverley,PG,67,27.1,6.2,2.1,5.4,40.0,1.2,3.6,33.5,0.7,1.0,72.3,3.7,2.9,0.9,0.6,0.9,2,0
Patrick Williams,F,82,28.3,10.2,3.8,8.3,46.4,1.4,3.4,41.5,1.1,1.3,85.7,4.0,1.2,0.9,0.9,1.2,1,0
Patty Mills,PG,40,14.2,6.2,2.2,5.2,41.1,1.2,3.4,36.6,0.6,0.8,83.3,1.1,1.4,0.4,0.1,0.8,0,0
Paul George,F,56,34.6,23.8,8.2,17.9,45.7,2.8,7.6,37.1,4.6,5.3,87.1,6.1,5.1,1.5,0.4,3.1,8,1
Paul Reed,F,69,10.9,4.2,1.8,3.0,59.3,0.0,0.1,16.7,0.6,0.7,74.5,3.8,0.4,0.7,0.7,0.7,5,0
Payton Pritchard,G,48,13.4,5.6,2.1,5.1,41.2,1.2,3.2,36.4,0.3,0.3,75.0,1.8,1.3,0.3,0.0,0.8,1,1
Peyton Watson,G,23,8.1,3.3,1.3,2.6,49.2,0.3,0.6,42.9,0.5,0.9,55.0,1.6,0.5,0.1,0.5,0.3,0,0
PJ Dozier,G,16,4.9,1.4,0.6,2.1,30.3,0.1,1.0,12.5,0.0,0.0,0.0,0.9,0.6,0.4,0.1,0.3,0,0
Precious Achiuwa,PF,55,20.7,9.2,3.6,7.3,48.5,0.5,2.0,26.9,1.6,2.3,70.2,6.0,0.9,0.6,0.5,1.1,10,0
Quentin Grimes,G,71,29.9,11.3,4.0,8.5,46.8,2.2,5.7,38.6,1.1,1.4,79.6,3.2,2.1,0.7,0.4,1.0,0,0
Quenton Jackson,G,9,15.0,6.2,2.1,4.7,45.2,0.1,1.3,8.3,1.9,2.4,77.3,0.9,1.7,0.4,0.1,0.4,0,0
R.J. Hampton,G,47,16.0,6.4,2.2,5.0,43.0,0.9,2.5,35.3,1.2,1.6,75.0,1.9,1.1,0.6,0.2,0.9,0,0
RaiQuan Gray,F,1,35.0,16.0,6.0,12.0,50.0,2.0,5.0,40.0,2.0,2.0,100.0,9.0,7.0,0.0,1.0,4.0,0,0
Raul Neto,PG,48,10.5,3.3,1.2,2.3,51.8,0.3,0.9,28.6,0.6,0.7,91.2,1.0,1.6,0.4,0.1,0.5,0,0
Reggie Bullock Jr.,SF,78,30.3,7.2,2.5,6.0,40.9,1.9,5.1,38.0,0.3,0.5,70.3,3.6,1.4,0.7,0.2,0.5,1,0
Reggie Jackson,PG,68,24.4,10.2,3.9,9.4,41.1,1.4,4.2,33.3,1.0,1.1,91.0,2.1,3.4,0.7,0.1,1.7,1,0
Richaun Holmes,F,42,8.3,3.1,1.3,2.1,61.8,0.1,0.2,62.5,0.4,0.5,78.9,1.9,0.2,0.1,0.3,0.3,1,0
Ricky Rubio,PG,33,17.2,5.2,1.8,5.4,34.3,0.6,2.5,25.6,0.8,1.1,80.0,2.1,3.5,0.8,0.2,0.9,0,0
RJ Barrett,F,73,33.9,19.6,7.0,16.1,43.4,1.7,5.3,31.0,4.0,5.4,74.0,5.0,2.8,0.4,0.2,2.2,3,0
Robert Covington,PF,48,16.2,6.0,2.1,4.8,44.5,1.1,2.8,39.7,0.6,0.8,75.0,3.5,1.2,0.8,0.7,0.7,0,0
Robert Williams III,C,35,23.5,8.0,3.6,4.9,74.7,0.0,0.0,0.0,0.7,1.2,61.0,8.3,1.4,0.6,1.4,1.0,6,0
Robin Lopez,C,37,8.1,3.0,1.3,2.0,64.0,0.1,0.1,50.0,0.4,0.5,77.8,1.4,0.5,0.1,0.2,0.7,0,0
Rodney McGruder,G,32,16.4,5.7,1.9,4.8,40.8,1.3,3.0,42.3,0.6,0.7,81.8,2.3,0.9,0.5,0.0,0.3,0,0
Romeo Langford,SG,43,19.6,6.9,2.8,6.0,46.7,0.4,1.4,26.2,0.9,1.3,69.6,2.7,1.2,0.6,0.3,0.7,0,0
Ron Harper Jr.,G,9,5.3,2.2,0.9,1.8,50.0,0.3,1.0,33.3,0.1,0.1,100.0,0.8,0.4,0.0,0.1,0.0,0,0
Royce O'Neale,F,76,31.7,8.8,3.0,7.8,38.6,2.1,5.5,38.9,0.7,0.9,72.5,5.1,3.7,0.9,0.6,1.5,4,1
Rudy Gay,SF,56,14.6,5.2,1.9,5.1,37.8,0.6,2.3,25.2,0.8,0.9,85.7,2.9,1.0,0.3,0.3,0.7,0,0
Rudy Gobert,C,70,30.7,13.4,5.1,7.8,65.9,0.0,0.0,0.0,3.1,4.9,64.4,11.6,1.2,0.8,1.4,1.7,35,0
Rui Hachimura,F,63,23.3,11.2,4.5,9.3,48.6,0.8,2.5,31.9,1.4,1.9,73.9,4.5,0.9,0.3,0.4,0.8,2,0
Russell Westbrook,G,73,29.1,15.9,5.9,13.6,43.6,1.2,3.9,31.1,2.8,4.3,65.6,5.8,7.5,1.0,0.5,3.5,24,4
Ryan Arcidiacono,G,20,8.6,1.3,0.5,1.9,24.3,0.4,1.2,34.8,0.0,0.0,0.0,0.8,1.2,0.3,0.0,0.4,0,0
Ryan Rollins,G,12,5.2,1.9,0.6,1.7,35.0,0.3,0.8,33.3,0.5,0.5,100.0,1.0,0.5,0.1,0.1,1.3,0,0
Saben Lee,G,25,15.0,6.0,2.0,4.8,40.5,0.4,1.2,36.7,1.7,2.3,73.7,1.8,2.7,0.8,0.0,1.0,1,0
Saddiq Bey,G,77,27.6,13.8,4.6,10.9,42.2,2.0,5.4,36.1,2.7,3.1,86.1,4.7,1.5,0.9,0.2,0.9,4,0
Sam Hauser,F,80,16.1,6.4,2.3,5.0,45.5,1.8,4.2,41.8,0.2,0.2,70.6,2.6,0.9,0.4,0.3,0.4,0,0
Sam Merrill,G,5,11.8,5.0,1.8,4.4,40.9,1.0,3.6,27.8,0.4,0.4,100.0,1.8,1.0,0.8,0.0,0.0,0,0
Sandro Mamukelashvili,F,43,15.3,6.1,2.3,5.3,42.2,0.7,2.3,30.3,0.9,1.3,68.4,4.3,1.4,0.3,0.3,0.8,2,0
Santi Aldama,F,77,21.8,9.0,3.2,6.8,47.0,1.2,3.5,35.3,1.4,1.9,75.0,4.8,1.3,0.6,0.6,0.8,4,0
Scottie Barnes,F,77,34.8,15.3,6.0,13.2,45.6,0.8,2.9,28.1,2.5,3.2,77.2,6.6,4.8,1.1,0.8,2.0,15,1
Scotty Pippen Jr.,G,6,5.3,2.3,0.7,2.0,33.3,0.2,0.5,33.3,0.8,1.5,55.6,0.7,0.3,0.3,0.2,0.3,0,0
Serge Ibaka,F,16,11.6,4.1,1.6,3.4,48.1,0.4,1.1,33.3,0.5,0.8,61.5,2.8,0.3,0.1,0.4,0.7,0,0
Seth Curry,G,61,19.9,9.2,3.4,7.4,46.3,1.5,3.8,40.5,0.8,0.9,92.7,1.6,1.6,0.6,0.1,0.8,0,0
Shaedon Sharpe,G,80,22.2,9.9,3.8,8.1,47.2,1.3,3.5,36.0,0.9,1.3,71.4,3.0,1.2,0.5,0.3,1.0,0,0
Shai Gilgeous-Alexander,G,68,35.5,31.4,10.4,20.3,51.0,0.9,2.5,34.5,9.8,10.9,90.5,4.8,5.5,1.6,1.0,2.8,3,0
Shake Milton,SG,76,20.6,8.4,3.2,6.6,47.9,0.7,1.9,37.8,1.3,1.5,85.3,2.5,3.2,0.3,0.2,1.2,3,0
Shaquille Harrison,G,5,24.0,8.8,3.0,7.2,41.7,0.6,2.0,30.0,2.2,3.0,73.3,4.4,6.0,2.2,0.4,1.2,1,0
Simone Fontecchio,F,52,14.7,6.3,2.2,6.0,36.9,1.2,3.7,33.0,0.7,0.8,79.5,1.7,0.8,0.3,0.2,0.8,0,0
Skylar Mays,PG,6,31.5,15.3,5.7,11.3,50.0,2.0,4.3,46.2,2.0,2.2,92.3,3.2,8.3,1.0,0.2,1.7,1,0
Spencer Dinwiddie,PG,79,34.5,17.3,5.8,13.3,43.8,2.3,6.2,36.9,3.4,4.2,81.2,3.4,6.5,0.8,0.3,1.8,9,0
Stanley Johnson,SF,30,15.6,5.8,2.2,4.1,53.3,0.6,1.3,45.0,0.9,1.3,66.7,3.2,2.2,0.5,0.2,1.1,0,0
Stanley Umude,G,1,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,1.0,1.0,0.0,0,0
Stephen Curry,G,56,34.7,29.4,10.0,20.2,49.3,4.9,11.4,42.7,4.6,5.0,91.5,6.1,6.3,0.9,0.4,3.2,12,1
Steven Adams,C,42,27.0,8.6,3.7,6.3,59.7,0.0,0.0,0.0,1.1,3.1,36.4,11.5,2.3,0.9,1.1,1.9,15,0
Svi Mykhailiuk,G,32,14.6,6.9,2.4,5.4,44.5,1.3,3.1,42.4,0.8,1.2,66.7,1.7,1.7,0.5,0.1,0.8,0,0
T.J. McConnell,G,75,20.3,8.7,3.8,6.9,54.3,0.3,0.8,44.1,0.8,0.9,85.3,3.1,5.3,1.1,0.1,1.9,6,1
T.J. Warren,SF,42,16.4,7.5,3.1,6.4,48.9,0.5,1.6,32.8,0.7,0.8,80.0,2.9,1.0,0.5,0.3,0.5,0,0
Taj Gibson,F,49,9.8,3.4,1.3,2.6,52.0,0.2,0.5,33.3,0.6,0.9,71.4,1.9,0.7,0.3,0.2,0.5,0,0
Talen Horton-Tucker,SF,65,20.2,10.7,4.0,9.4,41.9,0.9,3.1,28.6,1.9,2.6,75.0,3.2,3.8,0.6,0.4,1.9,2,0
Tari Eason,F,82,21.5,9.3,3.6,8.0,44.8,0.7,2.1,34.3,1.3,1.8,75.2,6.0,1.1,1.2,0.6,1.2,7,0
Taurean Prince,F,54,22.1,9.1,3.3,7.0,46.7,1.4,3.6,38.1,1.2,1.4,84.4,2.4,1.6,0.5,0.3,1.3,0,0
Terance Mann,G,81,23.1,8.8,3.4,6.5,51.9,1.0,2.4,38.9,1.1,1.5,78.0,3.4,2.3,0.5,0.3,1.0,1,0
Terence Davis,G,64,13.1,6.7,2.4,5.7,42.3,1.4,3.8,36.6,0.5,0.7,79.1,2.2,1.0,0.7,0.2,0.8,0,0
Terrence Ross,G,63,21.1,8.3,3.2,7.4,43.0,1.5,4.1,36.8,0.4,0.5,79.4,2.4,1.5,0.6,0.2,0.7,0,0
Terry Rozier,G,63,35.3,21.1,7.8,18.9,41.5,2.6,8.0,32.7,2.8,3.5,80.9,4.1,5.1,1.2,0.3,2.1,1,0
Terry Taylor,F,31,8.5,2.9,1.3,2.4,52.0,0.2,0.6,26.3,0.2,0.4,54.5,1.5,0.3,0.1,0.2,0.3,0,0
Thaddeus Young,F,54,14.7,4.4,2.0,3.7,54.5,0.1,0.6,17.6,0.3,0.5,69.2,3.1,1.4,1.0,0.1,0.8,0,0
Thanasis Antetokounmpo,F,37,5.6,1.4,0.5,1.2,43.5,0.0,0.2,0.0,0.3,0.6,50.0,1.2,0.4,0.1,0.1,0.3,0,0
Theo Maledon,PG,44,19.4,6.7,2.3,5.8,40.2,0.6,2.2,29.5,1.4,1.7,85.1,2.8,3.5,0.8,0.3,1.3,1,0
Theo Pinson,G,40,8.1,2.4,0.8,2.2,35.6,0.6,1.6,35.5,0.3,0.3,84.6,1.6,1.2,0.2,0.0,0.3,1,1
Thomas Bryant,C,59,18.3,9.8,3.9,6.3,62.3,0.4,1.0,44.1,1.6,2.1,73.8,5.7,0.5,0.3,0.5,0.6,9,0
Tim Hardaway Jr.,G,71,30.3,14.4,4.8,11.9,40.1,3.0,7.7,38.5,1.8,2.3,77.0,3.5,1.8,0.7,0.2,0.8,0,0
Tobias Harris,F,74,32.9,14.7,5.7,11.4,50.1,1.7,4.4,38.9,1.5,1.7,87.6,5.7,2.5,0.9,0.5,1.2,7,0
Tony Bradley,C,12,2.8,1.6,0.5,1.0,50.0,0.3,0.4,60.0,0.3,0.3,100.0,0.9,0.1,0.1,0.1,0.1,0,0
Torrey Craig,SF,79,24.7,7.4,2.9,6.3,45.6,1.3,3.2,39.5,0.4,0.6,71.1,5.4,1.5,0.6,0.8,0.9,4,0
Trae Young,G,73,34.8,26.2,8.2,19.0,43.0,2.1,6.3,33.5,7.8,8.8,88.6,3.0,10.2,1.1,0.1,4.1,40,0
Tre Jones,G,68,29.2,12.9,5.0,10.9,45.9,0.7,2.3,28.5,2.2,2.5,86.0,3.6,6.6,1.3,0.1,1.6,6,2
Tre Mann,G,67,17.7,7.7,2.9,7.5,39.3,1.2,3.8,31.5,0.6,0.8,76.4,2.3,1.8,0.6,0.2,0.9,1,1
Trendon Watford,F,62,19.1,7.4,2.9,5.2,56.0,0.4,1.0,39.1,1.2,1.6,72.0,3.8,2.1,0.5,0.2,1.1,3,0
Trent Forrest,G,23,12.0,2.3,1.1,2.6,41.7,0.0,0.1,0.0,0.1,0.1,66.7,1.6,1.7,0.3,0.1,0.7,0,0
Trevelin Queen,SG,7,10.0,3.0,1.0,4.1,24.1,0.3,2.1,13.3,0.7,0.7,100.0,2.4,0.9,0.3,0.7,1.0,0,0
Trevor Hudgins,G,5,5.6,1.8,0.4,1.8,22.2,0.4,1.6,25.0,0.6,0.6,100.0,0.0,0.6,0.0,0.0,0.2,0,0
Trevor Keels,G,3,2.7,1.0,0.3,1.3,25.0,0.3,1.3,25.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
Trey Lyles,PF,74,16.9,7.6,2.5,5.5,45.8,1.2,3.2,36.3,1.4,1.7,81.5,4.1,0.9,0.4,0.4,0.9,1,0
Trey Murphy III,F,79,31.0,14.5,4.9,10.1,48.4,2.6,6.3,40.6,2.2,2.4,90.5,3.6,1.4,1.1,0.5,0.8,1,0
Troy Brown Jr.,F,76,24.5,7.1,2.6,6.1,43.0,1.4,3.7,38.1,0.4,0.5,87.2,4.1,1.3,0.8,0.2,0.6,2,0
Ty Jerome,G,45,18.1,6.9,2.6,5.4,48.8,0.8,2.0,38.9,0.8,0.9,92.7,1.7,3.0,0.5,0.1,0.7,0,0
Tyler Dorsey,G,3,2.7,3.0,1.3,1.7,80.0,0.3,0.7,50.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0
Tyler Herro,G,67,34.9,20.1,7.3,16.6,43.9,3.0,8.0,37.8,2.5,2.7,93.4,5.4,4.2,0.8,0.2,2.4,6,1
Tyrese Haliburton,G,56,33.6,20.7,7.4,15.0,49.0,2.9,7.2,40.0,3.1,3.6,87.1,3.7,10.4,1.6,0.4,2.5,32,0
Tyrese Martin,G,16,4.1,1.3,0.6,1.4,39.1,0.1,0.4,14.3,0.1,0.1,100.0,0.8,0.1,0.1,0.0,0.1,0,0
Tyrese Maxey,G,60,33.6,20.3,7.3,15.2,48.1,2.7,6.2,43.4,3.0,3.6,84.5,2.9,3.5,0.8,0.1,1.3,0,0
TyTy Washington Jr.,G,31,14.0,4.7,1.9,5.2,36.3,0.6,2.6,23.7,0.3,0.6,55.6,1.5,1.5,0.5,0.1,0.5,0,0
Tyus Jones,G,80,24.2,10.3,3.9,8.9,43.8,1.5,4.1,37.1,1.0,1.2,80.6,2.5,5.2,1.0,0.1,0.9,9,1
Udoka Azubuike,C,36,10.0,3.5,1.6,2.0,81.9,0.0,0.0,0.0,0.2,0.6,35.0,3.3,0.3,0.2,0.4,0.5,0,0
Udonis Haslem,PF,7,10.3,3.9,1.4,4.1,34.5,0.4,1.3,33.3,0.6,0.7,80.0,1.6,0.0,0.1,0.3,0.1,0,0
Usman Garuba,PF,75,12.9,3.0,1.1,2.4,48.6,0.3,0.8,40.7,0.4,0.6,61.7,4.1,0.9,0.6,0.4,0.6,0,0
Vernon Carey Jr.,C,11,2.5,0.5,0.2,0.7,25.0,0.0,0.0,0.0,0.2,0.2,100.0,1.0,0.3,0.2,0.2,0.2,0,0
Victor Oladipo,SG,42,26.3,10.7,3.8,9.6,39.7,1.7,5.0,33.0,1.4,1.9,74.7,3.0,3.5,1.4,0.3,2.1,0,0
Vince Williams Jr.,G,15,7.0,2.0,0.8,2.7,30.0,0.3,1.9,14.3,0.1,0.1,100.0,1.0,0.3,0.4,0.1,0.3,0,0
Vit Krejci,G,29,5.7,1.2,0.5,1.3,40.5,0.2,0.7,23.8,0.0,0.1,50.0,0.9,0.6,0.2,0.0,0.2,0,0
Vlatko Cancar,SF,60,14.8,5.0,1.8,3.8,47.6,0.7,1.9,37.4,0.6,0.7,92.7,2.1,1.3,0.4,0.2,0.6,1,0
Walker Kessler,C,74,23.0,9.2,4.0,5.6,72.0,0.0,0.0,33.3,1.1,2.1,51.6,8.4,0.9,0.4,2.3,0.8,20,0
Wendell Carter Jr.,C,57,29.6,15.2,5.6,10.8,52.5,1.4,3.9,35.6,2.5,3.4,73.8,8.7,2.3,0.5,0.6,1.9,21,0
Wendell Moore Jr.,F,29,5.3,1.4,0.6,1.5,41.9,0.1,0.6,11.8,0.1,0.2,80.0,0.6,0.6,0.3,0.2,0.3,0,0
Wenyen Gabriel,F,68,15.1,5.5,2.3,3.8,59.6,0.1,0.5,27.8,0.8,1.2,61.9,4.2,0.5,0.4,0.5,0.7,0,0
Wesley Matthews,SG,52,15.8,3.4,1.1,3.1,36.3,0.8,2.4,31.5,0.5,0.5,85.7,2.2,0.7,0.4,0.3,0.3,0,0
Will Barton,G,56,17.7,6.8,2.5,6.5,37.9,1.2,3.2,36.7,0.7,0.8,78.7,2.4,2.0,0.5,0.2,0.9,0,0
Willy Hernangomez,C,38,12.1,6.9,2.3,4.4,52.7,0.1,0.3,27.3,2.1,2.7,77.9,4.7,0.9,0.4,0.3,1.0,2,0
Xavier Cooks,G,10,12.6,3.8,1.7,2.8,60.7,0.0,0.1,0.0,0.4,1.0,40.0,3.8,0.6,0.6,0.4,0.8,1,0
Xavier Moon,G,4,5.0,1.8,0.8,2.3,33.3,0.3,0.8,33.3,0.0,0.0,0.0,0.8,1.3,0.0,0.0,0.3,0,0
