Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Danny Granger,80,80.0,36.0,19.6,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,1.0,6.7,15.1,44.6,2.1,5.3,40.4,4.0,4.7,85.2,4.6,9.8,46.8,1.3,0.52,SF,False
Mike Dunleavy,82,82.0,36.0,19.1,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5,1.5,6.5,13.6,47.6,2.0,4.7,42.4,4.1,4.9,83.4,4.5,8.9,50.4,1.401,0.55,SG,False
Jermaine O'Neal,42,34.0,28.7,13.6,2.0,4.8,6.7,2.2,0.5,2.1,2.5,3.1,0.9,5.4,12.2,43.9,0.0,0.1,0.0,2.9,3.9,74.2,5.4,12.1,44.4,1.115,0.44,C,False
Troy Murphy,75,61.0,28.1,12.2,1.4,5.8,7.2,2.2,0.7,0.4,1.3,2.9,1.7,4.2,9.2,45.5,1.3,3.1,39.8,2.6,3.2,79.7,2.9,6.1,48.4,1.322,0.52,PF,False
Jamaal Tinsley,39,36.0,33.2,11.9,0.6,3.0,3.6,8.4,1.7,0.3,3.3,2.5,2.5,4.5,11.9,38.0,1.0,3.6,28.4,1.8,2.6,72.0,3.5,8.3,42.2,1.002,0.42,PG,False
Ronald Murray,23,17.0,22.9,11.0,0.4,1.6,2.0,3.5,1.1,0.1,2.3,1.3,1.5,4.2,9.9,42.5,0.6,1.6,38.9,2.0,2.7,75.4,3.6,8.3,43.2,1.114,0.46,SG,True
Kareem Rush,71,15.0,21.2,8.3,0.3,2.1,2.4,1.3,0.6,0.3,0.9,1.5,1.4,3.2,8.0,40.1,1.4,3.7,38.9,0.4,0.6,71.4,1.8,4.3,41.0,1.033,0.49,SG,False
Marquis Daniels,74,1.0,20.9,8.2,0.9,2.0,2.9,1.9,1.1,0.2,1.5,1.6,1.2,3.3,7.6,43.0,0.4,1.4,26.5,1.3,1.9,69.8,2.9,6.2,46.6,1.08,0.45,SG,False
Travis Diener,66,21.0,20.5,6.9,0.4,1.3,1.7,3.8,0.5,0.1,0.8,1.6,4.6,2.4,6.5,37.0,1.1,3.5,31.8,1.0,1.1,90.1,1.3,3.0,43.1,1.06,0.46,PG,False
Shawne Williams,65,3.0,14.9,6.7,0.8,1.9,2.7,0.9,0.4,0.4,0.9,2.0,1.0,2.4,5.7,42.7,0.7,2.1,31.4,1.2,1.6,71.7,1.8,3.6,49.4,1.175,0.49,SF,False
Jeff Foster,77,52.0,24.5,6.4,3.4,5.2,8.7,1.7,0.7,0.4,0.8,2.9,2.1,2.7,4.8,55.0,0.0,0.0,0.0,1.1,1.9,59.3,2.7,4.8,55.4,1.33,0.55,PF,False
Ike Diogu,30,1.0,10.2,5.6,1.3,1.6,2.8,0.3,0.2,0.1,0.7,1.4,0.5,2.1,4.5,47.8,0.0,0.0,0.0,1.3,1.6,85.1,2.1,4.5,47.8,1.254,0.48,PF,False
David Harrison,55,0.0,12.8,4.2,0.8,1.4,2.1,0.3,0.4,1.1,1.1,3.0,0.2,1.6,3.1,52.9,0.0,0.0,0.0,0.9,1.7,51.0,1.6,3.1,52.9,1.347,0.53,C,False
Andre Owens,31,7.0,12.6,4.0,0.4,1.1,1.5,1.5,0.4,0.1,0.8,1.2,2.0,1.3,3.5,37.4,0.6,1.3,45.0,0.8,1.1,73.5,0.7,2.2,32.8,1.15,0.46,SG,False
Stephen Graham,22,0.0,5.8,4.0,0.2,0.8,1.0,0.4,0.2,0.0,0.5,0.6,0.9,1.5,2.6,58.6,0.3,0.6,50.0,0.5,0.7,75.0,1.2,2.0,61.4,1.5,0.65,SF,False
Courtney Sims,3,0.0,3.7,0.0,0.3,0.3,0.7,0.3,0.0,0.0,0.0,0.7,inf,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,C,False
Total,82,,,104.0,11.0,32.1,43.1,22.7,7.6,5.0,15.1,23.4,1.5,37.8,85.3,44.4,9.2,24.6,37.4,19.1,24.9,76.8,28.6,60.6,47.2,1.219,0.5,Total,False
