Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
DeMar DeRozan,80,80.0,33.9,23.0,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,2.4,8.1,17.7,45.6,1.1,3.6,31.0,5.8,7.0,82.5,7.0,14.1,49.4,1.302,0.49,G,False
Kyle Lowry,78,78.0,32.2,16.2,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5,2.9,5.2,12.1,42.7,3.1,7.6,39.9,2.9,3.3,85.4,2.1,4.5,47.4,1.342,0.55,G,False
Jonas Valanciunas,77,77.0,22.4,12.7,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,0.7,5.1,8.9,56.8,0.4,1.0,40.5,2.2,2.7,80.6,4.7,8.0,58.7,1.426,0.59,C,False
Serge Ibaka,76,76.0,27.5,12.6,1.0,5.3,6.3,0.8,0.4,1.3,1.2,2.8,0.7,5.0,10.3,48.3,1.4,3.9,36.0,1.2,1.6,79.7,3.6,6.4,55.9,1.223,0.55,F,False
CJ Miles,70,3.0,19.1,10.0,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,1.4,3.2,8.6,37.9,2.3,6.5,36.1,1.2,1.4,83.5,0.9,2.1,43.4,1.167,0.52,G,False
Fred VanVleet,76,0.0,20.0,8.6,0.3,2.1,2.4,3.2,0.9,0.3,1.0,1.7,3.3,3.1,7.2,42.6,1.4,3.4,41.4,1.1,1.3,83.2,1.6,3.7,43.7,1.204,0.52,G,False
Delon Wright,69,4.0,20.8,8.0,0.7,2.2,2.9,2.9,1.0,0.5,1.1,1.2,2.6,2.9,6.3,46.5,0.8,2.2,36.6,1.4,1.7,82.9,2.1,4.0,52.0,1.285,0.53,G,False
Pascal Siakam,81,5.0,20.7,7.3,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,2.4,3.1,6.1,50.8,0.4,1.6,22.0,0.7,1.1,62.1,2.8,4.5,61.2,1.183,0.54,F,False
Jakob Poeltl,82,0.0,18.6,6.9,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,0.7,3.1,4.7,65.9,0.0,0.0,50.0,0.7,1.2,59.4,3.1,4.7,66.0,1.477,0.66,C,False
OG Anunoby,74,62.0,20.0,5.9,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,1.2,2.2,4.7,47.1,1.0,2.7,37.1,0.5,0.8,62.9,1.2,2.0,60.4,1.266,0.58,F,False
Norman Powell,70,18.0,15.2,5.5,0.2,1.5,1.7,1.3,0.5,0.2,0.9,1.6,1.3,2.1,5.3,40.1,0.8,2.7,28.5,0.5,0.6,82.1,1.4,2.7,51.6,1.029,0.47,G,False
Nigel Hayes-Davis,2,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,F,True
Malcolm Miller,15,4.0,8.4,2.5,0.3,0.7,1.0,0.2,0.1,0.1,0.3,0.7,0.6,0.9,1.9,46.4,0.5,1.4,38.1,0.3,0.3,100.0,0.3,0.5,71.4,1.357,0.61,F,False
Lucas Nogueira,49,3.0,8.5,2.5,0.4,1.4,1.8,0.4,0.5,0.9,0.3,1.0,1.4,1.0,1.6,61.3,0.1,0.4,26.3,0.4,0.6,67.9,0.9,1.2,72.1,1.525,0.64,C,False
Lorenzo Brown,14,0.0,9.9,2.3,0.1,1.0,1.1,0.9,0.4,0.0,0.2,0.5,4.3,1.0,2.4,41.2,0.1,0.9,16.7,0.1,0.1,100.0,0.9,1.6,54.5,0.941,0.44,G,False
Malachi Richardson,1,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.5,G,True
Alfonzo McKinnie,14,0.0,3.8,1.5,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.6,0.3,0.6,1.1,53.3,0.2,0.6,33.3,0.1,0.2,66.7,0.4,0.4,83.3,1.4,0.63,F,False
Bruno Caboclo,2,0.0,3.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,inf,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,True
Total,82,,,111.7,9.8,34.2,44.0,24.3,7.6,6.1,12.7,21.7,1.9,41.3,87.4,47.2,11.8,33.0,35.8,17.3,21.8,79.4,29.5,54.4,54.1,1.277,0.54,Total,False
