Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Aerial Powers,2,0,3.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0,INF,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.000,0.00,G,False
Bree Hall,3,0,4.0,1.0,0.0,0.7,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.3,1.0,33.3,0.0,0.7,0.0,0.3,1.0,33.3,0.3,0.3,100.0,1.000,0.33,G,False
Carla Leite,37,6,17.2,7.2,0.2,1.1,1.3,2.0,0.7,0.1,1.5,1.5,1.3,2.3,6.0,38.7,0.4,2.0,17.3,2.2,2.7,83.8,2.0,4.0,49.7,1.207,0.42,G,False
Cecilia Zandalasini,19,10,23.7,10.5,0.3,2.7,2.9,1.7,0.9,0.2,1.3,1.7,1.3,3.5,7.9,44.7,1.9,4.8,40.7,1.5,1.7,87.5,1.6,3.1,50.8,1.327,0.57,F,False
Chloe Bibby,5,0,13.2,6.4,0.6,2.2,2.8,0.6,0.6,0.0,0.0,1.2,INF,2.2,5.4,40.7,1.6,3.8,42.1,0.4,0.4,100.0,0.6,1.6,37.5,1.185,0.56,F,False
Iliana Rupert,21,11,23.1,9.3,1.0,2.9,3.9,1.6,0.6,0.6,1.0,2.3,1.7,3.2,7.3,43.8,2.2,5.0,44.2,0.7,0.8,93.8,1.0,2.3,42.9,1.275,0.59,C,False
Janelle Salaun,36,33,27.0,11.3,0.9,4.2,5.1,1.2,0.6,0.1,1.5,1.9,0.8,4.1,10.1,40.6,1.8,4.8,36.6,1.4,1.7,80.6,2.3,5.3,44.2,1.124,0.49,F,False
Julie Vanloo,9,2,20.0,4.6,0.2,1.7,1.9,4.1,0.7,0.0,2.6,1.8,1.6,1.6,5.3,29.2,0.9,4.2,21.1,0.6,0.7,83.3,0.7,1.1,60.0,0.854,0.38,G,False
Kaila Charles,18,8,19.3,7.4,1.2,3.3,4.5,0.9,1.1,0.2,1.2,2.1,0.8,2.8,6.0,46.3,0.8,2.3,35.7,1.0,1.2,81.8,1.9,3.7,53.0,1.231,0.53,G,False
Kaitlyn Chen,24,0,10.3,2.0,0.2,0.7,0.9,1.0,0.2,0.0,0.8,0.7,1.3,0.8,2.1,38.0,0.2,0.6,33.3,0.2,0.3,71.4,0.6,1.5,40.0,0.960,0.43,G,False
Kate Martin,42,4,16.4,6.2,0.5,2.2,2.7,1.0,0.4,0.1,0.8,1.1,1.2,2.0,6.3,32.3,1.4,4.4,31.0,0.8,1.0,78.0,0.7,2.0,35.4,0.981,0.43,G,False
Kayla Thornton,22,22,30.1,14.0,1.8,5.2,7.0,1.5,1.3,0.2,1.6,2.4,0.9,4.5,12.5,36.2,1.8,6.5,28.2,3.1,3.7,82.9,2.7,6.1,44.8,1.116,0.43,F,False
Kyara Linskens,4,0,6.8,1.0,0.3,1.3,1.5,0.3,0.3,0.8,0.5,1.8,0.5,0.5,1.3,40.0,0.0,0.3,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.800,0.40,C,False
Laeticia Amihere,29,0,13.2,5.4,1.2,3.1,4.3,0.9,0.6,0.4,1.1,1.2,0.8,1.8,3.9,45.6,0.1,0.7,14.3,1.7,2.2,77.8,1.7,3.2,52.7,1.368,0.47,F,False
Monique Billings,26,8,18.2,7.3,1.4,3.0,4.5,0.5,0.6,0.8,0.8,1.7,0.7,2.8,5.8,47.7,0.4,1.4,27.8,1.4,2.0,67.9,2.4,4.4,53.9,1.258,0.51,F,False
Stephanie Talbot,16,10,16.8,3.6,0.9,2.4,3.3,2.0,0.6,0.1,1.2,1.3,1.7,1.3,3.7,33.9,0.5,2.0,25.0,0.6,0.9,64.3,0.8,1.7,44.4,0.966,0.41,F,False
Temi Fagbenle,39,38,23.7,7.4,1.8,3.1,4.9,1.6,0.9,0.6,1.5,3.1,1.1,3.2,6.4,50.2,0.3,1.6,19.4,0.7,0.9,72.2,2.9,4.8,60.4,1.157,0.53,C,False
Tiffany Hayes,26,24,26.9,11.7,0.7,3.2,3.8,3.0,0.5,0.2,1.9,2.2,1.6,3.8,9.1,41.8,1.6,3.9,40.6,2.5,3.1,80.0,2.2,5.2,42.6,1.278,0.50,G,False
Total,44,,,77.7,8.7,26.6,35.3,18.5,6.8,2.9,12.9,17.5,1.4,26.5,65.2,40.7,9.7,29.9,32.5,15.0,18.4,81.5,16.8,35.3,47.6,1.193,0.48,,False
Veronica Burton,44,44,29.4,11.9,1.1,3.2,4.4,6.0,1.1,0.6,2.1,2.3,2.8,3.4,8.8,38.7,1.4,4.0,34.5,3.8,4.3,87.8,2.0,4.7,42.3,1.364,0.47,G,False
