Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Raska,SJ,RW,12,1,0,1,-13.0,8,16:08,0,0,10,10.0,,,,,,0,0,0.0
Alexander Barabanov,SJ,LW,57,31,21,52,-19.0,25,19:58,13,5,255,12.2,,,,,,2,0,0.0
Andreas Johnsson LW *,SJ,,16,0,4,4,-7.0,15,14:25,0,0,3,0.0,,,,,,0,0,0.0
Andrew Agozzino,SJ,LW,11,0,3,3,-6.0,6,15:03,0,0,17,0.0,,,,,,0,0,0.0
CJ Suess,SJ,LW,4,0,0,0,0.0,2,9:10,0,0,4,0.0,,,,,,0,0,0.0
Danil Gushchin,SJ,LW,8,0,2,2,-3.0,0,15:14,0,0,9,0.0,,,,,,0,0,0.0
Derrick Pouliot,SJ,D,8,0,2,2,-3.0,0,19:51,0,0,7,0.0,,,,,,0,0,0.0
Evgeny Svechnikov,SJ,LW,45,8,7,15,-22.0,8,15:38,0,1,70,11.4,,,,,,0,0,0.0
Fabian Zetterlund LW *,SJ,,4,1,2,3,-1.0,0,16:22,0,0,9,11.1,,,,,,0,0,0.0
Henry Thrun,SJ,D,8,2,1,3,-5.0,6,19:50,0,1,18,11.1,,,,,,0,0,0.0
Jacob MacDonald D *,SJ,,35,3,4,7,-3.0,57,8:59,0,0,32,9.4,,,,,,0,0,0.0
Jacob Peterson C *,SJ,,72,4,7,11,-31.0,24,21:36,0,1,66,6.1,,,,,,0,0,0.0
Jaycob Megna D *,SJ,,31,5,8,13,-9.0,42,15:25,2,2,58,8.6,,,,,,0,0,0.0
Jeffrey Viel,SJ,LW,3,0,0,0,-1.0,0,13:42,0,0,2,0.0,,,,,,0,0,0.0
Jonah Gadjovich,SJ,LW,28,1,6,7,-7.0,8,15:17,0,0,22,4.5,,,,,,0,0,0.0
Kevin Labanc,SJ,RW,68,15,32,47,-30.0,20,18:03,3,10,120,12.5,,,,,,2,1,50.0
Kyle Criscuolo,SJ,C,2,1,1,2,-1.0,0,15:54,1,1,8,12.5,,,,,,0,0,0.0
Logan Couture,SJ,C,82,25,76,101,-26.0,36,25:36,5,22,209,12.0,,,,,,2,0,0.0
Luke Kunin,SJ,C,59,8,6,14,-6.0,26,10:44,0,0,64,12.5,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,80,10,9,19,-18.0,16,11:50,1,0,111,9.0,,,,,,0,0,0.0
Mario Ferraro,SJ,D,48,1,11,12,6.0,21,19:03,0,0,49,2.0,,,,,,0,0,0.0
Martin Kaut RW *,SJ,,25,1,5,6,-11.0,12,16:29,0,1,46,2.2,,,,,,0,0,0.0
Matt Benning,SJ,D,74,14,12,26,-13.0,23,14:43,0,0,119,11.8,,,,,,0,0,0.0
Matt Nieto LW *,SJ,,73,6,9,15,-16.0,18,10:34,0,1,75,8.0,,,,,,0,0,0.0
Michael Eyssimont C *,SJ,,11,2,6,8,-10.0,4,17:54,2,0,20,10.0,,,,,,0,0,0.0
Nick Bonino C *,SJ,,77,1,23,24,-18.0,26,19:46,0,1,58,1.7,,,,,,0,0,0.0
Nick Cicek,SJ,D,9,3,2,5,-2.0,0,14:11,1,0,20,15.0,,,,,,0,0,0.0
Nico Sturm,SJ,C,72,15,18,33,-17.0,36,14:19,2,1,129,11.6,,,,,,5,1,20.0
Nikolai Knyzhov,SJ,D,1,1,0,1,0.0,0,13:14,0,0,2,50.0,,,,,,0,0,0.0
Noah Gregor,SJ,LW,78,1,17,18,-14.0,16,17:28,0,0,67,1.5,,,,,,0,0,0.0
Oskar Lindblom,SJ,LW,57,10,7,17,-9.0,32,12:58,0,0,119,8.4,,,,,,0,0,0.0
Radim Simek,SJ,D,22,0,3,3,-10.0,8,13:52,0,0,37,0.0,,,,,,0,0,0.0
Scott Harrington D *,SJ,,20,3,5,8,1.0,34,14:50,0,0,67,4.5,,,,,,0,0,0.0
Steven Lorentz,SJ,C,59,10,9,19,-6.0,28,16:13,0,1,88,11.4,,,,,,3,1,33.3
Thomas Bordeleau,SJ,C,8,0,2,2,-1.0,6,16:56,0,0,4,0.0,,,,,,0,0,0.0
Timo Meier RW *,SJ,,79,22,41,63,-36.0,42,19:16,6,16,183,12.0,,,,,,0,0,0.0
Tomas Hertl,SJ,C,82,27,40,67,-30.0,19,19:07,5,15,198,13.6,,,,,,5,1,20.0
Total,SJ,,1,0,0,0,-1.0,2,5:50,0,0,0,0.0,,,,,,0,0,0.0
Tristen Robins,SJ,C,3,0,0,0,0.0,0,11:55,0,0,1,0.0,,,,,,0,0,0.0
William Eklund,SJ,LW,44,1,2,3,-13.0,29,14:37,0,0,39,2.6,,,,,,0,0,0.0
