Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Barre-Boulet,TB,C,29,0,1,1,-10.0,14,12:47,0,0,33,0.0,,,,,,0,0,0.0
Alex Killorn,TB,LW,81,30,34,64,23.0,54,18:38,7,6,178,16.9,,,,,,1,0,0.0
Anthony Cirelli,TB,C,81,16,16,32,-8.0,50,12:21,4,5,153,10.5,,,,,,2,2,100.0
Brandon Hagel,TB,LW,81,34,50,84,-5.0,46,19:01,14,21,240,14.2,,,,,,4,2,50.0
Brayden Point,TB,C,82,30,83,113,-2.0,36,20:07,8,42,271,11.1,,,,,,3,0,0.0
Cal Foote D *,TB,,17,1,2,3,-4.0,4,16:28,0,0,25,4.0,,,,,,0,0,0.0
Cole Koepke,TB,LW,15,1,1,2,-3.0,22,11:24,0,0,31,3.2,,,,,,0,0,0.0
Corey Perry,TB,RW,58,11,18,29,13.0,33,16:33,1,1,111,9.9,,,,,,0,0,0.0
Darren Raddysh,TB,D,11,1,2,3,0.0,4,11:32,0,0,21,4.8,,,,,,0,0,0.0
Erik Cernak,TB,D,78,3,14,17,13.0,61,19:23,0,0,109,2.8,,,,,,0,0,0.0
Gabriel Fortier,TB,LW,1,0,0,0,0.0,0,10:01,0,0,1,0.0,,,,,,0,0,0.0
Haydn Fleury,TB,D,3,1,0,1,1.0,0,6:52,0,0,3,33.3,,,,,,0,0,0.0
Ian Cole,TB,D,69,5,15,20,11.0,22,15:23,0,0,111,4.5,,,,,,0,0,0.0
Michael Eyssimont C *,TB,,26,1,2,3,3.0,28,14:12,0,0,21,4.8,,,,,,0,0,0.0
Mikhail Sergachev,TB,D,82,27,37,64,18.0,45,17:12,3,9,143,18.9,,,,,,1,1,100.0
Nick Paul,TB,LW,76,9,40,49,10.0,42,23:43,1,13,185,4.9,,,,,,0,0,0.0
Nick Perbix,TB,D,81,12,13,25,-28.0,95,11:33,6,6,116,10.3,,,,,,1,0,0.0
Pat Maroon,TB,LW,57,6,9,15,-2.0,19,11:50,0,2,72,8.3,,,,,,0,0,0.0
Philippe Myers,TB,D,20,1,3,4,-6.0,22,11:54,0,0,20,5.0,,,,,,0,0,0.0
Pierre-Edouard Bellemare,TB,LW,80,5,9,14,-5.0,150,10:20,0,1,62,8.1,,,,,,0,0,0.0
Ross Colton,TB,C,80,17,15,32,11.0,33,16:09,4,0,120,14.2,,,,,,0,0,0.0
Rudolfs Balcers LW *,TB,,17,1,0,1,-5.0,2,9:06,0,0,12,8.3,,,,,,0,0,0.0
Steven Stamkos,TB,C,82,51,44,95,2.0,7,19:40,20,10,235,21.7,,,,,,3,0,0.0
Tanner Jeannot LW *,TB,,46,1,4,5,-4.0,42,14:58,0,0,54,1.9,,,,,,0,0,0.0
Total,TB,,1,0,0,0,0.0,0,8:25,0,0,0,0.0,,,,,,0,0,0.0
Victor Hedman,TB,D,79,10,54,64,13.0,53,23:48,3,24,156,6.4,,,,,,0,0,0.0
Vladislav Namestnikov C *,TB,,70,2,14,16,8.0,53,19:14,0,0,87,2.3,,,,,,0,0,0.0
Zach Bogosian,TB,D,73,4,9,13,-9.0,34,11:16,0,0,51,7.8,,,,,,0,0,0.0
