Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Kempe,LA,RW,69,23,49,72,2.0,52,17:35,7,17,208,11.1,,,,,,2,1,50.0
Alex Iafallo,LA,LW,72,9,29,38,-12.0,50,19:47,1,15,110,8.2,,,,,,0,0,0.0
Alex Turcotte,LA,C,1,0,0,0,-1.0,0,8:37,0,0,1,0.0,,,,,,0,0,0.0
Alexander Edler,LA,D,46,7,5,12,-11.0,2,10:37,0,1,54,13.0,,,,,,0,0,0.0
Arthur Kaliyev,LA,RW,59,10,19,29,-2.0,14,16:59,2,5,163,6.1,,,,,,3,1,33.3
Blake Lizotte,LA,C,59,14,22,36,14.0,20,16:18,7,1,133,10.5,,,,,,0,0,0.0
Brandt Clarke,LA,D,9,2,1,3,-4.0,0,7:51,0,0,5,40.0,,,,,,0,0,0.0
Brendan Lemieux LW *,LA,,20,3,6,9,12.0,8,21:01,0,0,28,10.7,,,,,,0,0,0.0
Carl Grundstrom,LA,RW,77,5,15,20,20.0,40,21:39,1,0,90,5.6,,,,,,0,0,0.0
Drew Doughty,LA,D,82,18,36,54,-8.0,63,18:19,3,17,152,11.8,,,,,,0,0,0.0
Gabriel Vilardi,LA,C,81,9,43,52,12.0,34,26:13,4,23,145,6.2,,,,,,0,0,0.0
Jacob Moverare,LA,D,4,0,0,0,-2.0,5,6:58,0,0,2,0.0,,,,,,0,0,0.0
Jaret Anderson-Dolan,LA,C,70,3,10,13,-3.0,36,14:49,0,1,94,3.2,,,,,,0,0,0.0
Jordan Spence,LA,D,10,0,1,1,1.0,6,14:17,0,0,10,0.0,,,,,,0,0,0.0
Kevin Fiala,LA,LW,82,28,46,74,20.0,4,20:18,7,13,169,16.6,,,,,,1,0,0.0
Lias Andersson,LA,C,6,0,1,1,1.0,0,14:00,0,0,6,0.0,,,,,,0,0,0.0
Matt Roy,LA,D,56,13,15,28,-5.0,12,11:40,8,4,122,10.7,,,,,,1,0,0.0
Mikey Anderson,LA,D,53,3,19,22,13.0,30,14:03,1,0,74,4.1,,,,,,0,0,0.0
Phillip Danault,LA,C,77,26,33,59,-4.0,24,17:05,10,15,228,11.4,,,,,,2,1,50.0
Quinton Byfield,LA,RW,82,9,17,26,8.0,22,18:46,0,0,135,6.7,,,,,,0,0,0.0
Rasmus Kupari,LA,C,57,12,7,19,-4.0,16,10:45,1,0,90,13.3,,,,,,0,0,0.0
Samuel Fagemo,LA,LW,27,0,3,3,-6.0,53,8:29,0,0,22,0.0,,,,,,0,0,0.0
Sean Durzi,LA,D,63,23,18,41,10.0,18,15:36,5,4,122,18.9,,,,,,8,2,25.0
Sean Walker,LA,D,66,3,12,15,-5.0,12,10:05,0,0,53,5.7,,,,,,0,0,0.0
Tobias Bjornfot,LA,D,10,0,1,1,-2.0,12,8:11,0,0,10,0.0,,,,,,0,0,0.0
Total,LA,,2,0,0,0,-1.0,0,14:58,0,0,6,0.0,,,,,,0,0,0.0
Trevor Moore,LA,LW,81,11,23,34,11.0,70,12:56,0,0,108,10.2,,,,,,0,0,0.0
Viktor Arvidsson,LA,LW,82,41,26,67,22.0,55,18:45,11,9,250,16.4,,,,,,7,4,57.1
Vladislav Gavrikov D *,LA,,64,2,9,11,-1.0,34,14:46,0,0,56,3.6,,,,,,0,0,0.0
Zack MacEwen RW *,LA,,9,0,2,2,-1.0,6,13:38,0,1,11,0.0,,,,,,0,0,0.0
