Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Barrett Hayton,ARI,C,82,19,24,43,-5,42,1049.8658,4,6,0,2,4,178,0.10674,15,32,0.51056,2022-2023
Bokondji Imama,ARI,L,5,0,0,0,-2,5,449.0,0,0,0,0,0,0,,0,0,,2022-2023
Brett Ritchie,ARI,R,50,8,5,13,0,25,603.02,0,1,0,0,0,68,0.11764,8,12,0.5,2022-2023
Christian Fischer,ARI,R,80,13,14,27,-7,20,890.825,0,1,1,0,0,122,0.10655,12,25,0.18367,2022-2023
Clayton Keller,ARI,R,82,37,49,86,-2,49,1245.0121,6,14,1,2,4,223,0.16591,30,65,0.3492,2022-2023
Connor Mackey,ARI,D,30,3,4,7,-4,48,842.8333,0,0,0,0,0,31,0.09677,3,7,,2022-2023
Conor Timmins,ARI,D,27,2,12,14,-1,8,905.4074,0,4,0,0,1,19,0.10526,2,10,,2022-2023
Dylan Guenther,ARI,R,33,6,9,15,-7,10,786.7272,4,2,0,0,1,53,0.1132,2,9,0.5,2022-2023
Dysin Mayo,ARI,D,15,0,0,0,-8,8,701.8666,0,0,0,0,0,7,0.0,0,0,,2022-2023
J.J. Moser,ARI,D,82,7,24,31,-12,35,1263.0365,3,8,0,0,1,93,0.07526,4,20,,2022-2023
Jack McBain,ARI,C,82,12,14,26,-8,64,838.8658,0,0,0,0,2,85,0.14117,12,26,0.44047,2022-2023
Jakob Chychrun,ARI,D,48,9,24,33,7,30,1362.2291,4,4,0,0,0,144,0.0625,5,25,,2022-2023
Jan Jenik,ARI,C,2,0,0,0,0,4,354.5,0,0,0,0,0,0,,0,0,0.2,2022-2023
Jean-Sebastien Dea,ARI,C,4,0,0,0,-2,0,567.0,0,0,0,0,0,1,0.0,0,0,0.33333,2022-2023
Joshua Brown,ARI,D,68,4,3,7,-18,87,945.75,0,0,0,0,0,68,0.05882,4,7,,2022-2023
Juuso Välimäki,ARI,D,78,4,30,34,-10,59,1090.5128,1,11,0,0,1,93,0.04301,3,22,,2022-2023
Laurent Dauphin,ARI,C,21,1,0,1,-4,10,627.5714,0,0,0,0,0,25,0.04,1,1,0.53503,2022-2023
Lawson Crouse,ARI,L,77,24,21,45,-3,35,1065.2467,6,2,0,0,3,151,0.15894,18,37,0.40243,2022-2023
Liam O'Brien,ARI,C,56,3,8,11,-5,114,685.6071,0,0,0,0,0,39,0.07692,3,11,0.26666,2022-2023
Matias Maccelli,ARI,L,64,11,38,49,0,18,940.8906,1,12,0,0,1,61,0.18032,10,36,0.0,2022-2023
Michael Carcone,ARI,L,9,2,1,3,3,2,758.6666,0,0,0,0,0,15,0.13333,2,3,,2022-2023
Michael Kesselring,ARI,D,9,0,3,3,-1,6,1025.6666,0,0,0,0,0,8,0.0,0,3,,2022-2023
Milos Kelemen,ARI,L,14,1,0,1,-5,23,460.7857,0,0,0,0,0,12,0.08333,1,1,0.33333,2022-2023
Nate Smith,ARI,C,4,0,0,0,-1,4,446.5,0,0,0,0,0,2,0.0,0,0,0.45,2022-2023
Nick Bjugstad,ARI,C,78,17,12,29,13,34,972.0256,1,0,1,0,1,145,0.11724,15,27,0.47833,2022-2023
Nick Ritchie,ARI,L,74,13,13,26,-21,53,812.8918,4,6,0,0,2,120,0.10833,9,16,0.16666,2022-2023
Nick Schmaltz,ARI,C,63,22,36,58,4,20,1182.5555,6,6,0,0,2,132,0.16666,16,45,0.4,2022-2023
Patrik Nemeth,ARI,D,75,0,5,5,-7,30,1066.2533,0,0,0,0,0,62,0.0,0,5,,2022-2023
Shayne Gostisbehere,ARI,D,75,13,28,41,-5,32,1249.0,5,10,2,0,2,155,0.08387,6,24,,2022-2023
Travis Boyd,ARI,C,82,15,19,34,-32,26,991.817,2,8,0,1,3,94,0.15957,13,24,0.43425,2022-2023
Troy Stecher,ARI,D,81,3,11,14,-6,44,982.1481,0,0,0,0,1,88,0.03409,3,14,,2022-2023
Victor Soderstrom,ARI,D,30,0,9,9,-3,24,970.3,0,3,0,0,0,31,0.0,0,6,,2022-2023
Vladislav Kolyachonok,ARI,D,2,0,0,0,0,0,825.5,0,0,0,0,0,2,0.0,0,0,,2022-2023
Zack Kassian,ARI,R,51,2,0,2,-18,50,549.4117,0,0,0,0,0,25,0.08,2,2,0.375,2022-2023
