Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Cracknell,DAL,R,5,0,0,0,-1,0,462.6,0,0,0,0,0,6,0.0,0,0,0.5,2017-2018
Alexander Radulov,DAL,R,82,27,45,72,4,72,1207.6707,7,16,0,2,4,217,0.12442,20,49,0.6,2017-2018
Antoine Roussel,DAL,L,73,5,12,17,1,126,745.9041,0,0,0,0,0,85,0.05882,5,17,0.57894,2017-2018
Brett Ritchie,DAL,R,71,7,7,14,1,42,650.3521,2,1,0,0,0,117,0.05982,5,11,0.0,2017-2018
Curtis McKenzie,DAL,L,7,0,2,2,3,11,486.1428,0,0,0,0,0,11,0.0,0,2,0.0,2017-2018
Dan Hamhuis,DAL,D,80,3,21,24,-6,33,1211.2875,0,2,0,0,1,66,0.04545,3,22,0.0,2017-2018
Devin Shore,DAL,C,82,11,21,32,-30,14,925.7073,2,9,1,0,1,123,0.08943,8,19,0.46315,2017-2018
Dillon Heatherington,DAL,D,6,0,1,1,3,26,651.0,0,0,0,0,0,6,0.0,0,1,,2017-2018
Esa Lindell,DAL,D,80,7,20,27,19,24,1324.7125,2,6,0,0,0,137,0.05109,5,19,,2017-2018
Gemel Smith,DAL,C,46,6,5,11,5,17,565.8913,0,0,0,0,0,42,0.14285,6,11,0.45744,2017-2018
Greg Pateryn,DAL,D,73,1,12,13,6,50,1176.9589,0,0,0,0,0,100,0.01,1,13,,2017-2018
Jamie Benn,DAL,L,82,36,43,79,20,54,1189.378,9,13,1,1,7,241,0.14937,26,55,0.52479,2017-2018
Jamie Oleksiak,DAL,D,68,5,12,17,7,87,999.6323,1,0,0,0,1,81,0.06172,4,16,,2017-2018
Jason Dickinson,DAL,C,27,0,2,2,-2,17,512.037,0,0,0,0,0,16,0.0,0,2,0.48591,2017-2018
Jason Spezza,DAL,C,78,8,18,26,-12,12,780.3589,4,7,0,0,3,138,0.05797,4,15,0.55823,2017-2018
John Klingberg,DAL,D,82,8,59,67,10,26,1444.4756,1,22,0,0,3,204,0.03921,7,44,,2017-2018
Julius Honka,DAL,D,42,1,3,4,-1,14,780.5476,0,1,0,0,0,42,0.0238,1,3,,2017-2018
Martin Hanzal,DAL,C,38,5,5,10,-14,23,846.5263,2,1,0,0,1,62,0.08064,3,7,0.55069,2017-2018
Mattias Janmark,DAL,C,81,19,15,34,-13,24,1015.5679,4,1,2,1,4,136,0.1397,13,27,0.39444,2017-2018
Radek Faksa,DAL,C,79,17,16,33,21,36,916.2784,0,0,2,0,3,118,0.14406,15,31,0.51624,2017-2018
Remi Elie,DAL,L,72,6,8,14,5,18,615.2361,0,0,0,0,1,70,0.08571,6,14,0.35714,2017-2018
Stephen Johns,DAL,D,75,8,7,15,10,41,1052.68,0,0,0,0,2,121,0.06611,8,14,,2017-2018
Tyler Pitlick,DAL,C,80,14,13,27,9,34,820.775,0,0,0,0,2,129,0.10852,14,26,0.27659,2017-2018
Tyler Seguin,DAL,C,82,40,38,78,12,43,1254.5121,14,11,1,1,6,335,0.1194,25,51,0.54861,2017-2018
