Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alex Pietrangelo,STL,D,78,15,39,54,8,22,1544.1923,3,10,0,1,5,216,0.06944,12,40,,2017-2018
Alexander Steen,STL,L,76,15,31,46,-11,20,1121.6315,4,10,1,0,2,168,0.08928,10,31,0.40677,2017-2018
Beau Bennett,STL,R,6,0,0,0,-2,0,648.1666,0,0,0,0,0,6,0.0,0,0,0.33333,2017-2018
Brayden Schenn,STL,C,82,28,42,70,10,56,1183.5243,8,11,0,2,8,210,0.13333,20,51,0.48034,2017-2018
Carl Gunnarsson,STL,D,63,5,4,9,15,22,969.9523,0,0,0,0,2,59,0.08474,5,9,,2017-2018
Chris Butler,STL,D,6,0,0,0,1,2,798.3333,0,0,0,0,0,2,0.0,0,0,,2017-2018
Chris Thorburn,STL,R,50,1,6,7,-4,60,422.3,0,0,0,0,0,35,0.02857,1,7,0.58333,2017-2018
Colton Parayko,STL,D,82,6,29,35,-7,13,1356.8658,2,7,0,0,0,212,0.0283,4,26,,2017-2018
Dmitrij Jaskin,STL,R,76,6,11,17,6,14,746.9078,0,1,0,0,0,124,0.04838,6,16,0.15384,2017-2018
Ivan Barbashev,STL,L,53,7,6,13,-1,4,731.849,0,0,0,0,1,45,0.15555,7,13,0.38364,2017-2018
Jaden Schwartz,STL,L,62,24,35,59,15,26,1163.5645,6,5,1,1,3,157,0.15286,17,47,0.41095,2017-2018
Jay Bouwmeester,STL,D,35,2,5,7,5,16,1208.2,0,0,0,0,0,45,0.04444,2,7,,2017-2018
Joel Edmundson,STL,D,69,7,10,17,-1,57,1244.4202,0,0,0,0,0,124,0.05645,7,17,,2017-2018
Jordan Schmaltz,STL,D,13,0,1,1,0,6,658.3076,0,0,0,0,0,5,0.0,0,1,,2017-2018
Kyle Brodziak,STL,C,81,10,23,33,13,33,807.7654,0,0,1,0,2,113,0.08849,9,30,0.52119,2017-2018
Magnus Paajarvi,STL,L,79,8,4,12,-11,12,747.0253,0,0,0,0,0,126,0.06349,8,12,0.25,2017-2018
Mitch Reinke,STL,D,1,0,0,0,0,0,785.0,0,0,0,0,0,1,0.0,0,0,,2017-2018
Nate Prosser,STL,D,57,3,6,9,8,19,807.7368,0,0,1,0,1,27,0.11111,2,8,,2017-2018
Nikita Soshnikov,STL,R,15,1,1,2,-2,4,661.0666,0,0,0,0,0,17,0.05882,1,2,0.0,2017-2018
Oskar Sundqvist,STL,C,42,1,4,5,-5,14,628.5952,0,0,0,0,0,41,0.02439,1,5,0.44582,2017-2018
Patrik Berglund,STL,C,57,17,9,26,-5,30,969.3508,3,3,1,1,4,112,0.15178,13,19,0.55095,2017-2018
Paul Stastny,STL,C,82,16,37,53,1,18,1098.2804,3,6,0,0,3,159,0.10062,13,43,0.54917,2017-2018
Robert Bortuzzo,STL,D,72,4,9,13,11,41,888.1527,0,0,0,0,1,76,0.05263,4,13,,2017-2018
Scottie Upshall,STL,R,63,7,12,19,-1,46,651.2222,0,0,0,0,2,71,0.09859,7,19,0.53333,2017-2018
Tage Thompson,STL,C,41,3,6,9,-12,12,715.4634,0,1,0,0,0,55,0.05454,3,8,0.1,2017-2018
Vince Dunn,STL,D,75,5,19,24,1,20,1033.8533,2,7,0,1,1,138,0.03623,3,15,1.0,2017-2018
Vladimir Sobotka,STL,C,81,11,20,31,-6,50,1027.4567,0,3,1,0,4,136,0.08088,10,27,0.54261,2017-2018
Vladimir Tarasenko,STL,R,80,33,33,66,15,17,1143.425,6,10,0,2,5,306,0.10784,27,50,0.25,2017-2018
Wade Megan,STL,C,1,0,0,0,0,0,501.0,0,0,0,0,0,1,0.0,0,0,0.5,2017-2018
