Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Erne,TB,LW,24,1,3,4,-1.0,12,9:22,0,0,18,5.6,,,,,,0,0,0.0
Alex Killorn,TB,LW,81,21,29,50,3.0,24,16:59,4,9,186,11.3,,,,,,0,0,0.0
Andrej Sustr,TB,D,35,4,4,8,4.0,18,11:14,0,0,43,9.3,,,,,,0,0,0.0
Anthony Cirelli,TB,C,36,8,4,12,0.0,24,9:59,1,0,45,17.8,,,,,,1,0,0.0
Anton Stralman,TB,D,19,10,8,18,-3.0,12,18:11,5,1,45,22.2,,,,,,0,0,0.0
Brayden Point,TB,C,78,27,59,86,18.0,72,18:46,15,18,212,12.7,,,,,,5,3,60.0
Braydon Coburn,TB,D,67,5,13,18,-4.0,29,13:19,1,1,104,4.8,,,,,,2,0,0.0
Cedric Paquette,TB,C,48,3,8,11,17.0,38,16:29,0,0,48,6.3,,,,,,0,0,0.0
Chris Kunitz,TB,LW,56,11,24,35,16.0,6,16:59,4,5,109,10.1,,,,,,0,0,0.0
Cory Conacher,TB,C,72,1,14,15,3.0,40,16:01,0,0,73,1.4,,,,,,0,0,0.0
Dan Girardi,TB,D,80,4,14,18,29.0,18,21:29,0,0,131,3.1,,,,,,0,0,0.0
Gabriel Dumont C *,TB,,5,0,0,0,0.0,0,9:20,0,0,5,0.0,,,,,,0,0,0.0
J.T. Brown RW *,TB,,10,2,3,5,6.0,0,13:40,0,0,17,11.8,,,,,,0,0,0.0
J.T. Miller LW *,TB,,82,13,16,29,8.0,35,11:56,0,1,81,16.0,,,,,,1,0,0.0
Jake Dotchin,TB,D,18,5,6,11,11.0,6,13:13,0,0,26,19.2,,,,,,0,0,0.0
Matthew Peca,TB,C,44,2,5,7,-5.0,18,12:50,0,0,45,4.4,,,,,,0,0,0.0
Michael Bournival,TB,LW,14,2,1,3,1.0,0,21:16,0,0,22,9.1,,,,,,0,0,0.0
Mikhail Sergachev,TB,D,62,20,24,44,11.0,35,17:30,8,7,127,15.7,,,,,,0,0,0.0
Ondrej Palat,TB,LW,79,9,31,40,11.0,38,15:21,3,13,141,6.4,,,,,,1,0,0.0
Ryan Callahan,TB,RW,77,6,12,18,18.0,27,17:23,1,0,93,6.5,,,,,,0,0,0.0
Ryan McDonagh D *,TB,,23,3,1,4,-1.0,11,10:07,0,0,29,10.3,,,,,,0,0,0.0
Slater Koekkoek,TB,D,56,5,4,9,-5.0,41,10:12,0,1,64,7.8,,,,,,0,0,0.0
Steven Stamkos,TB,C,80,39,61,100,15.0,42,19:49,8,28,279,14.0,,,,,,5,1,20.0
Total,TB,,7,0,0,0,0.0,4,10:21,0,0,11,0.0,,,,,,0,0,0.0
Tyler Johnson,TB,C,77,17,46,63,32.0,54,25:51,2,24,216,7.9,,,,,,0,0,0.0
Victor Hedman,TB,D,82,25,39,64,34.0,50,16:09,7,6,136,18.4,,,,,,1,0,0.0
Vladislav Namestnikov C *,TB,,82,15,32,47,22.0,45,16:29,2,7,156,9.6,,,,,,0,0,0.0
Yanni Gourde,TB,C,82,32,34,66,18.0,24,19:37,5,6,217,14.7,,,,,,8,5,62.5
