Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Barclay Goodrow,SJ,C,71,8,11,19,-5.0,26,13:14,0,0,76,10.5,,,,,,0,0,0.0
Brenden Dillon,SJ,D,66,14,18,32,10.0,26,14:58,1,4,129,10.9,,,,,,4,2,50.0
Chris Tierney,SJ,C,79,22,24,46,-2.0,41,18:06,6,6,175,12.6,,,,,,2,0,0.0
Danny O'Regan C *,SJ,,32,5,2,7,-5.0,5,10:08,0,0,25,20.0,,,,,,0,0,0.0
Dylan DeMelo,SJ,D,81,5,17,22,-7.0,60,17:19,0,0,88,5.7,,,,,,0,0,0.0
Dylan Gambrell,SJ,C,16,0,1,1,1.0,2,11:23,0,0,20,0.0,,,,,,0,0,0.0
Eric Fehr RW *,SJ,,19,0,4,4,-3.0,2,9:58,0,1,17,0.0,,,,,,1,0,0.0
Evander Kane LW *,SJ,,47,7,7,14,1.0,28,10:53,0,0,57,12.3,,,,,,0,0,0.0
Jannik Hansen,SJ,RW,17,9,5,14,5.0,25,20:15,0,0,80,11.3,,,,,,0,0,0.0
Joakim Ryan,SJ,D,46,2,12,14,2.0,15,12:02,0,0,54,3.7,,,,,,0,0,0.0
Joe Pavelski,SJ,C,82,12,55,67,-16.0,46,25:14,5,22,332,3.6,,,,,,5,1,20.0
Joe Thornton,SJ,C,74,15,22,37,0.0,12,13:21,4,4,119,12.6,,,,,,0,0,0.0
Joel Ward,SJ,RW,62,3,9,12,13.0,8,16:45,0,0,79,3.8,,,,,,0,0,0.0
Joonas Donskoi,SJ,RW,81,11,21,32,9.0,34,22:32,1,2,161,6.8,,,,,,0,0,0.0
Justin Braun,SJ,D,81,21,15,36,2.0,51,14:52,3,1,210,10.0,,,,,,0,0,0.0
Kevin Labanc,SJ,RW,82,17,23,40,0.0,8,15:59,3,4,118,14.4,,,,,,5,1,20.0
Logan Couture,SJ,C,82,22,44,66,0.0,41,19:15,7,16,224,9.8,,,,,,9,6,66.7
Marc-Edouard Vlasic,SJ,D,81,5,28,33,7.0,28,21:19,0,0,115,4.3,,,,,,0,0,0.0
Marcus Sorensen,SJ,LW,29,3,8,11,0.0,8,16:01,2,3,51,5.9,,,,,,2,1,50.0
Melker Karlsson,SJ,C,63,0,20,20,-1.0,34,14:12,0,3,67,0.0,,,,,,0,0,0.0
Mikkel Boedker,SJ,LW,77,11,29,40,-6.0,32,14:21,4,13,156,7.1,,,,,,5,2,40.0
Paul Martin,SJ,D,14,3,1,4,7.0,0,12:01,0,0,23,13.0,,,,,,0,0,0.0
Ryan Carpenter C *,SJ,,14,0,2,2,3.0,2,14:45,0,0,6,0.0,,,,,,0,0,0.0
Tim Heed,SJ,D,52,5,7,12,-2.0,20,11:52,0,0,40,12.5,,,,,,0,0,0.0
Timo Meier,SJ,RW,47,13,23,36,-9.0,38,18:20,7,11,75,17.3,,,,,,0,0,0.0
Tomas Hertl,SJ,C,78,34,27,61,-2.0,18,18:32,10,11,204,16.7,,,,,,6,3,50.0
Total,SJ,,3,0,0,0,-1.0,0,10:33,0,0,1,0.0,,,,,,0,0,0.0
