Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Jamal Mashburn,18,18.0,37.2,23.4,2.1,3.3,5.4,2.8,0.8,0.2,3.1,2.2,0.9,8.1,21.3,37.9,1.9,5.7,34.3,5.4,7.4,72.9,6.1,15.6,39.1,1.102,0.42,SF,False
Jim Jackson,82,82.0,34.4,19.6,2.1,2.9,5.0,2.9,0.6,0.3,2.3,2.0,1.2,6.9,16.0,43.5,1.5,4.1,36.3,4.2,5.1,82.5,5.5,11.9,45.9,1.226,0.48,SF,False
George McCloud,79,63.0,36.0,18.9,1.5,3.3,4.8,2.7,1.4,0.5,2.1,2.7,1.3,6.7,16.2,41.4,3.3,8.6,37.9,2.3,2.8,80.4,3.5,7.6,45.3,1.169,0.51,F,False
Jason Kidd,81,81.0,37.5,16.6,2.5,4.3,6.8,9.7,2.2,0.3,4.0,1.9,2.4,6.1,16.0,38.1,1.6,4.9,33.6,2.8,4.1,69.2,4.4,11.1,40.1,1.043,0.43,PG,False
Tony Dumas,67,12.0,19.2,11.6,0.9,0.9,1.7,1.5,0.6,0.2,1.1,1.9,1.3,4.1,9.8,41.8,1.1,3.1,35.7,2.3,3.8,59.9,3.0,6.7,44.6,1.185,0.47,G,False
Popeye Jones,68,68.0,34.1,11.3,3.8,7.0,10.8,1.9,0.8,0.4,1.6,3.9,1.2,4.8,10.8,44.6,0.2,0.6,35.9,1.5,2.0,76.7,4.6,10.2,45.1,1.05,0.46,PF,False
Lucious Harris,61,1.0,16.7,7.9,0.7,1.3,2.0,1.3,0.6,0.0,0.8,0.9,1.7,3.0,6.5,46.1,0.8,2.0,37.6,1.1,1.4,78.2,2.2,4.5,50.0,1.212,0.52,SG,False
Scott Brooks,69,0.0,10.4,5.1,0.2,0.4,0.6,1.4,0.6,0.0,0.6,0.8,2.3,1.9,4.2,45.7,0.4,0.9,40.3,0.9,1.0,85.5,1.6,3.3,47.2,1.201,0.5,G,False
Loren Meyer,72,21.0,17.6,5.0,1.6,2.8,4.4,0.8,0.3,0.4,0.9,3.1,0.9,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,2.0,4.4,44.5,1.1,0.44,C,False
David Wood,37,0.0,17.4,4.9,1.1,2.5,3.6,0.7,0.4,0.2,0.5,3.2,1.4,1.8,4.2,43.5,0.5,1.6,32.2,0.8,1.1,72.5,1.3,2.6,50.5,1.182,0.5,F,True
Terry Davis,28,0.0,17.9,4.9,1.5,2.6,4.2,0.8,0.4,0.1,0.9,2.4,0.8,2.0,3.9,50.9,0.0,0.0,0.0,1.0,1.7,57.4,2.0,3.9,50.9,1.269,0.51,C,False
Cherokee Parks,64,3.0,13.6,3.9,1.0,2.3,3.4,0.5,0.4,0.5,0.5,1.6,0.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1.0,66.1,1.5,3.5,42.5,1.012,0.42,PF,False
Reggie Slater,3,0.0,8.7,3.7,0.3,1.3,1.7,0.0,0.0,0.0,1.0,2.0,0.0,1.7,3.7,45.5,0.0,0.0,0.0,0.3,0.7,50.0,1.7,3.7,45.5,1.0,0.45,F,True
Lorenzo Williams,65,61.0,27.8,3.0,3.6,4.4,8.0,1.3,0.7,1.9,1.2,3.5,1.1,1.3,3.3,40.7,0.0,0.0,0.0,0.4,1.1,34.3,1.3,3.3,40.8,0.925,0.41,C,False
Donald Hodge,13,0.0,8.7,1.4,0.7,1.0,1.7,0.3,0.1,0.6,0.2,2.0,2.0,0.7,1.8,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,37.5,0.75,0.38,C,True
Total,82,,,102.5,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,1.5,38.1,90.6,42.0,9.0,24.9,36.0,17.4,24.1,72.2,29.1,65.8,44.3,1.132,0.47,Total,False
