Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Reggie Miller,76,76.0,34.5,21.1,0.5,2.3,2.8,3.3,1.0,0.2,2.5,2.3,1.3,6.6,14.0,47.3,2.2,5.4,41.0,5.7,6.6,86.3,4.4,8.6,51.2,1.507,0.55,SG,False
Rik Smits,63,63.0,30.2,18.5,1.9,5.0,6.9,1.7,0.3,0.7,2.5,3.6,0.7,7.4,14.2,52.1,0.0,0.1,20.0,3.7,4.7,78.8,7.4,14.1,52.3,1.302,0.52,C,False
Derrick McKey,75,75.0,32.5,11.7,1.6,3.2,4.8,3.5,1.1,0.6,1.9,3.3,1.8,4.6,9.5,48.6,0.2,0.9,25.0,2.3,2.9,76.9,4.4,8.6,51.1,1.235,0.5,F,False
Dale Davis,78,77.0,33.6,10.3,3.2,5.9,9.1,1.0,0.7,1.4,1.5,3.1,0.6,4.3,7.7,55.8,0.0,0.0,0.0,1.7,3.7,46.7,4.3,7.7,55.8,1.341,0.56,PF,False
Mark Jackson,81,81.0,32.6,10.0,0.8,3.0,3.8,7.8,1.2,0.1,2.5,1.9,3.2,3.7,7.7,47.3,0.8,1.8,43.0,1.9,2.4,78.5,2.9,5.9,48.6,1.288,0.52,PG,False
Ricky Pierce,76,2.0,18.5,9.7,0.5,1.3,1.8,1.3,0.8,0.1,1.2,2.5,1.1,3.5,7.8,44.7,0.5,1.4,33.7,2.3,2.7,84.9,3.0,6.4,47.1,1.249,0.48,G,False
Antonio Davis,82,14.0,25.5,8.8,2.3,3.8,6.1,0.5,0.4,0.8,1.1,3.0,0.5,2.9,5.9,49.0,0.0,0.0,50.0,3.0,4.2,71.3,2.9,5.9,49.0,1.492,0.49,PF,False
Eddie A. Johnson,62,1.0,16.2,7.7,0.7,1.7,2.5,1.1,0.3,0.1,0.9,1.7,1.2,2.9,7.0,41.3,0.7,2.1,35.2,1.1,1.3,88.6,2.2,5.0,43.8,1.089,0.46,G,False
Travis Best,59,1.0,9.7,3.7,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1.4,1.5,1.2,2.8,42.3,0.1,0.4,32.0,1.3,1.5,83.3,1.0,2.3,44.2,1.356,0.45,PG,False
Duane Ferrell,54,6.0,10.9,3.7,0.6,1.1,1.7,0.6,0.4,0.1,0.6,1.5,0.9,1.5,3.1,48.2,0.0,0.1,0.0,0.8,1.1,73.7,1.5,2.9,50.6,1.217,0.48,F,False
Haywoode Workman,77,4.0,15.1,3.6,0.4,1.3,1.6,2.8,0.8,0.1,1.2,2.0,2.3,1.3,3.4,39.0,0.3,0.9,32.4,0.7,0.9,74.0,1.0,2.4,41.5,1.077,0.43,G,False
Dwayne Schintzius,33,8.0,9.0,3.4,0.7,1.7,2.4,0.4,0.3,0.4,0.6,1.6,0.7,1.5,3.3,44.5,0.0,0.0,0.0,0.4,0.6,61.9,1.5,3.3,44.5,1.009,0.45,C,False
Adrian Caldwell,51,1.0,6.4,2.2,0.8,1.3,2.2,0.1,0.2,0.1,0.7,1.4,0.2,0.9,1.6,55.4,0.0,0.0,0.0,0.4,0.7,50.0,0.9,1.6,55.4,1.325,0.55,F,False
Fred Hoiberg,15,1.0,5.7,2.1,0.3,0.3,0.6,0.5,0.4,0.1,0.5,0.8,1.1,0.5,1.3,42.1,0.1,0.2,33.3,1.0,1.2,83.3,0.5,1.1,43.8,1.684,0.45,SG,False
Total,82,,,99.3,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,1.4,36.3,75.7,48.0,4.4,11.9,37.3,22.2,29.5,75.5,31.9,63.8,50.0,1.312,0.51,Total,False
