Name,Team,P,G,A
Alecko Eskandarian,D.C. United,42,7,0
Ben Olsen,D.C. United,38,2,3
Bobby Boswell,D.C. United,62,1,0
Brandon Prideaux,D.C. United,16,0,0
Brian Carroll,D.C. United,64,1,1
Bryan Namoff,D.C. United,55,0,0
Christian Gomez,D.C. United,60,18,7
Clyde Simms,D.C. United,42,1,0
David Stokes,D.C. United,4,0,0
Devon McTavish,D.C. United,8,0,0
Domenic Mediate,D.C. United,10,0,0
Facundo Erpen,D.C. United,60,3,1
Freddy Adu,D.C. United,61,2,4
Jaime Moreno,D.C. United,65,11,7
Jamil Walker,D.C. United,21,1,1
Jeff Carroll,D.C. United,3,0,0
John Wilson,D.C. United,11,0,0
Joshua Gros,D.C. United,60,4,7
Lucio Filomeno,D.C. United,14,1,1
Matias Donnet,D.C. United,17,1,0
Matt Nickell,D.C. United,3,0,0
Nick Rimando,D.C. United,4,0,0
Rodion Dyachenko,D.C. United,16,0,0
Stephen Deroux,D.C. United,7,0,0
Troy Perkins,D.C. United,60,0,0
