Name,Team,P,G,A
Andy Dorman,New England Revolution,68,6,7
Avery John,New England Revolution,24,0,0
Clint Dempsey,New England Revolution,42,9,5
Daniel Hernandez,New England Revolution,20,0,0
Danny Wynn,New England Revolution,2,0,0
James Riley,New England Revolution,42,0,0
Jani Galik,New England Revolution,3,0,0
Jay Heaps,New England Revolution,66,0,3
Jeff Larentowicz,New England Revolution,51,1,0
Joe Franchino,New England Revolution,46,0,2
Jose Abundis,New England Revolution,0,0,0
Jose Cancela,New England Revolution,36,0,4
Jose Manuel Abundis,New England Revolution,8,1,0
Khano Smith,New England Revolution,21,1,2
Kyle Brown,New England Revolution,14,0,1
Marshall Leonard,New England Revolution,1,0,0
Matt Reis,New England Revolution,68,0,0
Michael Parkhurst,New England Revolution,64,0,0
Miguel Gonzalez,New England Revolution,0,0,0
Pat Noonan,New England Revolution,30,3,4
Shalrie Joseph,New England Revolution,54,3,1
Steve Ralston,New England Revolution,62,8,3
Taylor Twellman,New England Revolution,68,17,6
Tony Lochhead,New England Revolution,25,0,1
Willie Sims,New England Revolution,12,0,0
