Name,Team,P,G,A
Andy Herron,Chicago Fire FC,40,9,1
Brian Plotkin,Chicago Fire FC,16,1,1
C.J. Brown,Chicago Fire FC,58,1,1
Calen Carr,Chicago Fire FC,29,1,1
Chad Barrett,Chicago Fire FC,25,5,1
Chris Armas,Chicago Fire FC,54,1,4
Chris Rolfe,Chicago Fire FC,44,7,1
Dasan Robinson,Chicago Fire FC,46,1,0
Diego Gutierrez,Chicago Fire FC,50,2,3
Floyd Franks,Chicago Fire FC,10,0,0
Gonzalo Segares,Chicago Fire FC,47,1,0
Ivan Guerrero,Chicago Fire FC,58,0,6
Jared Montz,Chicago Fire FC,2,0,0
Jim Curtin,Chicago Fire FC,18,1,0
John Thorrington,Chicago Fire FC,2,0,0
Justin Mapp,Chicago Fire FC,50,4,10
Leonard Griffin,Chicago Fire FC,11,0,0
Logan Pause,Chicago Fire FC,40,0,1
Matthew Pickens,Chicago Fire FC,18,0,0
Nate Jaqua,Chicago Fire FC,50,10,1
Ryan Johnson,Chicago Fire FC,11,0,0
Thiaguinho Correa,Chicago Fire FC,50,3,2
Tony Sanneh,Chicago Fire FC,36,0,0
Zach Thornton,Chicago Fire FC,46,0,0
