Name,Team,P,G,A
Bill Gaudette,Columbus Crew,20,0,0
Brandon Moss,Columbus Crew,37,0,0
Chad Marshall,Columbus Crew,51,1,0
Chris Leitch,Columbus Crew,38,0,1
Danny Szetela,Columbus Crew,0,0,1
Duncan Oughton,Columbus Crew,16,0,2
Eddie Gaven,Columbus Crew,56,4,4
Eric Vasquez,Columbus Crew,14,1,0
Ezra Hendrickson,Columbus Crew,40,1,2
Jacob Thomas,Columbus Crew,30,1,1
Jason Garey,Columbus Crew,41,5,2
Jon Busch,Columbus Crew,16,0,0
Jose Retiz,Columbus Crew,39,1,0
Joseph Ngwenya,Columbus Crew,36,5,1
Kei Kamara,Columbus Crew,28,3,0
Leonard Bisaku,Columbus Crew,11,1,1
Marc Burch,Columbus Crew,13,0,1
Marcos Gonzalez,Columbus Crew,37,0,0
Ned Grabavoy,Columbus Crew,21,0,0
Ned Grabovoy,Columbus Crew,1,1,0
Noah Palmer,Columbus Crew,18,0,0
Ricardo Virtuoso,Columbus Crew,17,1,0
Ritchie Kotschau,Columbus Crew,47,1,1
Rusty Pierce,Columbus Crew,34,0,0
Sebastian Rozental,Columbus Crew,33,3,1
Tim Ward,Columbus Crew,17,0,0
