Name,Team,P,G,A
Ante Razov,Chivas USA,28,1,0
Francisco Mendoza,Chivas USA,32,0,0
Jesse Marsch,Chivas USA,32,0,0
Jonathan Bornstein,Chivas USA,33,0,1
Juan Francisco Palencia,Chivas USA,23,1,0
Juan Pablo Garcia,Chivas USA,30,1,0
Sacha Kljestan,Chivas USA,33,0,1
Tim Regan,Chivas USA,31,0,0
