Name,Team,P,G,A
Andy Williams,Real Salt Lake,48,2,6
Atiba Harris,Real Salt Lake,34,4,1
Carey Talley,Real Salt Lake,58,2,5
Chase Harrison,Real Salt Lake,0,0,0
Chris Brown,Real Salt Lake,10,1,0
Chris Klein,Real Salt Lake,62,7,5
Christian Jiménez,Real Salt Lake,1,0,0
Daniel Torres,Real Salt Lake,30,0,0
Douglas Sequeira,Real Salt Lake,29,1,0
Eddie Pope,Real Salt Lake,42,0,0
Jack Stewart,Real Salt Lake,30,0,0
Jafet Soto,Real Salt Lake,9,1,0
Jamie Watson,Real Salt Lake,10,0,0
Jason Kreis,Real Salt Lake,57,8,4
Jay Nolly,Real Salt Lake,3,0,0
Jeff Cunningham,Real Salt Lake,55,16,9
Joey Worthen,Real Salt Lake,3,0,0
Kenny Cutler,Real Salt Lake,24,0,0
Kevin Novak,Real Salt Lake,51,0,0
Mehdi Ballouchy,Real Salt Lake,56,2,0
Nelson Akwari,Real Salt Lake,32,0,0
Nikolas Besagno,Real Salt Lake,6,0,0
Scott Garlick,Real Salt Lake,60,0,0
Willis Forko,Real Salt Lake,52,0,1
