Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Gilbert Arenas,55,52.0,37.6,19.6,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,1.2,6.5,16.6,39.2,2.3,6.1,37.5,4.3,5.8,74.8,4.2,10.6,40.1,1.179,0.46,PG,False
Larry Hughes,61,61.0,33.8,18.8,1.6,3.8,5.3,2.4,1.6,0.4,2.5,2.4,1.0,6.6,16.5,39.7,1.3,3.8,34.1,4.4,5.5,79.7,5.3,12.7,41.4,1.138,0.44,SG,False
Jerry Stackhouse,26,17.0,29.8,13.9,0.6,3.0,3.6,4.0,0.9,0.1,3.4,1.9,1.2,4.9,12.3,39.9,0.9,2.5,35.4,3.2,4.0,80.6,4.0,9.8,41.0,1.128,0.43,SF,False
Kwame Brown,74,57.0,30.3,10.9,2.4,5.0,7.4,1.5,0.9,0.7,1.9,1.9,0.8,3.9,8.0,48.9,0.0,0.0,50.0,3.1,4.5,68.3,3.9,7.9,48.9,1.367,0.49,C,False
Jarvis Hayes,70,42.0,29.2,9.6,1.0,2.8,3.8,1.5,1.0,0.2,1.6,2.2,1.0,4.0,9.9,40.0,0.6,1.9,30.5,1.1,1.4,78.6,3.4,8.1,42.2,0.968,0.43,SF,False
Juan Dixon,71,16.0,20.8,9.4,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,1.3,3.5,9.0,38.8,0.8,2.8,29.8,1.6,2.0,79.9,2.6,6.2,42.8,1.042,0.43,SG,False
Etan Thomas,79,15.0,24.1,8.9,2.3,4.4,6.7,0.9,0.5,1.6,1.4,2.8,0.6,3.3,6.7,48.9,0.0,0.0,0.0,2.4,3.7,64.7,3.3,6.7,48.9,1.34,0.49,C,False
Brendan Haywood,77,59.0,19.3,7.0,2.4,2.6,5.0,0.6,0.4,1.3,1.0,2.0,0.5,2.6,5.0,51.5,0.0,0.0,0.0,1.8,3.0,58.5,2.6,5.0,51.7,1.384,0.52,C,False
Steve Blake,75,14.0,18.6,5.9,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,1.6,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,1.1,2.7,40.0,1.091,0.48,PG,False
Christian Laettner,48,18.0,20.5,5.9,1.0,3.8,4.8,1.9,0.8,0.6,0.9,2.1,2.1,2.5,5.3,46.5,0.1,0.4,28.6,0.8,1.0,80.0,2.4,4.9,48.1,1.109,0.48,PF,False
Jared Jeffries,82,38.0,23.3,5.7,2.2,3.0,5.2,1.1,0.6,0.3,1.3,2.6,0.9,2.2,5.7,37.7,0.1,0.4,16.7,1.3,2.1,61.4,2.1,5.4,39.2,0.989,0.38,PF,False
Brevin Knight,32,12.0,18.7,4.3,0.3,1.6,1.9,3.2,1.6,0.0,1.4,1.6,2.3,1.8,4.3,42.0,0.0,0.2,20.0,0.6,0.8,70.4,1.8,4.2,42.9,0.986,0.42,PG,True
Lonny Baxter,12,0.0,11.0,3.4,0.9,1.7,2.6,0.4,0.2,0.4,0.4,1.9,1.0,1.3,2.7,50.0,0.0,0.1,0.0,0.8,1.0,75.0,1.3,2.6,51.6,1.281,0.5,PF,True
Mitchell Butler,41,4.0,13.5,3.3,0.6,1.1,1.7,0.8,0.5,0.1,0.6,1.3,1.3,1.3,3.0,43.5,0.3,0.7,36.7,0.4,0.6,62.5,1.0,2.3,45.7,1.081,0.48,SG,False
Chris Whitney,16,5.0,11.6,2.9,0.2,0.8,0.9,0.9,0.4,0.1,0.4,0.4,2.3,1.1,2.8,37.8,0.5,1.1,44.4,0.3,0.3,100.0,0.6,1.7,33.3,1.044,0.47,PG,False
Torraye Braggs,4,0.0,5.5,1.5,0.8,0.5,1.3,0.3,0.0,0.0,0.3,2.0,1.0,0.8,1.3,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,60.0,1.2,0.6,PF,True
Jahidi White,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C,True
Total,82,,,91.8,13.6,29.2,42.8,18.7,8.9,5.0,17.5,20.9,1.1,33.6,80.0,42.1,5.3,15.5,34.1,19.3,27.0,71.4,28.4,64.5,44.0,1.148,0.45,Total,False
