Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
AJ Haugen,New York Saints,,12,6,3,9,4,0,0,0,34,0,0,0,0,0/0,-
Ben Prepchuk,New York Saints,F,12,13,11,24,12,0,0,0,49,0,0,0,0,0/0,-
Blake Miller,New York Saints,F,9,1,0,1,14,0,0,0,18,0,0,0,0,1/1,100%
Brad Dairon,New York Saints,F,13,23,16,39,12,0,0,0,32,0,0,0,0,0/0,-
Brian Spallina,New York Saints,,14,2,3,5,44,0,0,0,88,0,0,0,0,0/0,-
Clayton Bergie,New York Saints,G,6,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Gee Nash,New York Saints,G,14,0,11,11,16,0,0,0,107,0,0,0,0,0/0,-
George Breres,New York Saints,,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Gewas Schindler,New York Saints,F,8,7,7,14,2,0,0,0,15,0,0,0,0,0/0,-
Harold Drumm,New York Saints,,1,0,0,0,0,0,0,0,7,0,0,0,0,0/0,-
James Keenan,New York Saints,,8,2,5,7,7,0,0,0,34,0,0,0,0,18/35,51%
Jason Wulder,New York Saints,F,13,19,40,59,16,0,0,0,63,0,0,0,0,0/0,-
Joe Ghedina,New York Saints,D,12,6,4,10,20,0,0,0,57,0,0,0,0,142/225,63%
Jonas Derks,New York Saints,F,8,9,3,12,6,0,0,0,28,0,0,0,0,1/1,100%
Kevin Lowe,New York Saints,,13,5,12,17,4,0,0,0,78,0,0,0,0,0/0,-
Mark Frye,New York Saints,F,14,19,24,43,6,0,0,0,57,0,0,0,0,0/0,-
Matt Panetta,New York Saints,F,5,3,3,6,4,0,0,0,21,0,0,0,0,1/1,100%
Mike Battista,New York Saints,,2,0,1,1,10,0,0,0,2,0,0,0,0,6/15,40%
Pat McCabe,New York Saints,,14,1,5,6,12,0,0,0,85,0,0,0,0,4/6,67%
Roy Colsey,New York Saints,F,14,51,25,76,52,0,0,0,92,0,0,0,0,0/0,-
Ryan Campbell,New York Saints,D,8,0,1,1,29,0,0,0,30,0,0,0,0,0/0,-
Scott Frizzel,New York Saints,,10,0,0,0,23,0,0,0,43,0,0,0,0,2/4,50%
Steve Sombrotto,New York Saints,,11,10,17,27,8,0,0,0,64,0,0,0,0,0/0,-
Tom Naglieri,New York Saints,,10,0,1,1,36,0,0,0,39,0,0,0,0,0/0,-
