Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Turner,Rochester Knighthawks,D,12,2,4,6,44,0,0,0,50,0,0,0,0,0/0,-
Ben Hunt,Rochester Knighthawks,F,2,1,4,5,0,0,0,0,0,0,0,0,0,0/0,-
Brad MacArthur,Rochester Knighthawks,D,14,12,6,18,38,0,0,0,61,0,0,0,0,148/281,53%
Casey Zaph,Rochester Knighthawks,F,14,5,11,16,51,0,0,0,69,0,0,0,0,0/0,-
Cory Bomberry,Rochester Knighthawks,F,14,24,42,66,14,0,0,0,69,0,0,0,0,35/71,49%
Curt Malawsky,Rochester Knighthawks,F,14,25,34,59,2,0,0,0,55,0,0,0,0,0/0,-
Duane Jacobs,Rochester Knighthawks,,14,33,24,57,10,0,0,0,61,0,0,0,0,0/0,-
Eric Carlsen,Rochester Knighthawks,,1,0,0,0,7,0,0,0,2,0,0,0,0,0/0,-
Jason Crosbie,Rochester Knighthawks,F,7,7,8,15,4,0,0,0,13,0,0,0,0,0/0,-
Jeremy Hollenbeck,Rochester Knighthawks,,14,4,8,12,23,0,0,0,56,0,0,0,0,0/1,-
John Grant Jr.,Rochester Knighthawks,F,14,42,48,90,18,0,0,0,124,0,0,0,0,0/0,-
Mike Hasen,Rochester Knighthawks,D,14,0,7,7,42,0,0,0,50,0,0,0,0,0/0,-
Pat McCready,Rochester Knighthawks,D,13,10,11,21,52,0,0,0,70,0,0,0,0,0/0,-
Pat O'Toole,Rochester Knighthawks,G,13,1,8,9,0,0,0,0,82,0,0,0,0,0/0,-
Randy Mearns,Rochester Knighthawks,,12,2,17,19,12,0,0,0,75,0,0,0,0,0/0,-
Regy Thorpe,Rochester Knighthawks,D,14,0,5,5,19,0,0,0,80,0,0,0,0,11/30,37%
Rusty Kruger,Rochester Knighthawks,F,14,10,20,30,40,0,0,0,64,0,0,0,0,0/0,-
Steve Dietrich,Rochester Knighthawks,G,9,0,2,2,2,0,0,0,42,0,0,0,0,0/0,-
Tim Soudan,Rochester Knighthawks,F,14,16,9,25,15,0,0,0,66,0,0,0,0,8/23,35%
