Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bruce Alexander,Ottawa Rebel,D,13,14,22,36,18,0,0,0,56,0,0,0,0,0/1,-
Chris Konopliff,Ottawa Rebel,,11,14,15,29,12,0,0,0,63,0,0,0,0,95/186,51%
Chris Parkin,Ottawa Rebel,,2,2,2,4,2,0,0,0,18,0,0,0,0,0/0,-
Craig Stevenson,Ottawa Rebel,,2,2,2,4,2,0,0,0,13,0,0,0,0,19/34,56%
Del Halladay,Ottawa Rebel,F,14,23,30,53,31,0,0,0,70,0,0,0,0,0/0,-
Derek Collins,Ottawa Rebel,G,16,0,9,9,4,0,0,0,120,0,0,0,0,0/1,-
DJ Serr,Ottawa Rebel,,7,1,1,2,12,0,0,0,15,0,0,0,0,0/0,-
Doug Hill,Ottawa Rebel,D,10,4,3,7,25,0,0,0,48,0,0,0,0,0/0,-
Ed Fay,Ottawa Rebel,,11,7,14,21,8,0,0,0,59,0,0,0,0,3/8,38%
Jaime Williams,Ottawa Rebel,,3,0,0,0,2,0,0,0,4,0,0,0,0,0/0,-
Jake Lawson,Ottawa Rebel,,4,6,3,9,6,0,0,0,15,0,0,0,0,0/0,-
Jamie McKeracher,Ottawa Rebel,,7,0,1,1,21,0,0,0,14,0,0,0,0,0/0,-
Jamie Roy,Ottawa Rebel,T,12,5,6,11,15,0,0,0,48,0,0,0,0,0/0,-
Jason Tasse,Ottawa Rebel,,6,2,1,3,14,0,0,0,10,0,0,0,0,23/45,51%
Jeff Wilfong,Ottawa Rebel,,2,0,3,3,2,0,0,0,6,0,0,0,0,0/0,-
Joe Finstad,Ottawa Rebel,,8,8,4,12,10,0,0,0,34,0,0,0,0,2/4,50%
John Fay,Ottawa Rebel,,13,15,13,28,4,0,0,0,71,0,0,0,0,0/0,-
John Tarbell,Ottawa Rebel,,4,1,3,4,4,0,0,0,12,0,0,0,0,0/0,-
Josh Black,Ottawa Rebel,D,2,0,2,2,2,0,0,0,5,0,0,0,0,0/0,-
Kris Bryde,Ottawa Rebel,F,13,26,18,44,12,0,0,0,58,0,0,0,0,0/0,-
Kyle Laverty,Ottawa Rebel,D,12,0,2,2,31,0,0,0,42,0,0,0,0,0/0,-
Matt Disher,Ottawa Rebel,G,3,0,0,0,0,0,0,0,19,0,0,0,0,0/0,-
Matt McLean,Ottawa Rebel,,2,1,9,10,4,0,0,0,8,0,0,0,0,0/0,-
Mike Thompson,Ottawa Rebel,G,8,0,0,0,0,0,0,0,8,0,0,0,0,0/0,-
Pat Collins,Ottawa Rebel,,7,0,0,0,32,0,0,0,16,0,0,0,0,0/0,-
Paul Talmo,Ottawa Rebel,,12,1,3,4,11,0,0,0,57,0,0,0,0,13/49,27%
Rick Matthews,Ottawa Rebel,,3,0,1,1,8,0,0,0,4,0,0,0,0,0/0,-
Rob Henhawk,Ottawa Rebel,,7,0,0,0,23,0,0,0,27,0,0,0,0,0/1,-
Ross Cowie,Ottawa Rebel,G,2,0,0,0,0,0,0,0,5,0,0,0,0,0/0,-
Shawn Zettel,Ottawa Rebel,,10,0,2,2,21,0,0,0,26,0,0,0,0,0/0,-
Stefan Hewak,Ottawa Rebel,,2,0,0,0,13,0,0,0,7,0,0,0,0,0/0,-
Stephen Evans,Ottawa Rebel,F,10,12,14,26,8,0,0,0,50,0,0,0,0,32/71,45%
Thomas Floyd Jr.,Ottawa Rebel,,1,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
