Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brian Reese,Washington DCPower,D,9,0,8,8,49,0,0,0,28,0,0,0,0,0/0,-
Casey Connor,Washington DCPower,,3,1,4,5,7,0,0,0,10,0,0,0,0,1/1,100%
Chris Zeller,Washington DCPower,,1,0,1,1,2,0,0,0,2,0,0,0,0,0/0,-
Derek Graham,Washington DCPower,,9,6,5,11,23,0,0,0,23,0,0,0,0,0/0,-
Devin Dalep,Washington DCPower,G,13,0,12,12,10,0,0,0,93,0,0,0,0,0/0,-
Erik Miller,Washington DCPower,G,9,0,2,2,0,0,0,0,25,0,0,0,0,0/0,-
Gary Gait,Washington DCPower,F,14,43,47,90,10,0,0,0,82,0,0,0,0,0/0,-
Greg McCavera,Washington DCPower,,7,0,4,4,10,0,0,0,45,0,0,0,0,0/1,-
Hugh Donovan,Washington DCPower,,13,0,4,4,52,0,0,0,33,0,0,0,0,0/0,-
Jarred Testa,Washington DCPower,,4,1,0,1,6,0,0,0,9,0,0,0,0,0/0,-
JD Jones,Washington DCPower,,1,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Jeff Wills,Washington DCPower,,12,16,12,28,0,0,0,0,23,0,0,0,0,0/0,-
Jesse Hubbard,Washington DCPower,,14,33,21,54,29,0,0,0,76,0,0,0,0,0/0,-
Joe Hiltz,Washington DCPower,,13,21,25,46,10,0,0,0,40,0,0,0,0,1/2,50%
John Tillman,Washington DCPower,,1,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Jon Brothers,Washington DCPower,,2,0,0,0,6,0,0,0,7,0,0,0,0,22/30,73%
Josh Sims,Washington DCPower,T,11,12,13,25,6,0,0,0,67,0,0,0,0,12/20,60%
Kip Fulks,Washington DCPower,,4,3,1,4,14,0,0,0,19,0,0,0,0,1/1,100%
Matt Green,Washington DCPower,F,8,6,5,11,28,0,0,0,27,0,0,0,0,0/0,-
Matt Shearer,Washington DCPower,F,14,26,26,52,8,0,0,0,40,0,0,0,0,3/10,30%
Neil Doddridge,Washington DCPower,F,14,6,10,16,45,0,0,0,80,0,0,0,0,1/2,50%
Paul Cantabene,Washington DCPower,,13,9,20,29,38,0,0,0,93,0,0,0,0,98/177,55%
Paul Gait,Washington DCPower,F,14,27,25,52,8,0,0,0,52,0,0,0,0,0/0,-
Rob Shek,Washington DCPower,F,8,10,12,22,12,0,0,0,44,0,0,0,0,0/0,-
Rodney Tapp,Washington DCPower,,13,2,11,13,16,0,0,0,88,0,0,0,0,125/238,53%
Travis Kilgour,Washington DCPower,,8,4,13,17,20,0,0,0,15,0,0,0,0,0/0,-
