Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Devin Booker,64,64.0,35.0,26.6,0.6,3.5,4.1,6.8,0.9,0.2,4.1,3.1,1.6,9.2,19.6,46.7,2.1,6.5,32.6,6.1,7.1,86.6,7.0,13.1,53.6,1.355,0.52,G,False
T.J. Warren,43,36.0,31.6,18.0,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.8,1.2,6.9,14.2,48.6,1.8,4.2,42.8,2.3,2.9,81.5,5.1,10.0,51.0,1.264,0.55,SF,False
Kelly Oubre Jr.,40,12.0,29.5,16.9,1.2,3.7,4.9,1.6,1.4,1.0,1.8,2.8,0.9,6.1,13.4,45.3,1.7,5.2,32.5,3.0,4.0,76.1,4.4,8.3,53.2,1.255,0.51,G,True
Deandre Ayton,71,70.0,30.7,16.3,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,1.0,7.2,12.3,58.5,0.0,0.1,0.0,2.0,2.7,74.6,7.2,12.2,58.8,1.332,0.59,C,False
Josh Jackson,79,29.0,25.2,11.5,0.8,3.6,4.4,2.3,0.9,0.7,2.2,2.6,1.1,4.4,10.6,41.3,0.9,2.8,32.4,1.8,2.7,67.1,3.5,7.8,44.5,1.082,0.46,SG,False
Tyler Johnson,13,12.0,31.2,11.1,1.2,2.8,4.0,4.2,1.1,0.5,1.1,1.9,3.9,3.5,9.6,36.8,1.4,4.3,32.1,2.6,3.0,87.2,2.2,5.3,40.6,1.152,0.44,G,True
Trevor Ariza,26,26.0,34.0,9.9,0.6,5.0,5.6,3.3,1.5,0.3,1.5,1.7,2.2,3.3,8.7,37.9,1.9,5.3,36.0,1.4,1.7,83.7,1.4,3.4,40.9,1.137,0.49,SF,True
Mikal Bridges,82,56.0,29.5,8.3,0.7,2.5,3.2,2.1,1.6,0.5,0.9,2.5,2.5,3.0,6.9,43.0,1.3,3.8,33.5,1.2,1.4,80.5,1.7,3.0,54.8,1.215,0.52,G,False
Richaun Holmes,70,4.0,16.9,8.2,1.6,3.1,4.7,0.9,0.6,1.1,0.7,2.8,1.2,3.2,5.2,60.8,0.0,0.0,0.0,1.8,2.5,73.1,3.2,5.2,60.8,1.567,0.61,F,False
Jamal Crawford,64,0.0,18.9,7.9,0.1,1.2,1.3,3.6,0.5,0.2,1.5,1.2,2.3,2.7,6.8,39.7,1.0,3.2,33.2,1.5,1.7,84.5,1.7,3.7,45.3,1.16,0.47,G,False
Isaiah Canaan,19,15.0,26.5,7.5,0.3,2.3,2.6,3.3,0.6,0.0,1.5,2.4,2.1,2.7,6.8,39.5,1.3,3.8,34.7,0.8,1.1,75.0,1.4,3.0,45.6,1.101,0.49,G,True
Troy Daniels,51,1.0,14.9,6.2,0.3,1.2,1.4,0.5,0.5,0.1,0.5,1.5,1.0,2.2,5.4,41.1,1.5,3.8,38.1,0.4,0.5,78.3,0.8,1.6,48.1,1.156,0.55,G,False
Elie Okobo,53,16.0,18.1,5.7,0.2,1.6,1.8,2.4,0.6,0.1,1.3,2.1,1.8,2.2,5.5,39.3,0.7,2.5,29.5,0.7,0.9,78.7,1.4,3.0,47.5,1.048,0.46,G,False
Dragan Bender,46,27.0,18.0,5.0,0.7,3.2,4.0,1.2,0.4,0.5,0.8,2.0,1.5,1.9,4.3,44.7,0.5,2.2,21.8,0.7,1.2,59.3,1.4,2.1,68.8,1.168,0.5,F,False
De'Anthony Melton,50,31.0,19.7,5.0,0.5,2.2,2.7,3.2,1.4,0.5,1.5,2.3,2.1,2.0,5.1,39.1,0.6,1.9,30.5,0.4,0.6,75.0,1.4,3.2,44.1,0.977,0.45,G,False
Emanuel Terry,2,0.0,10.0,4.5,1.0,2.0,3.0,0.5,1.5,0.0,1.0,2.0,0.5,2.0,3.0,66.7,0.0,0.0,0.0,0.5,1.0,50.0,2.0,3.0,66.7,1.5,0.67,F,True
Ray Spalding,13,3.0,11.3,4.2,1.2,2.5,3.7,0.4,0.7,0.6,0.7,1.8,0.6,1.9,3.6,53.2,0.0,0.2,0.0,0.3,0.9,33.3,1.9,3.4,56.8,1.149,0.53,F,True
Ryan Anderson,15,8.0,18.5,3.7,0.9,2.1,3.0,1.1,0.2,0.1,0.8,1.5,1.4,1.3,4.0,31.7,0.5,2.3,20.6,0.7,0.9,78.6,0.8,1.7,46.2,0.933,0.38,PF,True
Tyson Chandler,7,0.0,12.7,3.7,1.0,4.6,5.6,0.9,0.3,0.1,1.0,3.0,0.9,1.1,1.7,66.7,0.0,0.0,0.0,1.4,2.6,55.6,1.1,1.7,66.7,2.167,0.67,C,True
Jimmer Fredette,6,0.0,10.8,3.7,0.2,1.0,1.2,1.3,0.5,0.0,0.8,0.8,1.6,1.3,4.8,27.6,0.0,2.2,0.0,1.0,1.0,100.0,1.3,2.7,50.0,0.759,0.28,G,False
Quincy Acy,10,0.0,12.3,1.7,0.3,2.2,2.5,0.8,0.1,0.4,0.4,2.4,2.0,0.4,1.8,22.2,0.2,1.5,13.3,0.7,1.0,70.0,0.2,0.3,66.7,0.944,0.28,F,False
Jawun Evans,7,0.0,9.1,0.9,0.1,1.6,1.7,1.4,0.4,0.0,0.9,1.1,1.7,0.4,1.9,23.1,0.0,0.3,0.0,0.0,0.0,0.0,0.4,1.6,27.3,0.462,0.23,G,True
Eric Moreland,1,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,True
George King,1,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,False
Total,82,,,107.5,9.1,31.3,40.4,23.9,9.0,5.1,15.2,23.6,1.6,40.1,87.4,45.9,9.6,29.3,32.9,17.6,22.7,77.9,30.5,58.1,52.5,1.23,0.51,Total,False
