Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Tobias Harris,55,55.0,34.6,20.9,0.7,7.2,7.9,2.7,0.7,0.4,2.0,2.2,1.4,7.7,15.5,49.6,2.0,4.7,43.4,3.5,4.0,87.7,5.7,10.9,52.3,1.347,0.56,F,True
Lou Williams,75,1.0,26.6,20.0,0.5,2.4,3.0,5.4,0.8,0.1,2.4,1.1,2.2,6.5,15.2,42.5,1.4,3.9,36.1,5.7,6.5,87.6,5.1,11.3,44.7,1.316,0.47,SG,False
Danilo Gallinari,68,68.0,30.3,19.8,0.8,5.3,6.1,2.6,0.7,0.3,1.5,1.9,1.8,6.0,13.0,46.3,2.4,5.5,43.3,5.4,6.0,90.4,3.6,7.5,48.4,1.523,0.55,PF,False
Montrezl Harrell,82,5.0,26.3,16.6,2.2,4.3,6.5,2.0,0.9,1.3,1.6,3.1,1.2,6.7,10.8,61.5,0.0,0.2,17.6,3.2,5.0,64.3,6.6,10.6,62.3,1.533,0.62,C,False
Landry Shamet,25,23.0,27.8,10.9,0.3,2.0,2.2,2.3,0.5,0.1,0.8,2.0,3.1,3.5,8.4,41.4,2.7,6.0,45.0,1.2,1.6,79.5,0.8,2.4,32.2,1.3,0.58,G,True
Shai Gilgeous-Alexander,82,73.0,26.5,10.8,0.7,2.1,2.8,3.3,1.2,0.5,1.7,2.1,1.9,4.2,8.7,47.6,0.6,1.7,36.7,1.9,2.4,80.0,3.5,7.0,50.3,1.242,0.51,G,False
Ivica Zubac,26,25.0,20.2,9.4,2.3,5.3,7.7,1.5,0.4,0.9,1.4,2.5,1.0,3.8,7.2,53.8,0.0,0.0,0.0,1.7,2.3,73.3,3.8,7.2,53.8,1.312,0.54,C,True
JaMychal Green,24,2.0,19.6,8.7,1.3,5.2,6.5,0.6,0.5,0.3,1.0,2.9,0.6,3.3,6.8,48.2,1.4,3.3,41.3,0.7,0.9,81.0,1.9,3.5,54.8,1.268,0.58,F,True
Avery Bradley,49,49.0,29.9,8.2,0.7,2.0,2.7,2.0,0.6,0.3,1.2,2.7,1.6,3.3,8.6,38.3,1.2,3.5,33.7,0.4,0.5,80.0,2.1,5.1,41.5,0.952,0.45,PG,True
Patrick Beverley,78,49.0,27.4,7.6,1.0,4.0,5.0,3.8,0.9,0.6,1.1,3.4,3.5,2.5,6.1,40.7,1.4,3.6,39.7,1.2,1.6,78.0,1.1,2.5,42.1,1.249,0.52,PG,False
Boban Marjanovic,36,9.0,10.4,6.7,1.5,2.7,4.2,0.6,0.3,0.5,1.0,1.6,0.6,2.4,3.9,60.7,0.0,0.1,0.0,2.0,2.6,75.8,2.4,3.8,61.6,1.729,0.61,C,True
Luc Mbah a Moute,4,0.0,15.3,5.0,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2.0,1.0,2.0,4.5,44.4,0.5,1.5,33.3,0.5,1.3,40.0,1.5,3.0,50.0,1.111,0.5,F,False
Marcin Gortat,47,43.0,16.0,5.0,1.4,4.1,5.6,1.4,0.1,0.5,1.1,2.0,1.3,2.1,4.0,53.2,0.0,0.0,0.0,0.7,1.0,72.9,2.1,4.0,53.2,1.253,0.53,C,False
Mike Scott,52,0.0,14.4,4.8,0.5,2.9,3.3,0.8,0.3,0.2,0.5,1.7,1.6,1.8,4.4,40.0,1.0,2.6,39.1,0.2,0.3,66.7,0.8,1.9,41.2,1.078,0.51,PF,True
Garrett Temple,26,6.0,19.6,4.7,0.4,2.1,2.5,1.4,1.0,0.2,0.6,2.7,2.3,1.6,4.1,39.6,0.6,2.1,29.6,0.9,1.2,74.2,1.0,2.0,50.0,1.16,0.47,G,True
Johnathan Motley,22,0.0,7.1,4.6,0.8,1.5,2.3,0.5,0.2,0.1,0.7,1.2,0.7,1.8,3.3,53.4,0.0,0.1,0.0,1.1,1.8,60.0,1.8,3.2,55.7,1.397,0.53,F,False
Wilson Chandler,15,1.0,15.1,4.3,0.3,2.9,3.1,0.7,0.2,0.2,0.5,1.9,1.4,1.5,4.4,34.8,0.9,2.7,32.5,0.3,0.5,71.4,0.7,1.7,38.5,0.97,0.45,F,True
Tyrone Wallace,62,0.0,10.1,3.5,0.3,1.3,1.6,0.7,0.3,0.1,0.6,1.3,1.2,1.5,3.5,42.4,0.1,0.3,21.1,0.5,0.9,52.6,1.4,3.2,44.4,1.005,0.43,G,False
Jerome Robinson,33,0.0,9.7,3.4,0.1,1.2,1.2,0.6,0.3,0.1,0.4,1.4,1.5,1.3,3.3,40.0,0.5,1.7,31.6,0.2,0.3,66.7,0.8,1.6,49.1,1.018,0.48,SG,False
Milos Teodosic,15,0.0,10.0,3.2,0.2,0.9,1.1,2.1,0.2,0.1,1.4,1.8,1.5,1.1,2.7,42.5,0.7,1.8,37.0,0.3,0.5,57.1,0.5,0.9,53.8,1.2,0.55,G,False
Angel Delgado,2,0.0,7.5,1.5,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,2.5,20.0,0.0,0.0,0.0,0.5,1.0,50.0,0.5,2.5,20.0,0.6,0.2,C,False
Sindarius Thornwell,64,1.0,4.9,1.0,0.1,0.6,0.7,0.3,0.2,0.1,0.3,0.6,0.9,0.3,0.8,34.7,0.0,0.2,20.0,0.4,0.5,73.5,0.2,0.5,41.2,1.265,0.38,SG,False
Total,82,,,115.1,9.7,35.8,45.5,24.0,6.8,4.7,13.8,23.3,1.7,41.3,87.5,47.1,10.0,25.8,38.8,22.6,28.5,79.2,31.3,61.7,50.7,1.315,0.53,Total,False
