Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
LaMarcus Aldridge,81,81.0,33.2,21.3,3.1,6.1,9.2,2.4,0.5,1.3,1.8,2.2,1.3,8.4,16.3,51.9,0.1,0.5,23.8,4.3,5.1,84.7,8.3,15.8,52.8,1.309,0.52,C,False
DeMar DeRozan,77,77.0,34.9,21.2,0.7,5.3,6.0,6.2,1.1,0.5,2.6,2.3,2.4,8.2,17.1,48.1,0.1,0.6,15.6,4.8,5.7,83.0,8.1,16.5,49.2,1.245,0.48,G,False
Rudy Gay,69,51.0,26.7,13.7,0.9,5.9,6.8,2.6,0.8,0.5,1.7,2.3,1.6,5.4,10.8,50.4,1.1,2.7,40.2,1.7,2.1,81.6,4.4,8.1,53.7,1.268,0.55,SF,False
Bryn Forbes,82,81.0,28.0,11.8,0.2,2.7,2.9,2.1,0.5,0.0,1.0,1.9,2.2,4.4,9.6,45.6,2.1,5.0,42.6,0.8,1.0,88.5,2.3,4.6,48.9,1.223,0.57,SG,False
Marco Belinelli,79,1.0,23.0,10.5,0.2,2.3,2.5,1.7,0.4,0.1,0.9,1.5,1.8,3.6,8.7,41.3,1.9,5.0,37.2,1.4,1.6,90.3,1.7,3.7,46.8,1.201,0.52,G,False
Derrick White,67,55.0,25.8,9.9,0.5,3.2,3.7,3.9,1.0,0.7,1.4,2.2,2.7,3.9,8.1,47.9,0.7,2.1,33.8,1.4,1.8,77.2,3.2,6.0,52.9,1.221,0.52,G,False
Patty Mills,82,1.0,23.3,9.9,0.3,1.9,2.2,3.0,0.6,0.1,1.1,1.6,2.6,3.4,8.1,42.5,1.9,4.9,39.4,1.1,1.3,85.4,1.5,3.2,47.5,1.223,0.55,PG,False
Davis Bertans,76,12.0,21.5,8.0,0.3,3.2,3.5,1.3,0.5,0.4,0.6,1.8,2.3,2.7,6.0,45.0,1.9,4.4,42.9,0.7,0.8,88.3,0.8,1.5,51.3,1.338,0.61,SF,False
Jakob Poeltl,77,24.0,16.5,5.5,2.3,3.0,5.3,1.2,0.4,0.9,0.6,1.6,1.9,2.4,3.8,64.5,0.0,0.0,0.0,0.6,1.2,53.3,2.4,3.8,64.5,1.459,0.64,C,False
Pau Gasol,27,6.0,12.2,4.2,0.8,3.9,4.7,1.9,0.2,0.5,0.5,1.0,3.6,1.5,3.3,46.6,0.2,0.4,50.0,1.0,1.4,71.1,1.3,2.9,46.2,1.295,0.49,PF,True
Dante Cunningham,64,21.0,14.5,3.0,0.8,2.2,2.9,0.8,0.4,0.2,0.3,1.1,2.3,1.2,2.5,47.5,0.5,1.0,46.2,0.2,0.3,77.8,0.7,1.5,48.4,1.228,0.57,F,False
Lonnie Walker IV,17,0.0,6.9,2.6,0.0,1.0,1.0,0.5,0.4,0.2,0.2,0.4,2.3,0.9,2.7,34.8,0.3,0.8,38.5,0.5,0.6,80.0,0.6,1.9,33.3,0.978,0.4,G,False
Donatas Motiejunas,3,0.0,4.3,2.0,0.7,0.3,1.0,0.3,0.0,0.3,1.0,2.0,0.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,2.0,50.0,1.0,0.5,PF,False
Quincy Pondexter,53,0.0,5.5,1.8,0.2,0.7,0.9,0.5,0.2,0.0,0.2,0.5,1.8,0.5,1.1,50.0,0.1,0.3,33.3,0.6,0.8,81.0,0.4,0.8,57.5,1.69,0.55,F,False
Drew Eubanks,23,0.0,4.9,1.8,0.3,1.2,1.5,0.3,0.1,0.2,0.3,0.5,0.9,0.7,1.1,57.7,0.0,0.0,0.0,0.5,0.6,84.6,0.7,1.1,57.7,1.577,0.58,F,False
Chimezie Metu,29,0.0,5.0,1.8,0.3,0.9,1.2,0.4,0.2,0.1,0.5,0.5,0.9,0.7,2.0,32.8,0.0,0.1,0.0,0.4,0.6,76.5,0.7,1.9,33.9,0.879,0.33,PF,False
Total,82,,,111.7,9.2,35.5,44.7,24.5,6.1,4.7,11.8,18.1,2.1,42.3,88.4,47.8,9.9,25.3,39.2,17.2,21.0,81.9,32.4,63.1,51.3,1.263,0.53,Total,False
