Name,Team,P,G,A
Dango Ouattara,Brentford,24.0,5.0,0.0
Igor Thiago,Brentford,30.0,19.0,0.0
Kevin Schade,Brentford,27.0,7.0,0.0
Mikkel Damsgaard,Brentford,0.0,0.0,4.0
Vitaly Janelt,Brentford,0.0,0.0,4.0
