Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Adam Wainwright,34.0,STL,NL,0.8,32.0,69.0,62.0,6.0,13.0,7.0,1.0,2.0,18.0,0.0,0.0,2.0,17.0,0.21,0.234,0.452,0.686,79.0,0.315,87.0,28.0,1.0,0.0,5.0,0.0,0.0,1/H,
Alberto Rosario,29.0,STL,NL,-0.3,20.0,41.0,38.0,3.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.184,0.225,0.237,0.462,25.0,0.232,27.0,9.0,2.0,0.0,1.0,0.0,0.0,2/H5,
Aledmys Díaz,25.0,STL,NL,2.9,111.0,460.0,404.0,71.0,121.0,28.0,3.0,17.0,65.0,4.0,4.0,41.0,60.0,0.3,0.369,0.51,0.879,134.0,0.381,138.0,206.0,10.0,7.0,2.0,6.0,6.0,6/H4,"AS,ROY-5"
Alex Reyes,21.0,STL,NL,-0.1,11.0,15.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.071,0.071,0.071,0.143,-61.0,0.064,-106.0,1.0,1.0,0.0,1.0,0.0,0.0,1,
Brandon Moss*,32.0,STL,NL,0.8,128.0,464.0,413.0,66.0,93.0,19.0,2.0,28.0,67.0,1.0,0.0,39.0,141.0,0.225,0.3,0.484,0.784,106.0,0.337,104.0,200.0,8.0,7.0,0.0,5.0,3.0,37H9,
Brayan Peña#,34.0,STL,NL,-0.2,9.0,14.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.154,0.214,0.231,0.445,20.0,0.203,8.0,3.0,0.0,0.0,0.0,0.0,0.0,/H23,
Carlos Martínez,24.0,STL,NL,0.5,31.0,65.0,59.0,5.0,14.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.237,0.246,0.254,0.5,35.0,0.243,32.0,15.0,1.0,1.0,4.0,1.0,0.0,1/H,
Carson Kelly,21.0,STL,NL,0.0,10.0,14.0,13.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.154,0.214,0.231,0.445,20.0,0.27,56.0,3.0,0.0,1.0,0.0,0.0,0.0,2,
Dean Kiekhefer*,27.0,STL,NL,0.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-145.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Eric Fryer,30.0,STL,NL,0.7,24.0,41.0,38.0,7.0,14.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0,7.0,0.368,0.415,0.421,0.836,126.0,0.354,125.0,16.0,0.0,0.0,0.0,0.0,0.0,2/H,
