Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Andrew Lambo*,27.0,OAK,AL,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,/H,
Andrew Triggs,27.0,OAK,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Arismendy Alcántara#,24.0,OAK,AL,-0.3,16.0,19.0,19.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,0.211,0.211,0.263,0.474,30.0,0.161,12.0,5.0,1.0,0.0,0.0,0.0,0.0,/H846D9,
Billy Burns#,26.0,OAK,AL,-0.5,73.0,292.0,274.0,32.0,64.0,11.0,4.0,0.0,12.0,14.0,3.0,10.0,30.0,0.234,0.27,0.303,0.573,58.0,0.259,49.0,83.0,3.0,4.0,3.0,1.0,2.0,8/9H,
Billy Butler,30.0,OAK,AL,0.0,85.0,242.0,221.0,24.0,61.0,16.0,0.0,4.0,31.0,0.0,0.0,19.0,34.0,0.276,0.331,0.403,0.733,101.0,0.325,103.0,89.0,13.0,0.0,0.0,2.0,1.0,DH3,
Brett Eibner,27.0,OAK,AL,-0.8,44.0,123.0,109.0,10.0,18.0,4.0,1.0,3.0,12.0,0.0,2.0,13.0,27.0,0.165,0.252,0.303,0.555,52.0,0.245,50.0,33.0,2.0,0.0,0.0,1.0,0.0,89/H7D,
Bruce Maxwell*,25.0,OAK,AL,0.5,33.0,101.0,92.0,8.0,26.0,6.0,1.0,1.0,14.0,0.0,0.0,8.0,24.0,0.283,0.337,0.402,0.739,103.0,0.32,99.0,37.0,2.0,0.0,0.0,1.0,0.0,2/HD,
Chad Pinder,24.0,OAK,AL,-0.4,22.0,55.0,51.0,4.0,12.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,14.0,0.235,0.273,0.373,0.645,76.0,0.272,64.0,19.0,1.0,0.0,0.0,1.0,0.0,4/H6D,
Chris Coghlan*,31.0,OAK,AL,-1.3,51.0,172.0,158.0,14.0,23.0,5.0,0.0,5.0,14.0,1.0,1.0,13.0,47.0,0.146,0.215,0.272,0.487,33.0,0.213,21.0,43.0,2.0,1.0,0.0,0.0,1.0,459/7HD,
Coco Crisp#,36.0,OAK,AL,0.2,102.0,434.0,393.0,45.0,92.0,24.0,4.0,11.0,47.0,7.0,5.0,37.0,65.0,0.234,0.299,0.399,0.698,90.0,0.312,94.0,157.0,6.0,0.0,2.0,2.0,2.0,78D/H,
Daniel Mengden,23.0,OAK,AL,-0.1,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Danny Coulombe*,26.0,OAK,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Danny Valencia,31.0,OAK,AL,1.2,130.0,517.0,471.0,72.0,135.0,22.0,1.0,17.0,51.0,1.0,1.0,41.0,115.0,0.287,0.346,0.446,0.792,116.0,0.351,122.0,210.0,11.0,3.0,0.0,2.0,1.0,593/DH7,
Fernando Rodriguez Jr.,32.0,OAK,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
