Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Albert Johansson,DET,D,77,5,7,12,-9.0,69,20:49,0,0,96,5.2,,,,,,0,0,0.0
Andrew Copp,DET,C,62,15,37,52,1.0,16,17:41,2,14,161,9.3,,,,,,1,1,100.0
Axel Sandin-Pellikka,DET,D,67,9,15,24,12.0,73,22:27,0,1,79,11.4,,,,,,0,0,0.0
Ben Chiarot,DET,D,63,6,8,14,-10.0,8,12:43,0,0,65,9.2,,,,,,0,0,0.0
Carter Mazur,DET,LW,11,1,0,1,-3.0,14,13:28,0,0,15,6.7,,,,,,0,0,0.0
David Perron LW *,DET,,12,0,1,1,-5.0,2,12:17,0,0,17,0.0,,,,,,0,0,0.0
Dominik Shine,DET,RW,11,2,2,4,-3.0,0,11:30,0,2,11,18.2,,,,,,0,0,0.0
Dylan Larkin,DET,C,75,25,48,73,4.0,20,18:49,7,19,161,15.5,,,,,,4,2,50.0
Elmer Soderblom,DET,LW,12,1,2,3,-5.0,4,19:55,0,0,15,6.7,,,,,,0,0,0.0
Emmitt Finnie,DET,C,67,15,15,30,-14.0,14,11:50,7,4,96,15.6,,,,,,2,1,50.0
Erik Gustafsson,DET,D,5,0,0,0,0.0,0,6:58,0,0,2,0.0,,,,,,0,0,0.0
J.T. Compher,DET,LW,77,12,16,28,-10.0,6,15:27,4,4,115,10.4,,,,,,0,0,0.0
Jacob Bernard-Docker,DET,D,15,2,4,6,-3.0,6,11:59,1,0,20,10.0,,,,,,0,0,0.0
James van Riemsdyk,DET,LW,74,9,33,42,5.0,24,16:32,1,7,106,8.5,,,,,,0,0,0.0
John Leonard,DET,LW,61,1,4,5,3.0,25,14:51,0,0,41,2.4,,,,,,0,0,0.0
Jonatan Berggren,DET,RW,28,2,5,7,-7.0,4,11:03,0,3,31,6.5,,,,,,0,0,0.0
Justin Faulk D *,DET,,16,3,0,3,0.0,7,7:00,0,0,11,27.3,,,,,,0,0,0.0
Lucas Raymond,DET,LW,77,39,42,81,9.0,17,18:30,14,8,271,14.4,,,,,,2,0,0.0
Marco Kasper,DET,C,65,7,14,21,-20.0,18,16:18,1,6,65,10.8,,,,,,0,0,0.0
Mason Appleton,DET,C,76,8,10,18,-17.0,33,13:49,1,1,123,6.5,,,,,,0,0,0.0
Michael Brandsegg-Nygard,DET,RW,25,0,2,2,-10.0,29,14:16,0,0,19,0.0,,,,,,0,0,0.0
Michael Rasmussen,DET,C,65,6,8,14,-4.0,44,13:31,0,0,63,9.5,,,,,,0,0,0.0
Moritz Seider,DET,D,70,30,29,59,3.0,48,20:11,12,9,214,14.0,,,,,,2,0,0.0
Nate Danielson,DET,C,77,3,7,10,-14.0,14,16:03,0,0,58,5.2,,,,,,0,0,0.0
Patrick Kane,DET,RW,77,9,45,54,20.0,55,25:45,2,22,177,5.1,,,,,,0,0,0.0
Sheldon Dries,DET,C,3,0,0,0,-1.0,0,9:02,0,0,1,0.0,,,,,,0,0,0.0
Simon Edvinsson,DET,D,77,11,15,26,-7.0,25,15:37,0,1,92,12.0,,,,,,0,0,0.0
Total,DET,,2,0,0,0,-2.0,2,18:44,0,0,3,0.0,,,,,,0,0,0.0
Travis Hamonic,DET,D,39,2,1,3,-4.0,12,10:40,0,0,42,4.8,,,,,,0,0,0.0
