Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Fantilli,CBJ,C,77,18,38,56,6.0,14,17:55,6,6,131,13.7,,,,,,3,3,100.0
Boone Jenner,CBJ,C,77,22,33,55,-10.0,34,18:45,4,8,202,10.9,,,,,,8,1,12.5
Brendan Gaunce,CBJ,C,28,4,2,6,0.0,8,11:04,0,0,25,16.0,,,,,,0,0,0.0
Brendan Smith,CBJ,D,18,0,2,2,2.0,0,12:59,0,0,9,0.0,,,,,,0,0,0.0
Charlie Coyle,CBJ,C,71,26,38,64,8.0,32,18:47,6,16,202,12.9,,,,,,8,6,75.0
Cole Sillinger,CBJ,C,73,12,23,35,0.0,12,17:15,1,9,121,9.9,,,,,,1,0,0.0
Conor Garland RW *,CBJ,,69,5,5,10,-16.0,31,16:24,0,0,64,7.8,,,,,,0,0,0.0
Damon Severson,CBJ,D,76,8,25,33,4.0,37,15:16,0,1,128,6.3,,,,,,0,0,0.0
Dante Fabbro,CBJ,D,63,4,8,12,0.0,4,12:20,0,0,52,7.7,,,,,,0,0,0.0
Danton Heinen LW *,CBJ,,16,5,2,7,-3.0,0,13:06,1,0,26,19.2,,,,,,0,0,0.0
Denton Mateychuk,CBJ,D,77,9,21,30,17.0,30,24:48,1,4,142,6.3,,,,,,0,0,0.0
Dmitri Voronkov,CBJ,LW,71,8,24,32,18.0,45,21:04,1,3,93,8.6,,,,,,0,0,0.0
Dysin Mayo,CBJ,D,5,1,0,1,-1.0,0,10:15,0,0,6,16.7,,,,,,0,0,0.0
Egor Chinakhov,CBJ,RW,25,2,4,6,-1.0,12,11:54,0,0,29,6.9,,,,,,0,0,0.0
Egor Zamula D *,CBJ,,37,0,2,2,-7.0,6,10:18,0,0,24,0.0,,,,,,0,0,0.0
Erik Gudbranson,CBJ,D,27,1,4,5,-1.0,12,9:44,0,0,17,5.9,,,,,,0,0,0.0
Isac Lundestrom,CBJ,C,49,8,6,14,-5.0,24,12:07,0,0,65,12.3,,,,,,0,0,0.0
Ivan Provorov,CBJ,D,63,17,15,32,-1.0,59,13:56,7,2,110,15.5,,,,,,0,0,0.0
Jake Christiansen,CBJ,D,32,1,2,3,6.0,17,17:53,0,0,31,3.2,,,,,,0,0,0.0
Kent Johnson,CBJ,C,61,15,11,26,13.0,101,14:13,0,0,93,16.1,,,,,,0,0,0.0
Kirill Marchenko,CBJ,RW,70,21,57,78,10.0,16,26:27,3,17,234,9.0,,,,,,0,0,0.0
Luca Del Bel Belluz,CBJ,C,3,0,1,1,1.0,0,8:24,0,0,5,0.0,,,,,,0,0,0.0
Luca Pinelli,CBJ,C,14,0,1,1,-2.0,4,9:05,0,0,11,0.0,,,,,,0,0,0.0
Mason Marchment LW *,CBJ,,70,13,17,30,13.0,8,19:10,1,1,80,16.3,,,,,,0,0,0.0
Mathieu Olivier,CBJ,RW,34,14,14,28,17.0,28,17:35,3,1,63,22.2,,,,,,0,0,0.0
Mikael Pyyhtia,CBJ,LW,15,0,2,2,-1.0,11,11:04,0,0,10,0.0,,,,,,0,0,0.0
Miles Wood,CBJ,LW,71,7,14,21,-6.0,18,13:25,1,1,108,6.5,,,,,,6,4,66.7
Sean Monahan,CBJ,C,62,11,24,35,0.0,42,16:08,1,2,118,9.3,,,,,,0,0,0.0
Total,CBJ,,3,0,0,0,-1.0,0,13:46,0,0,6,0.0,,,,,,0,0,0.0
Zachary Aston-Reese,CBJ,LW,29,3,3,6,-6.0,6,10:18,0,0,36,8.3,,,,,,0,0,0.0
