Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Angus Crookshank,NJD,C,8,1,0,1,1,4,516.375,0,0,0,0,0,4,0.25,1,1,0.33333,2025-2026
Arseny Gritsyuk,NJD,R,66,13,18,31,-3,26,910.4545,2,3,0,0,0,149,0.08724,11,26,0.30769,2025-2026
Brenden Dillon,NJD,D,77,3,12,15,-9,89,1071.7532,0,0,0,0,2,50,0.06,3,14,,2025-2026
Brett Pesce,NJD,D,37,1,6,7,-11,6,1218.2972,0,0,0,0,0,45,0.02222,1,7,,2025-2026
Brian Halonen,NJD,L,11,1,0,1,-1,7,429.6363,0,0,0,0,1,6,0.16666,1,1,,2025-2026
Cody Glass,NJD,C,65,17,7,24,2,39,815.8461,1,1,0,0,3,98,0.17346,16,22,0.54289,2025-2026
Colton White,NJD,D,23,0,4,4,2,2,735.3478,0,0,0,0,0,14,0.0,0,4,,2025-2026
Connor Brown,NJD,R,70,17,23,40,2,22,1047.7857,4,4,1,0,1,108,0.1574,12,31,0.31818,2025-2026
Dawson Mercer,NJD,C,77,18,21,39,1,33,1093.4025,4,3,2,0,1,147,0.12244,12,30,0.39041,2025-2026
Dennis Cholowski,NJD,D,15,0,1,1,-5,2,867.7333,0,0,0,0,0,10,0.0,0,1,,2025-2026
Dennis Cholowski,NJD,D,15,0,1,1,-5,2,867.7333,0,0,0,0,0,10,0.0,0,1,,2025-2026
Dougie Hamilton,NJD,D,72,12,23,35,-1,48,1295.6666,4,9,0,0,3,191,0.06282,8,22,,2025-2026
Evgenii Dadonov,NJD,L,23,1,0,1,-4,2,638.0434,0,0,0,0,0,20,0.05,1,1,0.0,2025-2026
Jack Hughes,NJD,C,56,25,47,72,4,6,1275.2857,4,18,1,1,5,210,0.11904,20,49,0.36592,2025-2026
Jesper Bratt,NJD,L,77,20,48,68,-9,12,1126.6233,5,15,1,1,3,167,0.11976,14,46,0.3,2025-2026
Johnathan Kovacevic,NJD,D,29,0,7,7,0,38,1060.7586,0,0,0,0,0,28,0.0,0,7,,2025-2026
Johnathan Kovacevic,NJD,D,29,0,7,7,0,38,1060.7586,0,0,0,0,0,28,0.0,0,7,,2025-2026
Jonas Siegenthaler,NJD,D,77,0,13,13,-10,48,1169.7532,0,0,0,0,0,57,0.0,0,11,,2025-2026
Juho Lammikko,NJD,C,24,0,2,2,-4,4,592.5,0,0,0,0,0,15,0.0,0,2,0.49107,2025-2026
Lenni Hameenaho,NJD,R,29,2,5,7,-1,8,732.4137,0,0,0,0,0,40,0.05,2,7,0.0,2025-2026
Luke Glendening,NJD,C,65,1,7,8,-10,8,620.4769,0,0,0,0,0,46,0.02173,1,7,0.5257,2025-2026
Luke Hughes,NJD,D,67,6,29,35,-3,32,1379.6567,2,11,0,0,1,147,0.04081,4,22,,2025-2026
Maksim Tsyplakov,NJD,R,48,2,2,4,-16,6,543.8541,0,0,0,0,0,41,0.04878,2,4,0.47368,2025-2026
Marc McLaughlin,NJD,C,2,0,0,0,0,0,348.5,0,0,0,0,0,0,,0,0,0.4,2025-2026
Nathan Légaré,NJD,R,1,0,0,0,0,0,495.0,0,0,0,0,0,0,,0,0,0.0,2025-2026
Nick Bjugstad,NJD,C,56,6,3,9,-12,33,649.4285,0,0,1,0,1,75,0.08,5,8,0.49266,2025-2026
Nico Hischier,NJD,C,77,26,36,62,-4,29,1248.3636,10,12,0,2,5,200,0.13,16,40,0.56056,2025-2026
Ondrej Palat,NJD,L,77,5,9,14,-11,14,773.3766,1,1,0,0,0,83,0.06024,4,12,0.4375,2025-2026
Paul Cotter,NJD,L,74,8,6,14,-21,19,639.7432,0,1,0,1,2,56,0.14285,8,13,0.53225,2025-2026
Seamus Casey,NJD,D,2,0,0,0,-3,0,1080.5,0,0,0,0,0,4,0.0,0,0,,2025-2026
Shane Lachance,NJD,L,1,0,0,0,0,0,445.0,0,0,0,0,0,0,,0,0,1.0,2025-2026
Simon Nemec,NJD,D,63,11,15,26,-3,24,1172.2698,1,1,0,3,3,94,0.11702,10,24,,2025-2026
Stefan Noesen,NJD,R,38,3,4,7,-12,33,705.2631,1,2,0,0,1,52,0.05769,2,4,0.48484,2025-2026
Timo Meier,NJD,R,72,24,18,42,-12,22,1114.1527,6,4,0,0,5,256,0.09375,18,32,0.45967,2025-2026
Xavier Parent,NJD,C,5,0,0,0,-1,2,514.4,0,0,0,0,0,2,0.0,0,0,,2025-2026
Zack MacEwen,NJD,R,3,0,0,0,0,0,380.0,0,0,0,0,0,4,0.0,0,0,0.0,2025-2026
