Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Ginning,PHI,D,24,0,1,1,-3.0,33,8:04,0,0,13,0.0,,,,,,0,0,0.0
Alex Bump,PHI,LW,51,1,9,10,2.0,15,13:39,0,0,26,3.8,,,,,,0,0,0.0
Bobby Brink,PHI,RW,74,8,22,30,-7.0,33,21:34,1,6,95,8.4,,,,,,0,0,0.0
Cam York,PHI,D,55,13,13,26,-5.0,20,15:29,3,3,90,14.4,,,,,,3,1,33.3
Carl Grundstrom,PHI,RW,55,4,10,14,-7.0,46,11:17,0,0,32,12.5,,,,,,0,0,0.0
Christian Dvorak,PHI,C,77,28,22,50,-7.0,30,16:52,3,4,214,13.1,,,,,,0,0,0.0
Denver Barkey,PHI,C,70,4,22,26,0.0,28,22:33,1,6,89,4.5,,,,,,0,0,0.0
Egor Zamula,PHI,D,63,1,2,3,-8.0,59,10:20,0,0,33,3.0,,,,,,0,0,0.0
Emil Andrae,PHI,D,46,9,4,13,7.0,19,11:49,0,0,55,16.4,,,,,,0,0,0.0
Garnet Hathaway,PHI,RW,4,1,2,3,2.0,4,16:53,1,0,20,5.0,,,,,,0,0,0.0
Garrett Wilson,PHI,LW,3,0,0,0,1.0,0,15:00,0,0,1,0.0,,,,,,0,0,0.0
Jacob Gaucher,PHI,C,5,0,0,0,0.0,0,15:20,0,0,2,0.0,,,,,,0,0,0.0
Jamie Drysdale,PHI,D,74,10,22,32,-7.0,30,16:44,0,1,113,8.9,,,,,,0,0,0.0
Jett Luchanko,PHI,C,2,0,0,0,-1.0,5,9:04,0,0,2,0.0,,,,,,0,0,0.0
Lane Pederson,PHI,C,3,0,0,0,-1.0,0,8:46,0,0,3,0.0,,,,,,0,0,0.0
Luke Glendening C *,PHI,,75,2,6,8,-2.0,34,17:41,0,0,89,2.2,,,,,,0,0,0.0
Matvei Michkov,PHI,RW,77,17,26,43,23.0,42,16:18,3,6,120,14.2,,,,,,0,0,0.0
Nick Seeler,PHI,D,14,4,4,8,4.0,2,12:30,0,0,20,20.0,,,,,,0,0,0.0
Nicolas Deslauriers,PHI,LW,13,0,1,1,4.0,4,14:01,0,0,9,0.0,,,,,,0,0,0.0
Nikita Grebenkin,PHI,RW,24,11,3,14,7.0,18,17:20,3,0,49,22.4,,,,,,0,0,0.0
Noah Cates,PHI,LW,76,17,32,49,8.0,25,18:30,3,2,144,11.8,,,,,,1,0,0.0
Noah Juulsen,PHI,D,42,3,7,10,-1.0,22,10:30,0,0,43,7.0,,,,,,0,0,0.0
Owen Tippett,PHI,RW,77,23,39,62,0.0,56,18:46,8,12,160,14.4,,,,,,11,6,54.5
Porter Martone,PHI,RW,13,1,3,4,1.0,4,12:06,0,0,16,6.3,,,,,,0,0,0.0
Rasmus Ristolainen,PHI,D,56,2,11,13,14.0,22,15:21,0,1,35,5.7,,,,,,0,0,0.0
Rodrigo Abols,PHI,C,40,1,11,12,7.0,14,21:20,0,1,55,1.8,,,,,,0,0,0.0
Sean Couturier,PHI,C,77,10,25,35,11.0,20,24:16,1,2,90,11.1,,,,,,0,0,0.0
Total,PHI,,4,0,0,0,-3.0,2,8:58,0,0,1,0.0,,,,,,0,0,0.0
Travis Sanheim,PHI,D,76,17,26,43,-6.0,69,14:51,4,8,148,11.5,,,,,,11,4,36.4
Trevor Zegras,PHI,C,73,27,39,66,13.0,59,19:14,2,12,164,16.5,,,,,,5,1,20.0
Ty Murchison,PHI,D,5,0,0,0,0.0,0,8:51,0,0,0,0.0,,,,,,0,0,0.0
Tyson Foerster,PHI,RW,38,5,9,14,-10.0,14,13:22,1,3,39,12.8,,,,,,0,0,0.0
