Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Gaudette,SJ,RW,75,3,31,34,-28.0,44,21:17,1,15,81,3.7,,,,,,0,0,0.0
Alexander Wennberg,SJ,C,62,22,32,54,-2.0,16,18:15,8,8,152,14.5,,,,,,2,0,0.0
Barclay Goodrow,SJ,C,32,6,7,13,-8.0,14,12:20,2,2,56,10.7,,,,,,0,0,0.0
Collin Graf,SJ,RW,71,13,33,46,-33.0,30,18:44,3,11,164,7.9,,,,,,1,1,100.0
Dmitry Orlov,SJ,D,74,20,23,43,5.0,10,16:23,0,1,111,18.0,,,,,,1,0,0.0
Ethan Cardwell,SJ,RW,3,0,1,1,1.0,0,8:52,0,0,2,0.0,,,,,,0,0,0.0
Igor Chernyshov,SJ,LW,38,7,10,17,-1.0,8,12:49,1,1,46,15.2,,,,,,0,0,0.0
Jeff Skinner,SJ,LW,65,1,12,13,-1.0,18,16:42,0,0,70,1.4,,,,,,0,0,0.0
John Klingberg,SJ,D,62,17,8,25,-7.0,20,11:33,3,3,91,18.7,,,,,,0,0,0.0
Kiefer Sherwood LW *,SJ,,22,9,1,10,-1.0,10,13:37,4,0,42,21.4,,,,,,0,0,0.0
Mario Ferraro,SJ,D,54,10,14,24,-17.0,24,20:30,5,4,79,12.7,,,,,,0,0,0.0
Michael Misa,SJ,C,42,7,13,20,0.0,16,15:30,0,2,61,11.5,,,,,,2,1,50.0
Nick Leddy,SJ,D,52,4,3,7,-8.0,45,9:59,0,0,39,10.3,,,,,,0,0,0.0
Patrick Giles,SJ,RW,50,3,0,3,-12.0,37,7:48,0,0,25,12.0,,,,,,0,0,0.0
Pavol Regenda,SJ,LW,43,2,9,11,-16.0,20,14:17,0,0,47,4.3,,,,,,0,0,0.0
Philipp Kurashev,SJ,C,75,6,15,21,0.0,33,20:54,0,0,83,7.2,,,,,,0,0,0.0
Ryan Reaves,SJ,RW,21,0,3,3,-4.0,12,16:29,0,0,10,0.0,,,,,,0,0,0.0
Sam Dickinson,SJ,D,22,5,9,14,1.0,4,15:07,1,2,36,13.9,,,,,,0,0,0.0
Shakir Mukhamadullin,SJ,D,75,5,7,12,-15.0,71,11:19,0,0,63,7.9,,,,,,0,0,0.0
Timothy Liljegren,SJ,D,44,4,7,11,-4.0,18,16:52,0,0,42,9.5,,,,,,0,0,0.0
Total,SJ,,7,1,0,1,-3.0,2,11:55,0,0,6,16.7,,,,,,0,0,0.0
Ty Dellandrea,SJ,C,43,1,10,11,-7.0,27,20:07,0,2,35,2.9,,,,,,0,0,0.0
Tyler Toffoli,SJ,C,74,18,34,52,-26.0,18,20:31,8,7,89,20.2,,,,,,0,0,0.0
Vincent Desharnais,SJ,D,21,4,4,8,-11.0,26,16:54,1,0,50,8.0,,,,,,0,0,0.0
Vincent Iorio,SJ,D,28,1,6,7,-5.0,6,17:53,0,0,13,7.7,,,,,,0,0,0.0
Will Smith,SJ,C,75,41,65,106,4.0,40,21:25,7,24,265,15.5,,,,,,3,1,33.3
William Eklund,SJ,LW,73,18,29,47,-10.0,10,15:08,6,9,162,11.1,,,,,,1,0,0.0
Zack Ostapchuk,SJ,C,47,1,6,7,3.0,62,17:47,0,0,31,3.2,,,,,,0,0,0.0
