Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Aliaksei Protas,WSH,C,76,18,37,55,2.0,46,18:05,6,14,138,13.0,,,,,,8,4,50.0
Anthony Beauvillier,WSH,LW,71,5,24,29,2.0,12,19:14,0,1,89,5.6,,,,,,0,0,0.0
Bogdan Trineyev,WSH,RW,6,0,0,0,-2.0,0,8:34,0,0,1,0.0,,,,,,0,0,0.0
Brandon Duhaime,WSH,RW,64,2,10,12,2.0,18,16:01,0,0,39,5.1,,,,,,0,0,0.0
Brett Leason,WSH,RW,9,2,1,3,0.0,2,9:32,0,0,9,22.2,,,,,,0,0,0.0
Cole Hutson,WSH,D,31,4,4,8,0.0,4,8:53,0,0,34,11.8,,,,,,2,1,50.0
Connor McMichael,WSH,C,55,10,36,46,11.0,26,22:51,0,9,115,8.7,,,,,,0,0,0.0
David Kampf C *,WSH,,2,0,0,0,0.0,0,10:31,0,0,1,0.0,,,,,,0,0,0.0
Declan Chisholm,WSH,D,10,2,5,7,-4.0,8,17:00,1,4,17,11.8,,,,,,0,0,0.0
Dylan McIlrath,WSH,D,3,0,0,0,0.0,2,15:27,0,0,3,0.0,,,,,,0,0,0.0
Dylan Strome,WSH,C,68,29,29,58,11.0,117,19:34,7,4,145,20.0,,,,,,0,0,0.0
Ethen Frank,WSH,C,78,14,12,26,6.0,30,15:44,1,0,150,9.3,,,,,,6,1,16.7
Hendrix Lapierre,WSH,C,55,4,12,16,-6.0,53,15:33,0,0,48,8.3,,,,,,1,1,100.0
Ivan Miroshnichenko,WSH,LW,26,1,6,7,3.0,4,13:43,0,0,20,5.0,,,,,,0,0,0.0
Jakob Chychrun,WSH,D,78,31,30,61,-5.0,26,17:29,5,13,227,13.7,,,,,,3,0,0.0
John Carlson,WSH,D,72,24,25,49,18.0,20,18:16,0,1,153,15.7,,,,,,1,0,0.0
Justin Sourdif,WSH,RW,71,17,24,41,-3.0,43,14:23,4,10,142,12.0,,,,,,5,1,20.0
Martin Fehervary,WSH,D,62,12,12,24,8.0,18,12:14,2,2,91,13.2,,,,,,2,0,0.0
Matt Roy,WSH,D,77,4,19,23,11.0,35,19:18,0,0,69,5.8,,,,,,0,0,0.0
Nic Dowd,WSH,C,26,5,12,17,-7.0,19,17:19,3,3,39,12.8,,,,,,2,0,0.0
Pierre-Luc Dubois,WSH,LW,75,2,17,19,13.0,12,20:39,0,0,92,2.2,,,,,,0,0,0.0
Rasmus Sandin,WSH,D,74,15,18,33,14.0,35,14:43,3,0,106,14.2,,,,,,0,0,0.0
Ryan Leonard,WSH,RW,74,12,30,42,3.0,30,16:57,2,3,138,8.7,,,,,,4,0,0.0
Sonny Milano,WSH,LW,78,4,5,9,-3.0,78,11:03,0,0,60,6.7,,,,,,0,0,0.0
Timothy Liljegren D *,WSH,,2,0,0,0,-1.0,2,9:04,0,0,0,0.0,,,,,,0,0,0.0
Tom Wilson,WSH,RW,76,25,34,59,17.0,62,23:23,7,10,216,11.6,,,,,,2,0,0.0
Total,WSH,,12,0,0,0,-1.0,10,9:00,0,0,4,0.0,,,,,,0,0,0.0
Trevor van Riemsdyk,WSH,D,73,4,12,16,0.0,31,8:46,0,0,53,7.5,,,,,,0,0,0.0
