Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexander Kerfoot,UTA,C,28,5,5,10,-2,23,726.1785,0,0,0,0,0,24,0.20833,5,10,0.50314,2025-2026
Andrew Agozzino,UTA,L,2,0,0,0,0,0,368.0,0,0,0,0,0,0,,0,0,0.42857,2025-2026
Barrett Hayton,UTA,C,67,10,15,25,3,54,907.3731,4,2,0,0,1,119,0.08403,6,19,0.52638,2025-2026
Brandon Tanev,UTA,L,50,0,3,3,-15,50,562.14,0,0,0,0,0,34,0.0,0,3,0.21428,2025-2026
Clayton Keller,UTA,R,76,25,53,78,22,30,1140.8684,2,21,0,3,5,215,0.11627,23,55,0.36363,2025-2026
Daniil But,UTA,L,29,3,4,7,1,8,748.1724,1,2,0,0,0,43,0.06976,2,4,0.33333,2025-2026
Dmitri Simashev,UTA,D,25,0,1,1,-9,18,921.24,0,0,0,0,0,23,0.0,0,1,,2025-2026
Dylan Guenther,UTA,R,74,38,29,67,7,28,1040.5945,8,13,0,3,6,229,0.16593,30,46,0.41269,2025-2026
Ian Cole,UTA,D,76,3,19,22,17,50,1095.4868,0,0,0,0,0,57,0.05263,3,21,,2025-2026
Jack McBain,UTA,C,75,9,16,25,11,84,830.8,0,0,1,0,1,106,0.0849,8,23,0.51326,2025-2026
JJ Peterka,UTA,R,76,23,21,44,8,28,959.4868,3,2,0,0,3,145,0.15862,20,39,0.33333,2025-2026
John Marino,UTA,D,76,4,30,34,39,16,1216.7368,0,0,1,0,2,52,0.07692,3,33,,2025-2026
Kailer Yamamoto,UTA,R,53,11,10,21,13,14,699.2452,0,0,0,0,2,46,0.23913,11,21,0.41666,2025-2026
Kevin Rooney,UTA,C,1,1,0,1,1,0,584.0,0,0,0,0,0,1,1.0,1,1,0.25,2025-2026
Kevin Stenlund,UTA,C,74,4,14,18,-8,24,873.1756,0,0,1,0,0,62,0.06451,3,16,0.54711,2025-2026
Lawson Crouse,UTA,L,75,21,19,40,22,44,987.8,1,0,1,0,4,129,0.16279,19,37,0.35443,2025-2026
Liam O'Brien,UTA,C,33,3,1,4,-5,43,543.3333,0,0,0,0,0,27,0.11111,3,4,0.625,2025-2026
Logan Cooley,UTA,C,48,22,16,38,6,26,1035.1666,6,2,2,1,3,92,0.23913,14,28,0.44652,2025-2026
MacKenzie Weegar,UTA,D,73,4,21,25,-32,78,1362.8493,0,6,0,0,0,146,0.02739,4,18,,2025-2026
Maveric Lamoureux,UTA,D,5,0,1,1,4,2,879.2,0,0,0,0,0,4,0.0,0,1,,2025-2026
Michael Carcone,UTA,L,73,15,13,28,3,20,754.863,3,1,0,0,0,139,0.10791,12,24,0.44827,2025-2026
Mikhail Sergachev,UTA,D,72,10,45,55,2,40,1458.6666,5,18,0,0,1,146,0.06849,5,30,,2025-2026
Nate Schmidt,UTA,D,76,5,16,21,31,22,1191.8421,0,0,0,0,1,82,0.06097,5,21,,2025-2026
Nick DeSimone,UTA,D,38,2,6,8,6,10,866.4473,0,0,0,0,1,33,0.0606,2,8,,2025-2026
Nick Schmaltz,UTA,C,76,28,40,68,19,26,1181.4473,8,9,1,1,8,185,0.15135,19,50,0.46366,2025-2026
Olli Maatta,UTA,D,37,2,10,12,-6,4,964.8648,0,0,0,0,1,30,0.06666,2,12,,2025-2026
Sean Durzi,UTA,D,55,5,20,25,-13,50,1178.3818,0,4,0,1,2,74,0.06756,5,21,,2025-2026
