Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Laferriere,LA,RW,76,8,31,39,7.0,61,19:46,2,11,151,5.3,,,,,,5,2,40.0
Alex Turcotte,LA,C,76,2,15,17,1.0,20,17:49,0,0,61,3.3,,,,,,0,0,0.0
Andre Lee,LA,LW,17,0,3,3,0.0,2,11:06,0,0,24,0.0,,,,,,0,0,0.0
Andrei Kuzmenko,LA,LW,63,11,16,27,-5.0,8,16:34,0,1,142,7.7,,,,,,7,3,42.9
Angus Booth,LA,D,7,1,1,2,-2.0,0,10:17,0,0,5,20.0,,,,,,0,0,0.0
Anze Kopitar,LA,C,76,19,19,38,-1.0,16,18:08,2,2,191,9.9,,,,,,1,0,0.0
Artemi Panarin LW *,LA,,52,13,12,25,-4.0,16,14:54,8,5,69,18.8,,,,,,2,0,0.0
Brandt Clarke,LA,D,56,18,22,40,-11.0,34,19:07,4,13,147,12.2,,,,,,9,1,11.1
Brian Dumoulin,LA,D,74,4,15,19,4.0,20,20:26,0,0,58,6.9,,,,,,0,0,0.0
Cody Ceci,LA,D,62,3,11,14,-8.0,21,10:49,0,0,67,4.5,,,,,,0,0,0.0
Corey Perry,LA,RW,61,12,24,36,17.0,10,19:01,5,7,89,13.5,,,,,,2,0,0.0
Drew Doughty,LA,D,61,11,12,23,0.0,30,14:05,1,0,82,13.4,,,,,,2,0,0.0
Jacob Moverare,LA,D,1,1,0,1,1.0,0,12:18,0,0,1,100.0,,,,,,0,0,0.0
Jared Wright,LA,RW,30,0,5,5,3.0,6,16:19,0,0,42,0.0,,,,,,0,0,0.0
Jeff Malott,LA,LW,76,1,8,9,-9.0,16,17:29,0,0,56,1.8,,,,,,0,0,0.0
Joel Armia,LA,RW,20,8,15,23,8.0,6,20:59,2,4,56,14.3,,,,,,3,1,33.3
Joel Edmundson,LA,D,66,5,17,22,1.0,36,23:06,0,1,93,5.4,,,,,,0,0,0.0
Kenny Connors,LA,C,8,0,0,0,0.0,0,10:49,0,0,5,0.0,,,,,,0,0,0.0
Kevin Fiala,LA,LW,73,20,24,44,-6.0,44,20:00,4,7,163,12.3,,,,,,2,0,0.0
Mathieu Joseph RW *,LA,,15,0,0,0,-4.0,0,8:46,0,0,7,0.0,,,,,,0,0,0.0
Mikey Anderson,LA,D,76,2,19,21,10.0,25,18:26,0,2,92,2.2,,,,,,0,0,0.0
Phillip Danault,LA,C,15,4,2,6,-2.0,12,16:07,1,1,30,13.3,,,,,,0,0,0.0
Quinton Byfield,LA,RW,75,32,37,69,12.0,56,19:19,4,8,209,15.3,,,,,,12,4,33.3
Samuel Helenius,LA,C,47,7,2,9,-6.0,14,14:45,0,0,78,9.0,,,,,,1,0,0.0
Scott Laughton C *,LA,,30,3,4,7,1.0,7,9:50,0,0,33,9.1,,,,,,0,0,0.0
Taylor Ward,LA,RW,47,5,4,9,-5.0,41,8:06,0,0,36,13.9,,,,,,0,0,0.0
Total,LA,,2,0,0,0,-1.0,0,8:39,0,0,5,0.0,,,,,,0,0,0.0
Trevor Moore,LA,LW,50,11,17,28,-1.0,59,14:18,4,7,87,12.6,,,,,,3,0,0.0
Warren Foegele,LA,LW,56,3,6,9,-8.0,53,8:50,0,0,51,5.9,,,,,,0,0,0.0
