Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Lowry,WPG,C,64,5,15,20,-1,26,895.3281,0,0,1,0,1,66,0.07575,4,18,0.54747,2025-2026
Alex Iafallo,WPG,L,76,12,15,27,3,14,928.7105,2,3,0,0,3,104,0.11538,10,21,0.43243,2025-2026
Brad Lambert,WPG,C,19,2,3,5,-1,2,620.7368,0,1,0,0,0,19,0.10526,2,4,0.0,2025-2026
Cole Koepke,WPG,L,60,7,8,15,0,16,613.25,0,0,1,0,1,76,0.0921,6,14,0.0,2025-2026
Cole Perfetti,WPG,C,62,12,19,31,-3,20,939.8225,3,3,0,1,3,130,0.0923,9,25,0.44444,2025-2026
Colin Miller,WPG,D,15,0,1,1,-8,6,825.4666,0,0,0,0,0,16,0.0,0,1,,2025-2026
Danil Zhilkin,WPG,C,6,0,1,1,3,0,455.0,0,0,0,0,0,4,0.0,0,1,0.36,2025-2026
Dylan DeMelo,WPG,D,76,3,16,19,13,36,1289.3026,0,0,0,0,0,71,0.04225,3,17,,2025-2026
Dylan Samberg,WPG,D,60,1,13,14,7,12,1308.9333,0,0,0,0,0,78,0.01282,1,14,,2025-2026
Elias Salomonsson,WPG,D,32,1,4,5,-6,12,1077.75,0,1,0,0,0,37,0.02702,1,4,,2025-2026
Gabriel Vilardi,WPG,C,76,28,34,62,-6,22,1131.2894,11,9,0,0,2,142,0.19718,17,42,0.42268,2025-2026
Gustav Nyquist,WPG,R,51,1,11,12,-8,10,760.7254,0,5,0,0,0,62,0.01612,1,7,0.4,2025-2026
Haydn Fleury,WPG,D,33,1,1,2,-15,10,831.3636,0,0,0,0,0,22,0.04545,1,2,,2025-2026
Isaak Phillips,WPG,D,3,0,0,0,0,2,571.0,0,0,0,0,0,3,0.0,0,0,,2025-2026
Isak Rosen,WPG,R,31,5,4,9,-3,0,690.1935,0,2,0,0,0,27,0.18518,5,7,1.0,2025-2026
Jacob Bryson,WPG,D,45,2,5,7,-7,10,628.8222,0,0,0,0,0,18,0.11111,2,7,,2025-2026
Jonathan Toews,WPG,C,76,9,16,25,-16,34,867.6447,4,2,0,0,0,100,0.09,5,19,0.61147,2025-2026
Josh Morrissey,WPG,D,71,13,39,52,12,26,1487.7042,2,12,0,1,2,131,0.09923,11,38,,2025-2026
Kyle Connor,WPG,L,76,36,51,87,3,16,1295.5131,3,14,2,2,4,247,0.14574,31,67,0.0,2025-2026
Logan Stanley,WPG,D,72,9,14,23,0,126,1003.4583,0,1,0,0,1,91,0.0989,9,22,,2025-2026
Luke Schenn,WPG,D,48,1,6,7,-13,41,822.0625,0,0,0,0,0,34,0.02941,1,7,,2025-2026
Mark Scheifele,WPG,C,76,34,60,94,4,37,1293.9868,7,11,0,1,6,163,0.20858,27,75,0.46838,2025-2026
Morgan Barron,WPG,C,65,11,12,23,5,31,768.0,0,0,2,0,2,92,0.11956,9,21,0.46153,2025-2026
Neal Pionk,WPG,D,48,3,8,11,3,35,1364.8541,1,1,0,0,1,91,0.03296,2,9,,2025-2026
Nikita Chibrikov,WPG,R,8,0,0,0,0,12,551.75,0,0,0,0,0,5,0.0,0,0,,2025-2026
Nino Niederreiter,WPG,R,55,8,11,19,-4,14,834.3818,1,4,0,0,2,76,0.10526,7,14,0.5,2025-2026
Parker Ford,WPG,C,15,0,1,1,-2,4,585.0,0,0,0,0,0,10,0.0,0,1,0.45454,2025-2026
Tanner Pearson,WPG,L,54,7,7,14,9,27,645.2037,0,0,0,0,2,52,0.13461,7,14,0.2,2025-2026
Ville Heinola,WPG,D,3,0,0,0,0,0,794.0,0,0,0,0,0,5,0.0,0,0,,2025-2026
Walker Duehr,WPG,R,3,0,0,0,-1,0,570.0,0,0,0,0,0,2,0.0,0,0,0.0,2025-2026
