Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Auston Matthews,TOR,C,74,23,40,63,-22.0,29,18:51,6,9,135,17.0,,,,,,0,0,0.0
Bo Groulx,TOR,C,54,0,7,7,6.0,37,19:29,0,0,65,0.0,,,,,,0,0,0.0
Bobby McMann,TOR,C,75,11,24,35,-24.0,91,14:54,2,6,109,10.1,,,,,,0,0,0.0
Brandon Carlo,TOR,D,52,6,2,8,-10.0,8,11:45,0,0,44,13.6,,,,,,0,0,0.0
Calle Jarnkrok,TOR,C,43,8,4,12,-3.0,17,13:39,0,0,53,15.1,,,,,,0,0,0.0
Chris Tanev,TOR,D,37,0,2,2,-8.0,20,14:25,0,0,41,0.0,,,,,,0,0,0.0
Dakota Joshua,TOR,C,59,5,15,20,0.0,10,14:45,1,0,55,9.1,,,,,,0,0,0.0
Dakota Mermis,TOR,D,11,0,2,2,8.0,0,17:58,0,0,8,0.0,,,,,,0,0,0.0
Easton Cowan,TOR,RW,73,15,16,31,-10.0,8,12:35,2,2,118,12.7,,,,,,0,0,0.0
Henry Thrun,TOR,D,6,0,0,0,-3.0,33,5:22,0,0,1,0.0,,,,,,0,0,0.0
Jacob Quillan,TOR,C,11,1,0,1,-3.0,11,13:01,0,0,5,20.0,,,,,,0,0,0.0
Jake McCabe,TOR,D,61,10,16,26,-1.0,43,14:19,1,3,87,11.5,,,,,,0,0,0.0
John Tavares,TOR,C,60,26,46,72,-10.0,16,19:16,6,13,142,18.3,,,,,,3,1,33.3
Marshall Rifai,TOR,D,18,0,1,1,-3.0,2,9:45,0,0,10,0.0,,,,,,0,0,0.0
Matias Maccelli,TOR,LW,73,8,30,38,-4.0,58,20:37,0,8,104,7.7,,,,,,0,0,0.0
Matt Benning,TOR,D,4,0,0,0,-1.0,0,14:51,0,0,4,0.0,,,,,,0,0,0.0
Matthew Knies,TOR,LW,77,30,38,68,-27.0,28,18:06,11,7,184,16.3,,,,,,1,0,0.0
Max Domi,TOR,C,73,10,25,35,-15.0,25,21:12,1,5,133,7.5,,,,,,0,0,0.0
Michael Pezzetta,TOR,LW,1,0,0,0,0.0,0,9:40,0,0,1,0.0,,,,,,0,0,0.0
Morgan Rielly,TOR,D,66,14,24,38,-19.0,16,14:36,2,6,86,16.3,,,,,,0,0,0.0
Nicholas Robertson,TOR,LW,60,19,13,32,-3.0,40,15:19,2,2,125,15.2,,,,,,0,0,0.0
Nicolas Roy,TOR,C,75,5,19,24,9.0,64,22:28,0,0,73,6.8,,,,,,0,0,0.0
Oliver Ekman-Larsson,TOR,D,60,27,26,53,-4.0,18,20:48,5,7,227,11.9,,,,,,3,2,66.7
Philippe Myers,TOR,D,8,1,2,3,-2.0,4,8:17,0,0,7,14.3,,,,,,0,0,0.0
Sammy Blais LW *,TOR,,68,0,5,5,-19.0,41,17:11,0,0,51,0.0,,,,,,0,0,0.0
Scott Laughton,TOR,C,54,3,10,13,-7.0,12,19:46,0,0,58,5.2,,,,,,0,0,0.0
Simon Benoit,TOR,D,12,3,2,5,4.0,0,15:50,0,0,15,20.0,,,,,,0,0,0.0
Steven Lorentz,TOR,C,54,10,8,18,-2.0,49,12:19,0,0,51,19.6,,,,,,0,0,0.0
Total,TOR,,1,0,0,0,0.0,0,12:26,0,0,0,0.0,,,,,,0,0,0.0
Troy Stecher D *,TOR,,66,6,10,16,1.0,12,11:40,0,0,63,9.5,,,,,,0,0,0.0
