Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Klapka,CGY,RW,32,6,11,17,-9.0,2,14:40,1,4,64,9.4,,,,,,3,0,0.0
Blake Coleman,CGY,LW,76,18,18,36,-7.0,26,16:51,1,2,129,14.0,,,,,,1,0,0.0
Brayden Pachal,CGY,D,28,1,5,6,1.0,4,15:24,0,1,28,3.6,,,,,,0,0,0.0
Brennan Othmann LW *,CGY,,20,1,1,2,1.0,2,9:49,0,0,11,9.1,,,,,,2,0,0.0
Connor Zary,CGY,C,50,10,15,25,-9.0,41,18:07,3,4,83,12.0,,,,,,1,0,0.0
Daniil Miromanov,CGY,D,2,0,0,0,-1.0,2,9:51,0,0,2,0.0,,,,,,0,0,0.0
Dryden Hunt,CGY,LW,16,1,1,2,-7.0,16,15:57,0,0,16,6.3,,,,,,0,0,0.0
Hunter Brzustewicz,CGY,D,25,0,6,6,1.0,10,22:39,0,0,30,0.0,,,,,,0,0,0.0
Jake Bean,CGY,D,2,1,1,2,-4.0,0,11:03,0,1,2,50.0,,,,,,0,0,0.0
Joel Farabee,CGY,LW,75,17,23,40,-27.0,24,16:33,7,6,184,9.2,,,,,,2,0,0.0
Joel Hanley,CGY,D,57,4,5,9,-4.0,59,9:02,0,0,53,7.5,,,,,,0,0,0.0
John Beecher C *,CGY,,14,2,4,6,-1.0,0,14:37,0,0,30,6.7,,,,,,0,0,0.0
Jonathan Huberdeau,CGY,LW,72,14,14,28,-20.0,10,16:10,4,3,134,10.4,,,,,,3,1,33.3
Justin Kirkland,CGY,C,20,1,2,3,-4.0,15,10:16,0,0,19,5.3,,,,,,0,0,0.0
Kevin Bahl,CGY,D,60,3,18,21,-35.0,69,23:06,0,5,125,2.4,,,,,,0,0,0.0
MacKenzie Weegar,CGY,D,69,11,13,24,-11.0,18,14:24,2,5,99,11.1,,,,,,1,0,0.0
Martin Pospisil,CGY,C,18,2,2,4,1.0,2,12:20,0,0,22,9.1,,,,,,0,0,0.0
Matt Coronato,CGY,RW,76,21,20,41,-14.0,28,15:21,7,8,128,16.4,,,,,,6,3,50.0
Matvei Gridin,CGY,RW,75,4,14,18,2.0,47,22:13,0,1,57,7.0,,,,,,0,0,0.0
Mikael Backlund,CGY,C,61,12,29,41,-27.0,24,19:21,2,11,175,6.9,,,,,,3,3,100.0
Morgan Frost,CGY,C,76,16,25,41,11.0,16,17:59,1,2,174,9.2,,,,,,0,0,0.0
Olli Maatta D *,CGY,,15,5,6,11,-4.0,2,15:48,0,1,21,23.8,,,,,,0,0,0.0
Rasmus Andersson,CGY,D,64,19,14,33,14.0,47,17:11,0,1,163,11.7,,,,,,0,0,0.0
Rory Kerins,CGY,C,3,0,0,0,-1.0,10,9:20,0,0,3,0.0,,,,,,0,0,0.0
Ryan Lomberg,CGY,LW,15,2,9,11,-1.0,2,21:49,0,0,20,10.0,,,,,,0,0,0.0
Ryan Strome C *,CGY,,54,4,8,12,-6.0,28,20:02,0,0,59,6.8,,,,,,0,0,0.0
Sam Morton,CGY,C,3,0,0,0,-1.0,0,7:17,0,0,2,0.0,,,,,,0,0,0.0
Samuel Honzek,CGY,LW,35,0,4,4,-2.0,47,13:45,0,0,26,0.0,,,,,,0,0,0.0
Total,CGY,,2,0,0,0,-1.0,0,15:51,0,0,1,0.0,,,,,,0,0,0.0
Tyson Gross,CGY,C,3,0,0,0,-3.0,2,8:56,0,0,4,0.0,,,,,,0,0,0.0
Victor Olofsson LW *,CGY,,68,0,7,7,-5.0,44,14:40,0,0,43,0.0,,,,,,0,0,0.0
William Stromgren,CGY,LW,1,0,0,0,0.0,0,17:49,0,0,0,0.0,,,,,,0,0,0.0
Yan Kuznetsov,CGY,D,74,6,10,16,-14.0,110,10:36,1,1,74,8.1,,,,,,0,0,0.0
Yegor Sharangovich,CGY,C,48,10,20,30,3.0,53,24:14,4,6,112,8.9,,,,,,2,0,0.0
Zach Whitecloud D *,CGY,,31,2,4,6,-6.0,8,16:21,2,3,33,6.1,,,,,,0,0,0.0
Zayne Parekh,CGY,D,28,2,4,6,-5.0,29,10:21,0,0,29,6.9,,,,,,0,0,0.0
