Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Zach LaVine,77,77.0,35.9,24.8,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,1.7,8.7,18.0,48.5,2.6,7.1,37.5,4.7,5.6,84.8,6.1,11.0,55.6,1.378,0.56,G,False
DeMar DeRozan,74,74.0,36.2,24.5,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,2.5,8.9,17.6,50.4,0.6,1.9,32.4,6.2,7.1,87.2,8.3,15.7,52.6,1.394,0.52,G,False
Nikola Vucevic,82,82.0,33.5,17.6,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,1.9,7.3,14.0,52.0,1.5,4.2,34.9,1.6,1.9,83.5,5.8,9.8,59.4,1.26,0.57,C,False
Patrick Williams,82,65.0,28.3,10.2,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,1.0,3.8,8.3,46.4,1.4,3.4,41.5,1.1,1.3,85.7,2.4,4.9,49.8,1.23,0.55,F,False
Coby White,74,2.0,23.4,9.7,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,2.8,3.6,8.0,44.3,1.7,4.6,37.2,0.8,0.9,87.1,1.8,3.4,54.0,1.204,0.55,G,False
Ayo Dosunmu,80,51.0,26.2,8.6,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,2.1,3.5,7.1,49.3,0.7,2.4,31.2,0.8,1.0,80.5,2.8,4.8,58.3,1.205,0.54,G,False
Goran Dragic,51,0.0,15.4,6.4,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,2.5,2.5,5.9,42.5,0.9,2.5,35.2,0.5,0.8,65.9,1.6,3.4,48.0,1.09,0.5,PG,True
Andre Drummond,67,0.0,12.7,6.0,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,0.4,2.5,4.1,60.6,0.0,0.0,0.0,1.0,1.9,53.6,2.5,4.0,61.3,1.456,0.61,C,False
Patrick Beverley,22,22.0,27.5,5.8,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,4.2,2.1,5.4,39.5,1.1,3.7,30.9,0.4,0.7,53.3,1.0,1.7,57.9,1.067,0.5,PG,True
Alex Caruso,67,36.0,23.5,5.6,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,2.5,1.9,4.3,45.5,0.8,2.3,36.4,0.9,1.1,80.8,1.1,2.0,55.6,1.308,0.55,G,False
Javonte Green,32,1.0,15.0,5.2,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,1.2,1.9,3.4,56.5,0.4,1.1,37.1,0.9,1.4,66.7,1.5,2.3,65.8,1.528,0.63,G,False
Derrick Jones Jr.,64,0.0,14.0,5.0,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,1.4,1.8,3.6,50.0,0.4,1.3,33.8,1.0,1.3,73.8,1.4,2.3,58.7,1.387,0.56,F,False
Terry Taylor,5,0.0,7.2,4.0,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,0.0,1.8,2.0,90.0,0.2,0.2,100.0,0.2,0.8,25.0,1.6,1.8,88.9,2.0,0.95,F,True
Carlik Jones,7,0.0,8.0,2.9,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,3.0,0.9,2.1,40.0,0.4,0.9,50.0,0.7,1.1,62.5,0.4,1.3,33.3,1.333,0.5,G,False
Dalen Terry,38,0.0,5.6,2.2,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.8,0.8,1.9,44.4,0.2,0.7,25.9,0.4,0.6,66.7,0.7,1.2,55.6,1.181,0.49,F,False
Tony Bradley,12,0.0,2.8,1.6,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.0,0.5,1.0,50.0,0.3,0.4,60.0,0.3,0.3,100.0,0.3,0.6,42.9,1.583,0.63,C,False
Malcolm Hill,5,0.0,1.8,1.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,50.0,0.2,0.6,33.3,0.0,0.0,0.0,0.2,0.2,100.0,1.25,0.63,G,False
Marko Simonovic,7,0.0,2.9,0.9,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.3,1.0,28.6,0.1,0.6,25.0,0.1,0.3,50.0,0.1,0.4,33.3,0.857,0.36,C,False
Total,82,,,113.1,8.5,33.9,42.4,24.5,7.9,4.5,12.7,18.9,1.9,42.5,86.8,49.0,10.4,28.9,36.1,17.6,21.8,80.9,32.1,57.9,55.5,1.304,0.55,Total,False
