Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Cooper Flagg,65,65.0,33.8,20.8,1.2,5.4,6.6,4.5,1.2,0.9,2.4,2.1,1.9,7.9,16.8,47.2,1.0,3.5,29.3,3.9,4.8,81.6,6.9,13.3,51.8,1.236,0.5,F,False
Anthony Davis,20,20.0,31.3,20.4,3.1,8.0,11.1,2.8,1.1,1.7,2.1,2.1,1.4,8.5,16.7,50.6,0.5,1.9,27.0,3.0,4.1,72.8,8.0,14.9,53.5,1.219,0.52,F,False
Naji Marshall,72,45.0,29.6,15.4,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,2.0,5.7,11.1,51.2,0.9,2.9,29.5,3.1,4.1,76.5,4.8,8.2,59.0,1.383,0.55,F,False
P.J. Washington,55,52.0,31.0,14.1,1.5,5.5,7.1,1.8,1.0,1.1,1.7,2.1,1.1,5.3,11.8,44.8,1.3,4.1,32.0,2.3,3.3,68.7,3.9,7.6,51.7,1.201,0.5,F,False
Brandon Williams,65,15.0,22.1,13.0,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,2.0,4.4,9.4,47.0,0.6,2.4,23.4,3.6,4.6,79.5,3.9,7.0,55.0,1.387,0.5,G,False
Max Christie,72,63.0,29.4,12.2,0.2,3.1,3.3,2.0,0.6,0.3,1.3,1.3,1.6,4.2,9.5,44.3,2.3,5.8,40.5,1.5,1.7,89.2,1.9,3.7,50.4,1.291,0.57,G,False
Klay Thompson,66,8.0,21.8,11.8,0.3,1.9,2.1,1.4,0.5,0.3,0.9,1.0,1.5,4.2,10.5,39.5,2.9,7.6,38.6,0.5,0.7,75.6,1.2,2.9,41.9,1.12,0.54,G,False
Marvin Bagley III,18,2.0,21.6,10.6,2.4,4.7,7.1,1.4,0.3,0.7,0.8,2.2,1.7,4.4,7.3,59.8,0.6,1.3,47.8,1.2,2.3,51.2,3.8,6.1,62.4,1.439,0.64,F,True
Khris Middleton,24,12.0,21.9,10.5,0.8,2.8,3.6,2.3,0.6,0.0,1.9,2.1,1.2,3.6,8.9,40.2,1.2,3.1,37.3,2.2,2.5,89.8,2.4,5.8,41.7,1.182,0.47,F,True
D'Angelo Russell,26,3.0,19.0,10.2,0.3,2.0,2.3,4.0,0.5,0.1,1.9,1.2,2.1,3.6,8.9,40.5,1.3,4.3,29.5,1.7,2.3,71.7,2.3,4.6,50.8,1.138,0.48,G,False
Daniel Gafford,54,43.0,21.8,9.6,2.5,4.4,6.9,1.1,0.7,1.2,1.2,2.6,0.9,3.8,5.8,65.7,0.0,0.0,0.0,2.0,2.9,68.2,3.8,5.8,65.7,1.657,0.66,F,False
Jaden Hardy,34,4.0,12.6,6.9,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,1.1,2.3,5.7,40.2,1.4,3.6,37.1,0.9,1.2,77.5,0.9,2.1,45.7,1.201,0.52,G,True
Ryan Nembhard,56,24.0,18.7,6.2,0.2,1.8,2.0,4.9,0.4,0.0,1.4,1.3,3.4,2.5,6.2,40.9,0.8,2.3,36.5,0.4,0.5,76.9,1.7,3.9,43.4,1.009,0.48,G,False
John Poulakidas,8,0.0,16.6,5.5,0.5,2.0,2.5,0.8,0.5,0.0,0.4,2.1,2.0,1.9,5.0,37.5,1.5,4.4,34.3,0.3,0.3,100.0,0.4,0.6,60.0,1.1,0.53,G,False
Jeremiah Robinson-Earl,5,0.0,12.2,4.4,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,1.5,1.6,3.4,47.1,0.4,1.6,25.0,0.8,0.8,100.0,1.2,1.8,66.7,1.294,0.53,F,True
Dereck Lively II,7,4.0,16.4,4.3,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,1.3,1.6,2.6,61.1,0.0,0.0,0.0,1.1,1.4,80.0,1.6,2.6,61.1,1.667,0.61,C,False
Caleb Martin,58,12.0,14.8,3.9,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,2.0,1.5,3.3,45.0,0.3,1.0,35.1,0.6,1.1,60.7,1.1,2.3,49.2,1.201,0.5,F,False
Tyus Jones,8,2.0,16.6,3.9,0.1,1.0,1.1,3.8,0.4,0.0,0.6,0.6,6.0,1.6,4.3,38.2,0.5,2.4,21.1,0.1,0.3,50.0,1.1,1.9,60.0,0.912,0.44,G,True
Moussa Cisse,35,1.0,12.8,3.9,2.0,3.1,5.1,0.2,0.4,1.1,0.7,1.9,0.3,1.5,2.6,58.9,0.0,0.0,0.0,0.8,1.9,43.9,1.5,2.6,58.9,1.5,0.59,C,False
Dwight Powell,58,10.0,14.0,3.3,1.4,2.4,3.8,0.9,0.5,0.3,0.6,1.9,1.5,1.0,1.5,66.7,0.0,0.1,33.3,1.3,1.9,68.5,1.0,1.4,67.9,2.195,0.67,F,False
Miles Kelly,14,0.0,9.6,3.1,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,2.0,1.1,3.1,36.4,0.7,2.4,30.3,0.1,0.1,100.0,0.4,0.8,54.5,0.977,0.48,G,False
