Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Angel Echevarria,27.0,COL,NL,0.1,19.0,33.0,29.0,7.0,11.0,3.0,0.0,1.0,9.0,0.0,0.0,2.0,3.0,0.379,0.455,0.586,1.041,151.0,0.484,181.0,17.0,4.0,2.0,0.0,0.0,0.0,H/379,
Bobby Jones,26.0,COL,NL,-0.2,34.0,50.0,45.0,3.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,0.178,0.178,0.2,0.378,-8.0,0.168,-59.0,9.0,1.0,0.0,5.0,0.0,0.0,1,
Chuck McElroy*,30.0,COL,NL,0.0,75.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.2,0.2,0.4,-2.0,0.18,-62.0,1.0,0.0,0.0,1.0,0.0,0.0,1,
Curt Leskanic,30.0,COL,NL,0.1,64.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.46,196.0,0.0,0.0,0.0,1.0,0.0,0.0,1/H,
Curtis Goodwin*,25.0,COL,NL,-0.4,119.0,186.0,159.0,27.0,39.0,7.0,0.0,1.0,6.0,5.0,1.0,16.0,40.0,0.245,0.313,0.308,0.621,52.0,0.3,45.0,49.0,3.0,0.0,10.0,1.0,0.0,8H7/9,
Dante Bichette,34.0,COL,NL,1.0,161.0,695.0,662.0,97.0,219.0,48.0,2.0,22.0,122.0,14.0,4.0,28.0,76.0,0.331,0.357,0.509,0.866,108.0,0.384,109.0,337.0,22.0,1.0,0.0,4.0,2.0,*79/HD,"AS,MVP-21"
Darryl Hamilton*,33.0,COL,NL,1.6,51.0,225.0,194.0,30.0,65.0,9.0,1.0,5.0,25.0,4.0,1.0,23.0,20.0,0.335,0.406,0.469,0.875,113.0,0.412,129.0,91.0,0.0,1.0,6.0,1.0,1.0,8/H,
Darryl Kile,29.0,COL,NL,0.4,37.0,84.0,71.0,5.0,18.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,22.0,0.254,0.293,0.324,0.617,50.0,0.279,28.0,23.0,1.0,0.0,9.0,0.0,0.0,1/H,
Dave Veres,31.0,COL,NL,0.0,61.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.333,0.333,0.667,63.0,0.301,51.0,1.0,0.0,0.0,0.0,0.0,0.0,1/H,
Dave Wainhouse*,30.0,COL,NL,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
