Name,Team,P,G,A
Adrian Serioux,Houston Dynamo FC,13,2,0
André Hainault,Houston Dynamo FC,28,2,1
Anthony Obodai,Houston Dynamo FC,4,0,0
Bobby Boswell,Houston Dynamo FC,26,0,1
Brad Davis,Houston Dynamo FC,27,5,9
Brian Ching,Houston Dynamo FC,21,8,1
Brian Mullan,Houston Dynamo FC,22,3,2
Cam Weaver,Houston Dynamo FC,14,3,1
Corey Ashe,Houston Dynamo FC,27,0,2
Craig Waibel,Houston Dynamo FC,4,0,0
Danny Cruz,Houston Dynamo FC,25,2,1
Dominic Oduro,Houston Dynamo FC,27,5,4
Eddie Robinson,Houston Dynamo FC,23,1,0
Francisco Navas Cobo,Houston Dynamo FC,1,0,0
Geoff Cameron,Houston Dynamo FC,16,3,0
Joseph Ngwenya,Houston Dynamo FC,12,1,0
Lovel Palmer,Houston Dynamo FC,26,2,0
Luis Angel Landín,Houston Dynamo FC,9,1,2
Mike Chabala,Houston Dynamo FC,25,1,1
Pat Onstad,Houston Dynamo FC,23,0,0
Richard Mulrooney,Houston Dynamo FC,23,0,3
Ryan Cochrane,Houston Dynamo FC,12,0,0
Samuel Appiah,Houston Dynamo FC,2,1,0
Tally Hall,Houston Dynamo FC,5,0,0
Tyler Deric,Houston Dynamo FC,2,0,0
