Name,Team,P,G,A
Adam Moffat,Columbus Crew,24,2,1
Andrés Mendoza,Columbus Crew,10,2,0
Andy Gruenebaum,Columbus Crew,2,0,0
Andy Iro,Columbus Crew,26,3,1
Brian Carroll,Columbus Crew,30,1,0
Chad Marshall,Columbus Crew,27,2,1
Danny O'Rourke,Columbus Crew,17,0,1
Dilly Duka,Columbus Crew,3,0,0
Duncan Oughton,Columbus Crew,3,0,0
Eddie Gaven,Columbus Crew,30,4,3
Emilio Rentería,Columbus Crew,19,5,2
Emmanuel Ekpo,Columbus Crew,26,0,2
Eric Brunner,Columbus Crew,15,1,0
Frankie Hejduk,Columbus Crew,22,0,1
Gino Padula,Columbus Crew,15,0,0
Guillermo Barros Schelotto,Columbus Crew,32,9,10
Jason Garey,Columbus Crew,24,2,2
Kevin Burns,Columbus Crew,11,0,0
Leandre Griffit,Columbus Crew,4,1,0
Robbie Rogers,Columbus Crew,22,2,0
Sergio Herrera,Columbus Crew,1,0,0
Shaun Francis,Columbus Crew,14,0,0
Steven Lenhart,Columbus Crew,29,5,1
Will Hesmer,Columbus Crew,30,1,0
