Name,Team,P,G,A
Andrew Williams,Real Salt Lake,32,1,4
Chris Schuler,Real Salt Lake,1,0,0
Chris Wingert,Real Salt Lake,25,1,0
Collen Warner,Real Salt Lake,14,0,1
Fabián Espíndola,Real Salt Lake,24,7,2
Jamison Olave,Real Salt Lake,30,3,0
Javier Moral,Real Salt Lake,28,6,7
Jean-Marc Alexandre,Real Salt Lake,15,0,1
Kyle Beckerman,Real Salt Lake,24,2,3
Kyle Reynish,Real Salt Lake,3,0,0
Nat Borchers,Real Salt Lake,32,2,1
Ned Grabavoy,Real Salt Lake,25,3,1
Nelson González,Real Salt Lake,11,1,1
Nick Rimando,Real Salt Lake,29,0,0
Pablo Campos,Real Salt Lake,15,0,1
Paulo -,Real Salt Lake,4,0,0
Rauwshan McKenzie,Real Salt Lake,4,0,0
Robbie Findley,Real Salt Lake,26,6,1
Robbie Russell,Real Salt Lake,24,1,5
Tony Beltran,Real Salt Lake,19,0,1
Will Johnson,Real Salt Lake,22,0,0
Álvaro Saborío,Real Salt Lake,29,12,2
