Name,Team,P,G,A
Atiba Harris,FC Dallas,32,4,3
Brek Shea,FC Dallas,29,5,5
Bruno Guarda,FC Dallas,9,0,0
Bryan Leyva,FC Dallas,1,0,0
Daniel Hernández,FC Dallas,28,0,0
Dario Sala,FC Dallas,11,0,1
David Ferreira,FC Dallas,35,10,11
Dax McCarty,FC Dallas,24,2,1
Edson Edward,FC Dallas,1,0,0
Eric Alexander,FC Dallas,19,2,3
Eric Avila,FC Dallas,20,2,0
George John,FC Dallas,28,1,0
Heath Pearce,FC Dallas,29,0,2
Jackson Goncalves,FC Dallas,16,0,0
Jair Benítez,FC Dallas,32,0,1
Jason Yeisley,FC Dallas,6,0,0
Jeff Cunningham,FC Dallas,30,12,0
Kevin Hartman,FC Dallas,24,0,0
Kyle Davies,FC Dallas,3,0,0
Marvin Chávez,FC Dallas,20,3,3
Milton Rodríguez,FC Dallas,14,5,2
Ruben Luna,FC Dallas,5,0,0
Ugo Ihemelu,FC Dallas,23,1,0
Zach Loyd,FC Dallas,28,0,0
