Name,Team,P,G,A
Adam Cristman,D.C. United,17,1,1
Andy Nájar,D.C. United,26,5,2
Bill Hamid,D.C. United,8,0,0
Branko Boskovic,D.C. United,13,0,0
Carlos Varela,D.C. United,6,0,0
Chris Pontius,D.C. United,17,3,0
Christian Castillo Martínez,D.C. United,10,0,0
Clyde Simms,D.C. United,20,0,1
Danny Allsopp,D.C. United,23,5,1
Dejan Janković,D.C. United,19,0,0
Devon McTavish,D.C. United,19,0,0
Jaime Moreno,D.C. United,22,2,0
Jed Zayner,D.C. United,17,0,0
Jordan Graye,D.C. United,20,0,0
Juan Manuel Peña Montaño,D.C. United,10,0,0
Julius James,D.C. United,22,1,0
Kurt Morsink,D.C. United,19,0,2
Marc Burch,D.C. United,4,0,0
Pablo Hernández,D.C. United,14,0,1
Rodney Wallace,D.C. United,10,0,1
Santino Quaranta,D.C. United,27,2,2
Stephen King,D.C. United,20,0,1
Thabiso Khumalo,D.C. United,8,0,0
Troy Perkins,D.C. United,22,0,0
