Name,Team,P,G,A
Aaron Hohlbein,Sporting Kansas City,2,0,0
Birahim Diop,Sporting Kansas City,14,5,2
Chance Myers,Sporting Kansas City,15,0,0
Craig Rocastle,Sporting Kansas City,23,0,3
Davy Arnaud,Sporting Kansas City,27,6,3
Eric Kronberg,Sporting Kansas City,1,0,0
Graham Zusi,Sporting Kansas City,19,1,0
Jack Jewsbury,Sporting Kansas City,28,2,0
Jimmy Conrad,Sporting Kansas City,26,1,0
Jimmy Nielsen,Sporting Kansas City,29,0,1
Jonathan Leathers,Sporting Kansas City,8,0,1
Josh Wolff,Sporting Kansas City,25,2,3
Kei Kamara,Sporting Kansas City,29,10,3
Korede Aiyegbusi,Sporting Kansas City,5,0,0
Matt Besler,Sporting Kansas City,12,0,0
Michael Harrington,Sporting Kansas City,29,0,3
Pablo Escobar,Sporting Kansas City,7,0,0
Roger Espinoza,Sporting Kansas City,25,0,0
Ryan Smith,Sporting Kansas City,26,2,4
Santiago Hirsig,Sporting Kansas City,1,0,0
Stéphane Auvray,Sporting Kansas City,21,0,1
Teal Bunbury,Sporting Kansas City,25,5,1
Thomas Shavar,Sporting Kansas City,16,0,0
