Name,Team,P,G,A
André Moreira,San Jose Earthquakes,1,0,0
André Moreira,San Jose Earthquakes,1,0,0
André Moreira,San Jose Earthquakes,8,0,0
André Moreira,San Jose Earthquakes,8,0,0
Arturo Álvarez,San Jose Earthquakes,22,3,2
Bobby Burling,San Jose Earthquakes,18,1,1
Bobby Convey,San Jose Earthquakes,32,3,8
Brad Ring,San Jose Earthquakes,11,0,0
Brandon McDonald,San Jose Earthquakes,32,1,0
Chris Leitch,San Jose Earthquakes,16,0,0
Chris Wondolowski,San Jose Earthquakes,31,19,2
Cornell Glen,San Jose Earthquakes,21,1,0
Eduardo Adelino Da Silva,San Jose Earthquakes,11,0,1
Giovani Deiberson,San Jose Earthquakes,15,1,0
Ike Opara,San Jose Earthquakes,11,3,0
Jason Hernandez,San Jose Earthquakes,30,0,0
Joe Cannon,San Jose Earthquakes,12,0,0
Joey Gjertsen,San Jose Earthquakes,18,1,0
Jon Busch,San Jose Earthquakes,21,0,0
Khari Stephenson,San Jose Earthquakes,13,1,1
Omar Jasseh,San Jose Earthquakes,4,0,0
Ramiro Corrales,San Jose Earthquakes,22,1,3
Ryan Johnson,San Jose Earthquakes,29,1,5
Sam Cronin,San Jose Earthquakes,26,0,1
Scott Sealy,San Jose Earthquakes,18,0,2
Steven Beitashour,San Jose Earthquakes,8,1,0
Tim Ward,San Jose Earthquakes,16,0,1
